geneID	score
TIMP2	0.12
TIMP3	0.12
TNR	0.12
TRAF1	0.12
CSRNP3	0.12
TNFSF13	0.12
TNFSF10	0.12
CD164	0.12
CD84	0.12
CD7	0.12
CD8A	0.12
CD163	0.12
CD68	0.12
CD69	0.12
F5	0.191725595885791
SYCP3	0.122724350242467
PIBF1	0.12
MTHFD1	0.124734063957204
NOS3	0.129825446178273
BHMT	0.125091382221069
FGFR3	0.621035659391194
SLC9A4	0.12
DNM1L	0.12
TRNL1	0.12027144187208
RRM2B	0.12027144187208
PDHA1	0.120814325616241
PLAT	0.12
SLC4A1	0.142337685683898
SLC4A4	0.128173050727402
ADORA2A-AS1	0.12
UBE2E1	0.12
C11orf49	0.12
HCP5	0.125005505829284
PARD3B	0.12
ZNRD1	0.125005505829284
IFNA1	0.12
IFNG	0.122367031978602
IL2	0.121085767488321
PPP1R11	0.12
DGKI	0.122367031978602
FGFR2	0.454657861092336
SLC39A4	0.125991584229095
GH1	0.131400558627373
GNAS	0.121900093104562
IGF1	0.13486328961596
GPR101	0.12027144187208
AIP	0.123800186209124
POMC	0.124343069953285
ANG	0.12
PRKDC	0.12
CLEC16A	0.122909915722763
CIITA	0.125005505829284
MSLN	0.126263026101175
RAMP2	0.12
CDKN1C	0.12
CDKN2A	0.180217452599891
RASSF1	0.137412005899796
CKB	0.12027144187208
VTI1A	0.12
CTGF	0.123267233986628
CTNNB1	0.135521844316898
CYP2A6	0.123538675858708
CYP2E1	0.127915421552047
CYP19A1	0.125276947701365
CYP26A1	0.12027144187208
DAPK1	0.121085767488321
ACE	0.122367031978602
DNMT1	0.123267233986628
EEF2	0.12
EGF	0.138435641214722
EGFR	0.36
ENO1	0.12
ERBB2	0.213796418692667
ESR1	0.133873330041088
ESR2	0.141241986673913
EFEMP1	0.122995792114547
FGF9	0.12027144187208
MTOR	0.123538675858708
ABL1	0.12
GAST	0.12489588521911
GAGE1	0.12
GPX3	0.123538675858708
GRB7	0.12
PYCARD	0.121357209360402
HOXA10	0.120814325616241
APC	0.146022200936245
HSPA8	0.12027144187208
HSPD1	0.120542883744161
APOA1	0.122724350242467
ID3	0.12027144187208
IFNA1	0.120814325616241
APOE	0.12027144187208
IL1B	0.151671617729852
CXCL8	0.140726728323204
KDR	0.122995792114547
KRAS	0.309144845927698
KRT8	0.122995792114547
MET	0.147495081253424
MKI67	0.129530260087803
KMT2A	0.12
MMP14	0.121357209360402
MPP1	0.12
MUC2	0.126795978323672
NFKB1	0.138713133433405
NOS3	0.12
NPPA	0.12027144187208
OGG1	0.135373835751718
PAWR	0.12
PCNA	0.128967513300314
PLCE1	0.122638473850682
GMPR2	0.12
GHRL	0.12
PGAM1	0.12
PGR	0.122714418720803
PHB	0.122724350242467
SERPINA1	0.12
PIK3CA	0.138878835870372
PLAU	0.127620235461577
KRT20	0.12543876896327
PPARG	0.137631247120145
PRKD1	0.120542883744161
PRL	0.12
GKN1	0.122724350242467
AZGP1	0.125448700484934
PTEN	0.156115207811537
PTGER1	0.123267233986628
PTGS2	0.297859079511989
KMT2C	0.12
RARB	0.12027144187208
HRH4	0.12
BCL2	0.144479426095548
ROBO1	0.12
CEACAM1	0.120542883744161
SMARCC1	0.12
SOD2	0.128358616207697
SPP1	0.124081559602869
STAT3	0.133883261562752
STAT5A	0.123267233986628
STK11	0.145413303843628
SYCP1	0.12
TCF7L2	0.120542883744161
TGFB1	0.148343082609719
TNF	0.143536954957456
TP53	0.510581135808062
TPM3	0.12
TYRP1	0.12
UGT2B17	0.122724350242467
CA1	0.12
CA2	0.12027144187208
DDR1	0.12027144187208
FAT4	0.12
NCOA3	0.12
ARID1A	0.123267233986628
CASP8	0.122909915722763
TP63	0.139788969400062
RUNX3	0.122171534976642
TNFRSF10A	0.12027144187208
NR1I2	0.121085767488321
SELENBP1	0.120542883744161
CYP7B1	0.12027144187208
CTNNB1	0.135240470923154
CYP1B1	0.122367031978602
SUZ12	0.12
AMACR	0.128901499951858
ALOX5	0.120542883744161
GJA1	0.12
GJB1	0.12
APC	0.190731621915964
IGF1	0.125895776315646
KCNJ5	0.127871814290329
KRAS	0.160104840676018
MTRR	0.12
MUC2	0.122171534976642
ATP1A1	0.120542883744161
NF1	0.12
ATP2A3	0.120542883744161
ATP2B3	0.120542883744161
TRPM7	0.125091382221069
PRL	0.143615442870986
PTMA	0.12027144187208
BCL2	0.126514604929927
BCL2L1	0.120814325616241
SEPP1	0.12590570783731
SLC19A1	0.12027144187208
TCN2	0.12
TP53	0.17918171659176
TSHR	0.124885953697445
TXNRD1	0.125362824093149
VHL	0.121085767488321
CACNA1D	0.120814325616241
AIP	0.129815514656609
ABCG2	0.12027144187208
HDAC5	0.12
POMC	0.12
CGA	0.12
CYP11A1	0.121900093104562
NR5A1	0.128067311292288
CDKN2A	0.12
CTNNB1	0.12027144187208
GNAS	0.12027144187208
GNRH1	0.12
GNRHR	0.12
PRKACA	0.120814325616241
PTGS2	0.12
RB1	0.12
TP53	0.122714418720803
TSHR	0.12
CDC42	0.12
CYP17A1	0.122714418720803
CYP21A2	0.29375669260601
HSD3B2	0.122171534976642
HTR4	0.12
POR	0.12617714970939
AVPR1A	0.12
AVPR2	0.12
PRKAR1A	0.12027144187208
PDE8B	0.120814325616241
FGA	0.123810117730788
FGB	0.123810117730788
CFI	0.120542883744161
ABCB11	0.12
IGLL1	0.12027144187208
LRRC8A	0.12027144187208
BTK	0.142437374772409
CD19	0.12027144187208
CD79A	0.12027144187208
SH2B3	0.12
EZH2	0.12027144187208
JAK2	0.294051045438073
CALR	0.127328930546168
CSF2	0.120542883744161
CSF3	0.120814325616241
NQO2	0.122638473850682
PON1	0.124734063957204
PLAT	0.12
PTGFR	0.12
TFPI	0.12027144187208
CP	0.12
ACE	0.144027638049885
AGT	0.13183515989301
GPC5	0.12
GNAQ	0.12
PYCARD	0.12
IL6	0.12
INS	0.12
LEPR	0.122367031978602
MIR130A	0.12
MIR145	0.12
MIR155	0.12
NCK1	0.12
NPHS1	0.12
MIR424	0.12
PTGS2	0.12
REN	0.12
SOD2	0.122367031978602
TNF	0.204734063957204
NPHS2	0.124734063957204
CASP1	0.12
NCK2	0.12
TSLP	0.12
CD38	0.12
PER2	0.12
MBNL2	0.122367031978602
GPHN	0.12
CHRNA3	0.130011011658569
CHRNA5	0.132649485509251
ADH1B	0.347415629080111
ADH1C	0.195114925047668
COMT	0.157100455171458
C15orf32	0.122367031978602
CYP2E1	0.169402553938508
ALDH2	0.470944373417155
CDK20	0.12
FSHB	0.12
GABBR1	0.12027144187208
GABRA2	0.171173163389567
GABRG2	0.134745075615773
GATA4	0.123181357594843
GGT1	0.12027144187208
GHSR	0.127101095935806
UTP20	0.12027144187208
HTR2A	0.146113296634743
SERINC2	0.120542883744161
LHB	0.12
NPY	0.219088145569058
NPY2R	0.122909915722763
OPRM1	0.159066561624477
TAS2R16	0.12027144187208
PDE4B	0.122367031978602
PDYN	0.121900093104562
ARL15	0.12027144187208
RCBTB1	0.12
PECR	0.122638473850682
TAS2R38	0.121085767488321
PKNOX2	0.130011011658569
SHBG	0.12
SLC6A4	0.215482118230241
SNCA	0.123810117730788
TACR1	0.123724241339004
TACR3	0.125005505829284
TF	0.12
CCKAR	0.125548389573445
TBX19	0.12
AGT	0.12
HGD	0.574134840391504
AFA1	0.12
ABCC2	0.12
CRH	0.12
PARP1	0.12
SASH1	0.12
BRD4	0.12
AR	0.134202191871612
MTHFR	0.12
ZDHHC13	0.12
HR	0.122724350242467
SRD5A2	0.12
SUPV3L1	0.12
VDR	0.125448700484934
ZFP36	0.12
TNFRSF10A	0.12
LOC102723878	0.12
CTLA4	0.122367031978602
RAET1L	0.12
PRDX5	0.122367031978602
CXCR3	0.12
IL2RA	0.242909915722763
CXCL10	0.12027144187208
CXCL9	0.12027144187208
STX17	0.242367031978602
IKZF4	0.242367031978602
ULBP3	0.122367031978602
HBA1	0.332899266819813
HBA2	0.302656922145422
HBB	0.287197343221812
LCRB	0.12
ALPL	0.12
TNFSF11	0.125448700484934
SOD2	0.12
SLC8A1-AS1	0.12
LOC100130950	0.12
LOC100289673	0.12
GPC6	0.12
LOC101927587	0.12
MEF2C-AS1	0.12
MIR6843	0.12
ABCA7	0.248534250166328
SPON1	0.12
TOMM40	0.158762782143994
CELF1	0.12
CELF2	0.12027144187208
CYP46A1	0.175046751425402
FERMT2	0.12
CHRNA7	0.145999794849507
CHRNB2	0.140193776100707
OSBPL1A	0.12
CLU	0.286840024957947
TPP1	0.12
ANO4	0.12
SLC24A4	0.12027144187208
NDUFAF6	0.12
CR1	0.261846171551579
CRH	0.12027144187208
CST3	0.178685116372621
CTNNA2	0.12
NKAIN2	0.12
CYP2D6	0.135916719495879
AP2A2	0.12
ACE	0.307766523125504
DMXL1	0.12
BMPER	0.12
DHCR24	0.128715934471562
DPYSL2	0.122995792114547
PPAPDC1A	0.12
EIF2S1	0.125448700484934
A2M	0.176489837177589
ENO1	0.125448700484934
EPHA1	0.123181357594843
ESR1	0.169474617633567
F2	0.122638473850682
PTK2B	0.12027144187208
ATXN7L1	0.12
PAXIP1	0.120542883744161
MYO16	0.12
HECW1	0.12
PRRC2C	0.12
ARC	0.12
NCSTN	0.144841963666126
NCS1	0.12
CD2AP	0.242909915722763
BACE1	0.240367686939568
GABRG3	0.12
MTHFD1L	0.124734063957204
GAPDHS	0.129468127914408
AMFR	0.12
PDE7B	0.12
PCDH11X	0.249825446178273
BIN1	0.259012200698937
EPHA1-AS1	0.12
BZW2	0.12
GSK3B	0.225718421455762
PARVB	0.12
IL19	0.12
HFE	0.162668707788231
HMOX1	0.140627039234693
APBB2	0.129825446178273
LUZP2	0.12
APOC1	0.152300377865798
IDE	0.163558978274593
TGM6	0.12
NCKAP5	0.12
IGF1	0.129715825568098
APOE	0.44
IGF1R	0.202367031978602
IGF2	0.205005505829284
IGF2R	0.125362824093149
IGH	0.12
APP	0.600803934708039
AD8	0.12
IL1B	0.27578341127027
INS	0.213158693513358
INPP5D	0.12
INSR	0.200542883744161
SCIMP	0.12
LEP	0.200542883744161
LINC01567	0.12
MIR146A	0.123267233986628
MAOB	0.125091382221069
MAPT	0.27460437891191
AFF1	0.12
ACHE	0.13653554811016
MMP12	0.12
MOBP	0.12
MPO	0.138283751474481
AD9	0.12
MTHFR	0.189620074257605
ND1	0.125005505829284
NOS3	0.152214501474013
NPY	0.20027144187208
ATP5A1	0.122724350242467
MS4A4A	0.12
PLAU	0.225099592841481
CYCS	0.12
TREM2	0.248424629556154
SMOX	0.12
PPARG	0.138641069738346
DCHS2	0.122367031978602
BCAS3	0.12
ZCWPW1	0.12
STK32B	0.12
SLC30A6	0.123267233986628
FRMD4A	0.12027144187208
PRNP	0.177294231272165
RELN	0.12590570783731
PSEN1	0.388772838440512
PSEN2	0.312520889498593
FMN2	0.12
PYY	0.12
CASS4	0.12027144187208
ARHGAP20	0.12
VAT1L	0.12
BAX	0.2
PVRL2	0.13183515989301
BCHE	0.192458757325198
BCL2	0.203724241339004
EXOC4	0.12
BDNF	0.282235884026802
BLMH	0.130096888050354
MS4A6A	0.122638473850682
LOC644135	0.12
CSMD1	0.12
LINC01184	0.12
AD6	0.12
SLC2A4	0.122367031978602
SOD2	0.125362824093149
SORL1	0.328090222252271
TF	0.158587148185363
TFAM	0.142203489815444
TNF	0.199126590127018
TPI1	0.12
VEGFA	0.147652190300378
VSNL1	0.125091382221069
SLC30A4	0.122724350242467
AD10	0.12
PPP1R3B	0.12
SAP30L	0.12
ANKRD55	0.12
CLMN	0.12
CALM1	0.12027144187208
SP6	0.12
AD5	0.12027144187208
PICALM	0.268827715355546
CASP3	0.128163119205737
MEGF10	0.12
SPPL2A	0.12
CRADD	0.12
SQSTM1	0.123538675858708
CACNA1G	0.12
MPZL1	0.12
MS4A3	0.12
TRIP4	0.120542883744161
CD33	0.245276947701365
SLC4A8	0.12
ST18	0.12
ELMO1	0.12
GAB2	0.150033034975706
SMO	0.120542883744161
BRAF	0.121357209360402
ENAM	0.132777631031103
FAM83H	0.12571021083535
LTBP3	0.12027144187208
CPB2	0.12
CYP17A1	0.12027144187208
CYP19A1	0.12
FSHB	0.12
POR	0.12
PRL	0.120542883744161
AHCY	0.12
GAMT	0.12
GCLC	0.12
ARG1	0.12
MAT1A	0.12
ALDH6A1	0.12
EIF2AK4	0.12
PRODH	0.122367031978602
PSPH	0.12
D2HGDH	0.12
XPC	0.12
SECISBP2	0.12
SLC7A7	0.12
SIGMAR1	0.12027144187208
HRH3	0.2
CSF2	0.12
GNAI1	0.12
GNAI3	0.12
GRP	0.12
APP	0.120814325616241
IL1A	0.12
IL2	0.12
IL6	0.122638473850682
NGF	0.12
PDYN	0.12
POMC	0.12
AVP	0.12
PREP	0.12
TAC1	0.12
TRH	0.12
PREP	0.12
APOE	0.127991366422168
APP	0.134416213785248
ACHE	0.12027144187208
ZDHHC13	0.12
PSEN1	0.121085767488321
TTR	0.206845043325561
LINC00351	0.12
OPTN	0.127600372418248
KCNMB2	0.12
SIGMAR1	0.121357209360402
OLFM4	0.122367031978602
PPARGC1A	0.121357209360402
ARAP2	0.12
C4orf36	0.122367031978602
CTNND2	0.12
METTL21A	0.12
DAO	0.12
DCTN1	0.124267125083164
DPP6	0.258826635218641
CENPV	0.12
C9orf72	0.176112522650502
ERBB4	0.24027144187208
KIFAP3	0.125819831445525
UNC13A	0.366091273317606
TARDBP	0.379801509465824
ZFYVE26	0.12
FUS	0.185991507612158
CHMP2B	0.244267125083164
GFAP	0.122171534976642
STK36	0.12
TNFRSF21	0.12027144187208
ANG	0.143060084561752
KRT18P55	0.12
ANK3	0.12
TBK1	0.120542883744161
GSR	0.12
GSTP1	0.122724350242467
UBQLN2	0.126243163057847
HNRNPA1	0.121357209360402
HOXD10	0.12
NME9	0.12
ITGA9	0.12
LAMA3	0.12
CHCHD10	0.120542883744161
NEFH	0.126805909845336
OPCML	0.12
DBR1	0.12027144187208
PFN1	0.124614511825365
PLA2G4A	0.12027144187208
TREM2	0.120814325616241
PON1	0.150095167149101
PON2	0.129468127914408
PON3	0.127101095935806
SUSD2	0.12027144187208
PRPH	0.126524536451591
MASP1	0.12
PTGS2	0.123995683211084
ATXN2	0.130314791139052
LOC643339	0.12
ST3GAL3	0.12
SLC1A2	0.131691863542781
SLC6A1	0.12027144187208
SOD1	0.437872511657633
SOD2	0.121357209360402
TIAM1	0.122367031978602
TP53	0.121628651232482
VCP	0.130238846268931
SLC25A12	0.12
INPP4B	0.12
SQSTM1	0.243528744337044
ARHGEF2	0.12
VAPB	0.130520219662675
B4GALT6	0.122367031978602
CD40LG	0.12027144187208
ABCG1	0.12
KIAA0513	0.12
MATR3	0.120814325616241
FIG4	0.12027144187208
SCN11A	0.24027144187208
NGF	0.12
NTRK1	0.120542883744161
PRDM12	0.12027144187208
SCN9A	0.13033465418238
SCN10A	0.12027144187208
NLRP3	0.122367031978602
LTB4R	0.12
ASPG	0.12
KNG1	0.12
HIF1A	0.12027144187208
CA9	0.12
ATG7	0.12
SLC46A1	0.12
PARP1	0.12
CSF2	0.121357209360402
CSF3	0.121357209360402
AGT	0.12
EPO	0.157468909868746
GSR	0.12
SLC40A1	0.126263026101175
HP	0.125548389573445
IFNA2	0.120542883744161
IGF2	0.12
IL2	0.12
IL3	0.120542883744161
ASPG	0.12
MTHFR	0.125819831445525
SLC25A37	0.12
ATP7A	0.12
PRL	0.12
PTH	0.12
HAMP	0.150179705409234
REN	0.121357209360402
SOD2	0.12027144187208
TNF	0.132516120680686
TYMS	0.120542883744161
TNFRSF10A	0.12
ATG5	0.12
CSF2	0.121357209360402
CSF3	0.122171534976642
TINF2	0.12027144187208
IFNG	0.133354190515317
NBN	0.120542883744161
PRF1	0.12
TERC	0.256988674287474
TERT	0.247534359069792
SEC23B	0.121357209360402
KLF1	0.120814325616241
CDAN1	0.127077351717416
CDAN3	0.12027144187208
EPO	0.120542883744161
G6PD	0.14492650192626
GCLC	0.120814325616241
GPI	0.12516732709119
GSR	0.12
HBB	0.121628651232482
HMOX1	0.12
IFNA2	0.12
ITPA	0.127177040805927
SLC4A1	0.126805909845336
SPTB	0.12
TPI1	0.121628651232482
SLC14A1	0.12
RHCE	0.12
RHD	0.12
G6PD	0.122714418720803
NT5C3A	0.12
TPI1	0.12
DHFR	0.12027144187208
MAOB	0.12
TCN1	0.12
TCN2	0.123538675858708
SPTB	0.12
TET2	0.121085767488321
TNF	0.122638473850682
TET2	0.123528744337044
DHODH	0.12
HBB	0.577859960475621
HP	0.126091273317606
NPPB	0.12
BCL11A	0.131725539282835
TNF	0.131182655538675
UMPS	0.12
VCAM1	0.126634157061766
CAD	0.12
NPRL3	0.12
ALAS2	0.128434561077818
ABCB7	0.120542883744161
GLRX5	0.120542883744161
SLC25A38	0.120542883744161
SOD2	0.12
GDF15	0.12
MTHFR	0.128272739815912
VANGL2	0.12
THAS	0.12
TLX1	0.12
KIF11	0.12
MMP1	0.120542883744161
COL1A1	0.12
AGT	0.122367031978602
SMAD3	0.12
TGFBR1	0.122638473850682
TGFBR2	0.125005505829284
PLAU	0.12
AVP	0.12
CXCL8	0.12
PAPPA	0.12027144187208
PLAU	0.12
GLA	0.12027144187208
GLA	0.664863403274564
IFT43	0.12
ALB	0.12
ABI3BP	0.12
HLA-DPB1	0.12
HLA-DQB1	0.12
HLA-DRB1	0.12
PLAT	0.12
XPNPEP2	0.124734063957204
ELP4	0.12027144187208
PAX6	0.60616498129698
PTEN	0.12
FGFR2	0.12
RAX	0.128815623560073
STRA6	0.129444383696018
SOX2	0.138064510254131
CRH	0.200542883744161
CRHR1	0.12
CRHR2	0.200814325616241
HTR4	0.12
IFNA2	0.12
IL1B	0.122638473850682
IL1RN	0.2
IL2	0.12
NPY	0.201628651232482
PYY	0.120814325616241
TNF	0.121357209360402
TNFRSF1A	0.12
TNFRSF10A	0.12
CCK	0.12027144187208
UCN2	0.12
ANON1	0.12
HTR2A	0.145003784928032
SOX2-OT	0.12
BDNF	0.144251591485186
NR5A2	0.12
ALDH1L1	0.12
ADK	0.122724350242467
CPA2	0.12
CS	0.12
CTRB1	0.12
SARDH	0.12
AHCY	0.12
EGR1	0.122724350242467
ESD	0.12
ALDOB	0.12
GAPDH	0.12
GNAS	0.12
APOA1	0.12
ACADVL	0.12
MPO	0.12
ATF4	0.12
NME1	0.12
NOS1	0.12
NOS3	0.125448700484934
NPPA	0.12
ATP5B	0.12
PCK2	0.12
PDYN	0.12
PLAT	0.12
POMC	0.12
ACTB	0.12
RPS2	0.12
RPS14	0.12
BDNF	0.12
SOD2	0.12
TFPI	0.12
TKT	0.12
CA9	0.147243502424672
IL1A	0.122638473850682
IL1B	0.122367031978602
IL1RN	0.122367031978602
TNF	0.126634157061766
MAOA	0.126710101931887
AGT	0.12
ALB	0.12
PLAU	0.12
IFNB1	0.12
PCSK5	0.12
RAI1	0.12
CHRNA5	0.12
CHRNB2	0.12
CNR1	0.122442976848723
ADORA2A	0.125081450699405
CRH	0.126786046802008
CRHR1	0.122985860592883
CRHR2	0.121085767488321
CRP	0.12
DNMT1	0.12
DRD2	0.125895776315646
FOS	0.12027144187208
GABRA2	0.12027144187208
GLO1	0.121085767488321
GNB1	0.12
GRM8	0.12027144187208
HTR7	0.200542883744161
IFNA2	0.12
APP	0.121357209360402
OR8A1	0.12
MDK	0.12
MECP2	0.120542883744161
MIF	0.12
NPY	0.126786046802008
NPY1R	0.2
OXT	0.121628651232482
PAM	0.12
SHANK1	0.12027144187208
SERPINA1	0.12027144187208
NPS	0.123528744337044
SLC6A3	0.123724241339004
SLC6A4	0.264310655727945
TNF	0.12027144187208
UCN	0.12
EOMES	0.12
CARTPT	0.121085767488321
MFAP3L	0.12
AGT	0.125428837441606
SMAD3	0.120814325616241
MMP9	0.129248886694059
SKI	0.12027144187208
TGFBR2	0.126720033453551
LAMC1	0.12
MMP2	0.12
MMP9	0.12
SOD1	0.12
SOD2	0.12
CAT	0.12
FBN1	0.122367031978602
MMP2	0.12027144187208
MMP9	0.12
ATP7A	0.12
VKORC1	0.12
ELN	0.378120592080924
FSTL1	0.12
COL1A1	0.12
COL3A1	0.12
CTGF	0.2
FN1	0.12027144187208
LOX	0.12
NPPA	0.12
NPPB	0.125448700484934
TGFB1	0.12
TGFB2	0.12
TIMP1	0.12
L1CAM	0.12027144187208
PLAT	0.12
HTR1A	0.12
BCHE	0.12
SLC6A5	0.12
IFNG	0.12
IL10	0.12
FOXP2	0.120542883744161
FBN1	0.121085767488321
FZD4	0.12
TFRC	0.12
ERF	0.12
SGOL1	0.12
ACE	0.125091382221069
AGT	0.12
EDN1	0.122367031978602
ESR2	0.12
GJA1	0.2
ANK2	0.122724350242467
GYG1	0.12
HTR4	0.12
KCNH2	0.138936255828816
KCNJ2	0.242367031978602
KNG1	0.12
OPRK1	0.2
OPRL1	0.12
CNNM2	0.12
PPP1R1A	0.12
AVP	0.12
PTGS2	0.12
TRH	0.12
CACNA1C	0.12
PLAT	0.12
PLAU	0.12
ZC3H12A	0.12
GSTA4	0.12
APOE	0.207296000331334
NOS3	0.133843535476095
SERPINA1	0.12027144187208
KL	0.122714418720803
RASA1	0.122442976848723
CYP1A1	0.12
PON1	0.12
PROC	0.12
CSF3	0.12
MVK	0.12027144187208
C6orf10	0.12
COL2A1	0.120542883744161
COPA	0.12027144187208
REEP3	0.12
JMJD1C	0.12
HP	0.12
TIMMDC1	0.12
ZFP36	0.121085767488321
VTCN1	0.12
CD69	0.120542883744161
POMC	0.12
IFNG	0.12
TNF	0.12027144187208
TRAF3IP2	0.246634157061766
HLA-C	0.289478498808629
CXCL8	0.12
IL12B	0.135178338749759
LINC01185	0.12
LTA	0.127729856071752
MEFV	0.122638473850682
NOS2	0.122367031978602
NR4A2	0.120542883744161
FBXL19	0.122909915722763
REL	0.123452799466923
NOD2	0.139640960834882
TRAF3IP2-AS1	0.12
BMP4	0.12
TNF	0.156252453815163
RUNX2	0.12
CD68	0.12
LOC100506023	0.12
ABCC5	0.12
RASGRP1	0.24
LOC101927437	0.12
CDK6	0.255287959359933
ABCC4	0.12
STAG1	0.12
MAB21L2	0.12
TXNIP	0.12
C6orf10	0.129468127914408
CD226	0.126905598933846
B3GNT2	0.123181357594843
PHTF1	0.12
OS9	0.122367031978602
RPP14	0.12
FAM107A	0.122367031978602
TAGAP	0.125819831445525
PLD4	0.242638473850682
CCR6	0.252539864899076
ABCC2	0.122367031978602
ALS2CR12	0.12
ADORA2A	0.125005505829284
CP	0.122995792114547
CRP	0.232003853643676
HAPLN1	0.12
CSF2	0.12942452065269
CTGF	0.120814325616241
CTLA4	0.345272224370164
LINC01104	0.12
CTSD	0.12027144187208
PLB1	0.120814325616241
ADRBK1	0.12027144187208
CLEC12A	0.12027144187208
DDX6	0.12
DFNA5	0.12
CLYBL	0.12
DHFR	0.120814325616241
ACAN	0.128077242813953
AGER	0.128715934471562
DNASE1L3	0.12
DPP4	0.12
RCAN1	0.12
AHR	0.121085767488321
SPRED2	0.244734063957204
ENO1	0.12543876896327
F2	0.12
RTKN2	0.12027144187208
FCGR2A	0.155643556722546
JAZF1	0.12
IKZF3	0.12027144187208
FKBP5	0.12027144187208
PLCL2	0.122367031978602
TNPO3	0.122367031978602
FPGS	0.127101095935806
PADI4	0.331684979937771
LY96	0.12
GABARAPL3	0.12
ALOX5	0.121085767488321
PHF19	0.122638473850682
GART	0.12
PTPN22	0.524345610778177
GATA3	0.240542883744161
GC	0.122909915722763
RGMB	0.12
GRK6	0.12027144187208
CXCL2	0.12
GUCY1B2	0.12
HCLS1	0.12
ANXA3	0.242638473850682
HLA-DPB1	0.13043434327089
HLA-DQA2	0.123452799466923
HLA-DRB1	0.36
HOXD10	0.12
HOXD11	0.12
HOXD13	0.12027144187208
AIRE	0.123181357594843
HSD11B1	0.12027144187208
IRF8	0.122367031978602
ZNF774	0.122367031978602
IFNG	0.146664773768916
IGFBP3	0.120542883744161
CYR61	0.124081559602869
RBPJ	0.125005505829284
IL1B	0.238168069401454
IL1RN	0.176631795396166
IL2RA	0.256721113590456
FASLG	0.123810117730788
IL2RB	0.13082533727481
IL6	0.212623943772671
IL6R	0.247719924550087
IL6ST	0.204538566955244
CXCL8	0.142745035427953
IL10	0.203492066167042
IL18	0.155771702244398
IRAK1	0.123452799466923
ITGA6	0.12
IRF5	0.282449466567882
KIF5A	0.254473633743692
AFF3	0.129001189040368
LCN2	0.12
MARCKS	0.12
STS	0.12027144187208
MECP2	0.120814325616241
RAB8A	0.12
CIITA	0.252539864899076
MIF	0.146261305199923
MMP2	0.132615809769197
MMP10	0.120542883744161
MMP12	0.123452799466923
MPO	0.120542883744161
MTF1	0.12
MTHFR	0.204307729914934
NCF2	0.12
ATIC	0.13719798398616
NFKBIE	0.245005505829284
NFKBIL1	0.255078649661248
TNFRSF11B	0.138878835870372
FOXP3	0.124343069953285
PDE2A	0.122367031978602
IL23A	0.129520328566139
CD244	0.248544181687992
ABCB1	0.134278136741733
UBASH3A	0.122367031978602
PLEK	0.12
PON1	0.131454097410755
POU3F1	0.122367031978602
DDIT4	0.12
GIN1	0.122367031978602
PXK	0.125005505829284
ACOXL	0.12
CDK5RAP2	0.12
PRKCH	0.133092680164901
PRKCQ	0.139750581445057
APOM	0.125548389573445
BAIAP2L1	0.12
BTNL2	0.128001297943832
PSG5	0.12
NDUFA4L2	0.12
ACKR3	0.120814325616241
PTGS2	0.136340051108201
PTK2	0.12
WDFY4	0.12027144187208
PTPN2	0.248458305296208
ANO8	0.12
PTPRC	0.130553895402729
RAD51B	0.12027144187208
RAP2A	0.12
