__mclCluster	name	PRWP	Unnamed: 0
53.0	NFRKB	0.0	297
10.0	UBASH3B	0.0	298
248.0	FGB	0.0	299
11.0	RPS7	0.0	300
7.0	CDC6	0.0	301
249.0	HNF1A	0.0	302
54.0	MDM4	0.0	303
250.0	F12	1.10164395955e+13	304
250.0	CD93	1.10164395955e+13	305
11.0	RPL23	0.0	306
87.0	ALB	0.0	307
87.0	LRP2	0.0	308
251.0	RAB9A	0.0	309
251.0	BCL3	0.0	310
64.0	KLHL12	0.0	311
94.0	EED	0.0	312
252.0	INPP5D	0.0	313
252.0	DOK3	0.0	314
253.0	PIGR	0.0	315
253.0	CD79A	0.0	316
10.0	SPRY1	0.0	317
5.0	GTF2B	0.0	318
29.0	RPL12	0.0	319
254.0	FLT3	0.0	320
254.0	FLT3LG	0.0	321
95.0	POLE3	0.0	322
	HNRNPK		323
	UBE2D4		324
255.0	PIAS1	0.0	325
12.0	GNGT2	0.0	326
256.0	GEMIN2	0.0	327
28.0	SNRPA1	0.0	328
	PPARG		329
257.0	GCLM	0.0	330
257.0	GCLC	0.0	331
55.0	POLR1D	0.0	332
258.0	NOP56	0.0	333
258.0	NOP58	0.0	334
259.0	GLMN	0.0	335
259.0	FKBP4	0.0	336
260.0	GHSR	0.0	337
260.0	GHRL	0.0	338
261.0	PPIB	0.0	339
261.0	HSPA5	0.0	340
262.0	SNTB1	0.0	341
262.0	DTNA	0.0	342
263.0	HERPUD1	0.0	343
5.0	POLR2I	0.0	344
96.0	KMT2A	0.0	345
97.0	FLT4	2.32407953773e+12	346
264.0	ZAP70	0.0	347
	SERPINA3		348
	CELA1		349
4.0	UBXN1	0.0	350
265.0	RAPSN	0.0	351
265.0	MUSK	0.0	352
266.0	CKS2	2.32407953773e+12	353
266.0	CCNB1	2.32407953773e+12	354
177.0	KAT2A	0.0	355
26.0	CLTA	2.3293366419e+12	356
267.0	CNTN1	0.0	357
267.0	TNR	0.0	358
268.0	HYPK	0.0	359
268.0	NAA15	0.0	360
98.0	ECI2	0.0	361
269.0	ELP3	0.0	362
269.0	ELP2	0.0	363
270.0	SLC2A1	0.0	364
271.0	RYR1	0.0	365
271.0	CACNA1S	0.0	366
99.0	F5	3.71321278548e+12	367
272.0	AKT2	0.0	368
273.0	MTA2	0.0	369
273.0	MBD2	0.0	370
100.0	SMURF2	0.0	371
274.0	STX12	0.0	372
274.0	EPB42	0.0	373
91.0	CHTF18	0.0	374
91.0	RFC3	0.0	375
101.0	STX1A	0.0	376
73.0	PABPC1	0.0	377
73.0	PAN2	0.0	378
102.0	HLA-G	0.0	379
103.0	RHAG	0.0	380
11.0	CSNK1D	0.0	381
7.0	NPAT	0.0	382
275.0	NME1	0.0	383
275.0	NME2	0.0	384
12.0	GNG11	0.0	385
1.0	DCAF6	2.32407953773e+12	386
276.0	C3	0.0	387
30.0	ZNRF1	0.0	388
21.0	MED24	0.0	389
277.0	ATP6V1B1	0.0	390
277.0	ATP6V0A1	0.0	391
53.0	TFPT	0.0	392
104.0	MS4A2	0.0	393
278.0	ASF1B	0.0	394
278.0	IPO4	0.0	395
279.0	MYH9	0.0	396
279.0	S100A4	0.0	397
	GPS1		398
280.0	TBL1XR1	0.0	399
89.0	GATAD2A	0.0	400
281.0	PLA2R1	0.0	401
281.0	PLA2G10	0.0	402
	RPS23		403
282.0	GRIK4	0.0	404
282.0	GRIK2	0.0	405
283.0	SUMO3	0.0	406
283.0	UBA2	0.0	407
284.0	ZNF350	0.0	408
284.0	TRIM28	0.0	409
285.0	MED9	0.0	410
285.0	MED28	0.0	411
286.0	FANCC	0.0	412
286.0	ZBTB32	0.0	413
5.0	CTCF	0.0	414
287.0	USP1	0.0	415
287.0	WDR48	0.0	416
1.0	DCAF5	2.32407953773e+12	417
288.0	CSTB	0.0	418
14.0	RCN2	0.0	419
105.0	POLR3G	0.0	420
2.0	TUBA3C	0.0	421
95.0	POLE	0.0	422
95.0	POLE2	0.0	423
289.0	GJC1	0.0	424
290.0	MET	0.0	425
291.0	POMP	0.0	426
291.0	PSMB9	0.0	427
	COPZ1		428
292.0	PLG	0.0	429
292.0	PLAU	0.0	430
106.0	MED29	0.0	431
13.0	RNF111	0.0	432
22.0	ING2	0.0	433
293.0	ETV1	2.61418200243e+12	434
	SPOP		435
8.0	CDC25A	0.0	436
294.0	ACKR2	4.14999527487e+12	437
294.0	CCL2	4.14999527487e+12	438
178.0	MED15	0.0	439
295.0	ACPP	2.32407953773e+12	440
295.0	ERBB2	2.32407953773e+12	441
107.0	NCF2	0.0	442
	WDR5		443
296.0	TRADD	0.0	444
56.0	MRE11A	6.97223861319e+12	445
108.0	MYL12A	0.0	446
297.0	GTF2A2	0.0	447
297.0	GTF2A1L	0.0	448
65.0	MALT1	2.32407953773e+12	449
65.0	IKBKG	2.32407953773e+12	450
298.0	UBA3	0.0	451
74.0	ITGA1	2.32407953773e+12	452
74.0	COL8A1	2.32407953773e+12	453
3.0	IKZF1	0.0	454
109.0	ATR	0.0	455
299.0	PRIM1	0.0	456
300.0	EDA	0.0	457
300.0	EDA2R	0.0	458
301.0	THBS1	3.87346589622e+12	459
301.0	DCN	3.87346589622e+12	460
	RNF168		461
302.0	FOXK1	0.0	462
302.0	BAP1	0.0	463
303.0	STX7	0.0	464
303.0	VAMP7	0.0	465
304.0	RPAP3	0.0	466
304.0	PIH1D1	0.0	467
305.0	WAS	0.0	468
305.0	FNBP1	0.0	469
110.0	CSE1L	2.32407953773e+12	470
15.0	TOPORS	0.0	471
9.0	SOCS2	0.0	472
	XRCC6		473
20.0	CCL11	2.32407953773e+12	474
111.0	ERBIN	0.0	475
306.0	CASP9	0.0	476
	POLR2B		477
112.0	IL7R	0.0	478
13.0	CHFR	0.0	479
2.0	GRIN2B	0.0	480
113.0	RPA2	2.32407953773e+12	481
114.0	GABARAPL2	0.0	482
307.0	MSN	0.0	483
46.0	THRA	2.42415686404e+12	484
308.0	SGK1	0.0	485
308.0	SLC9A3R2	0.0	486
115.0	MPRIP	0.0	487
39.0	VIL1	2.33985085024e+12	488
309.0	TNFRSF1B	0.0	489
150.0	ARF6	0.0	490
310.0	UBE2W	0.0	491
3.0	PEX14	0.0	492
311.0	CASP6	2.32407953773e+12	493
311.0	LMNB1	2.32407953773e+12	494
86.0	AP2M1	0.0	495
116.0	TRAF3	0.0	496
117.0	LAS1L	0.0	497
312.0	DOC2B	0.0	498
312.0	UNC13B	0.0	499
313.0	ITGA5	2.39787134318e+12	500
313.0	ITGB3	2.39787134318e+12	501
314.0	MAPK10	0.0	502
314.0	ARRB1	0.0	503
315.0	CABP2	0.0	504
57.0	EIF2B1	0.0	505
256.0	GEMIN6	0.0	506
58.0	IFNGR1	0.0	507
86.0	AP1B1	0.0	508
25.0	DARS	0.0	509
3.0	HMG20B	0.0	510
1.0	DCAF11	2.32407953773e+12	511
31.0	KDM4A	0.0	512
98.0	PEX5	0.0	513
98.0	CRAT	0.0	514
316.0	GRK1	0.0	515
316.0	RHO	0.0	516
317.0	EXOC4	0.0	517
317.0	EXOC3	0.0	518
318.0	PSEN2	0.0	519
319.0	GCG	0.0	520
319.0	GLP1R	0.0	521
320.0	AKAP12	5.20543672214e+12	522
320.0	ADRB2	5.20543672214e+12	523
321.0	F9	0.0	524
322.0	GDF9	0.0	525
322.0	BMPR1A	0.0	526
118.0	PLRG1	0.0	527
323.0	TAL1	0.0	528
324.0	APOC2	0.0	529
324.0	LPL	0.0	530
2.0	NPHS1	0.0	531
102.0	CD8A	0.0	532
102.0	CD8B	0.0	533
325.0	C2	2.32407953773e+12	534
325.0	C5	2.32407953773e+12	535
326.0	COPS4	0.0	536
306.0	VIM	0.0	537
327.0	UCN	0.0	538
327.0	CRHR2	0.0	539
16.0	CDC26	2.32407953773e+12	540
59.0	ARHGAP21	0.0	541
328.0	CCNE1	2.56648337078e+12	542
329.0	RPLP2	0.0	543
119.0	KLRC2	0.0	544
321.0	F8	0.0	545
330.0	TERF2IP	0.0	546
116.0	TNFSF4	0.0	547
116.0	TNFRSF4	0.0	548
331.0	POLR1B	0.0	549
331.0	POLR1E	0.0	550
120.0	CTSD	0.0	551
92.0	RBBP5	0.0	552
92.0	NCOA6	0.0	553
332.0	SNRPB	0.0	554
332.0	SNRPE	0.0	555
333.0	BIRC7	0.0	556
333.0	DIABLO	0.0	557
334.0	CD209	0.0	558
334.0	ICAM3	0.0	559
335.0	CD244	0.0	560
335.0	CD48	0.0	561
121.0	TGFBRAP1	0.0	562
85.0	FCGR3A	0.0	563
	POLR1A		564
	POLR2E		565
49.0	MSH2	0.0	566
	UHRF1		567
96.0	CDX2	0.0	568
66.0	DKC1	0.0	569
66.0	NHP2	0.0	570
336.0	CDK5R1	0.0	571
336.0	CDK5RAP3	0.0	572
4.0	NPLOC4	0.0	573
337.0	CBLC	0.0	574
122.0	GNG7	0.0	575
338.0	MID2	0.0	576
338.0	IGBP1	0.0	577
	MYBL2		578
339.0	NFKB2	0.0	579
11.0	GNL3	0.0	580
	PSMD3		581
340.0	RNF20	0.0	582
340.0	RNF40	0.0	583
341.0	TRDN	0.0	584
341.0	CASQ2	0.0	585
342.0	XK	0.0	586
342.0	KEL	0.0	587
170.0	IRF3	0.0	588
343.0	FBXW7	0.0	589
4.0	UBXN4	0.0	590
123.0	BMP8B	0.0	591
54.0	PNN	0.0	592
1.0	DCAF1	2.32407953773e+12	593
344.0	PRKD1	0.0	594
84.0	RAB5A	0.0	595
84.0	RAB7A	0.0	596
	CBX5		597
255.0	DNMT3A	0.0	598
115.0	KRT18	0.0	599
	TAF4		600
	ARPC5		601
345.0	ATG3	0.0	602
345.0	MAP1LC3A	0.0	603
346.0	AP1G1	0.0	604
49.0	MLH1	0.0	605
49.0	MSH6	0.0	606
347.0	IL1B	0.0	607
347.0	A2M	0.0	608
348.0	PRPH2	0.0	609
348.0	ROM1	0.0	610
349.0	IGFBP3	4.69400216368e+12	611
349.0	KLK3	4.69400216368e+12	612
	DDX58		613
25.0	AIMP1	0.0	614
	COPA		615
350.0	NPR2	0.0	616
350.0	NPPC	0.0	617
351.0	PRLH	0.0	618
351.0	PRLHR	0.0	619
22.0	KLF16	0.0	620
83.0	ERCC1	0.0	621
83.0	SLX4	0.0	622
352.0	TRAK1	0.0	623
352.0	RHOT1	0.0	624
15.0	JUN	0.0	625
124.0	CDH3	0.0	626
7.0	CCND2	0.0	627
353.0	TERT	0.0	628
44.0	THOC5	0.0	629
	NEDD4		630
22.0	KLF11	0.0	631
264.0	CBLB	0.0	632
2.0	VAV1	0.0	633
14.0	MAP3K3	0.0	634
211.0	ITGA4	0.0	635
191.0	SUMO2	0.0	636
45.0	PPP6R1	0.0	637
31.0	PRMT5	0.0	638
354.0	TAF12	0.0	639
354.0	TAF11	0.0	640
355.0	USP7	0.0	641
356.0	HLTF	0.0	642
356.0	RAD18	0.0	643
104.0	RASA1	0.0	644
357.0	SNTA1	0.0	645
357.0	ABCA1	0.0	646
358.0	FLNA	0.0	647
358.0	DRD1	0.0	648
359.0	LNX2	0.0	649
359.0	NUMB	0.0	650
112.0	CD40	0.0	651
112.0	JAK3	0.0	652
360.0	CST3	0.0	653
360.0	CTSS	0.0	654
2.0	GRIN2A	0.0	655
	CD19		656
	CST7		657
288.0	CTSB	0.0	658
361.0	SMC2	2.32407953773e+12	659
272.0	HSP90AB1	0.0	660
	CCT2		661
17.0	RANBP2	0.0	662
362.0	IL15RA	0.0	663
362.0	IL2RG	0.0	664
	CD81		665
71.0	TRIM24	0.0	666
59.0	CYTH1	0.0	667
346.0	AP1M1	0.0	668
363.0	CHRNA3	0.0	669
363.0	CHRNB4	0.0	670
364.0	RGS19	0.0	671
364.0	GNAI1	0.0	672
	PSMD1		673
365.0	CREB1	0.0	674
365.0	ATF1	0.0	675
17.0	PTHLH	0.0	676
32.0	CDC42EP5	0.0	677
60.0	LSM3	0.0	678
42.0	PRDX1	0.0	679
366.0	TICAM1	0.0	680
366.0	TRAF1	0.0	681
97.0	NRP1	2.32407953773e+12	682
367.0	NUDC	0.0	683
367.0	PAFAH1B1	0.0	684
125.0	HNRNPA2B1	0.0	685
	NPM1		686
368.0	TMED9	0.0	687
368.0	TMED10	0.0	688
7.0	CDT1	0.0	689
96.0	CREBBP	0.0	690
369.0	CDCA8	0.0	691
2.0	DLG4	0.0	692
370.0	ITGB2	0.0	693
370.0	TLN1	0.0	694
371.0	ZWINT	0.0	695
371.0	BECN1	0.0	696
372.0	CDC73	0.0	697
373.0	PLK1	2.33985085024e+12	698
373.0	BORA	2.33985085024e+12	699
374.0	PLXNB1	0.0	700
374.0	RND3	0.0	701
375.0	NCKAP1	0.0	702
	MAPK8IP1		703
	CBX2		704
376.0	FGA	0.0	705
376.0	PLAT	0.0	706
76.0	KIAA0101	2.32407953773e+12	707
	RPS15		708
126.0	TIPRL	0.0	709
93.0	NTRK3	2.32407953773e+12	710
315.0	CAMK2G	0.0	711
377.0	CTSL	0.0	712
377.0	SERPINB13	0.0	713
378.0	VDAC1	2.32407953773e+12	714
378.0	CKMT1A	2.32407953773e+12	715
379.0	MEF2C	0.0	716
379.0	HDAC7	0.0	717
380.0	PRPF3	0.0	718
380.0	SART3	0.0	719
122.0	GNG12	0.0	720
381.0	NPPB	0.0	721
381.0	NPR3	0.0	722
105.0	POLR3F	0.0	723
105.0	POLR3C	0.0	724
32.0	ARHGAP32	0.0	725
	TRAF2		726
	TNF		727
	RPS11		728
382.0	BRCA2	9.29631815092e+12	729
	EIF3K		730
383.0	ARAF	0.0	731
	MAP3K11		732
58.0	STAT5B	0.0	733
28.0	SF3B1	0.0	734
384.0	FN1	0.0	735
384.0	COL2A1	0.0	736
43.0	RPL35	0.0	737
385.0	VAMP2	0.0	738
385.0	NAPA	0.0	739
	MLLT3		740
	PCGF2		741
	CTTN		742
289.0	TJP1	0.0	743
	TP53BP1		744
386.0	ACTN4	0.0	745
386.0	ACTN2	0.0	746
387.0	PNO1	0.0	747
387.0	BYSL	0.0	748
127.0	CCT7	0.0	749
388.0	RIPK3	0.0	750
388.0	FADD	0.0	751
389.0	PIK3R2	0.0	752
128.0	UIMC1	0.0	753
390.0	PSMD10	0.0	754
7.0	CCNK	0.0	755
2.0	SKAP2	0.0	756
391.0	USP9X	0.0	757
392.0	MAP3K2	0.0	758
392.0	PKN2	0.0	759
125.0	PRKCZ	0.0	760
56.0	TOPBP1	6.97223861319e+12	761
129.0	SFN	0.0	762
393.0	SFPQ	0.0	763
394.0	SEL1L	0.0	764
394.0	OS9	0.0	765
395.0	MYBBP1A	0.0	766
395.0	AR	0.0	767
396.0	PLD1	0.0	768
396.0	RALA	0.0	769
382.0	KAT2B	9.29631815092e+12	770
397.0	DNAJA1	0.0	771
397.0	PARK2	0.0	772
215.0	VPS26A	0.0	773
240.0	VPS35	0.0	774
398.0	ABCC9	0.0	775
398.0	KCNJ8	0.0	776
399.0	ARID1A	0.0	777
97.0	KDR	2.32407953773e+12	778
400.0	CUL4A	0.0	779
400.0	FBXW5	0.0	780
18.0	MEF2D	0.0	781
401.0	EZH1	0.0	782
401.0	SUZ12	0.0	783
9.0	SPSB2	0.0	784
10.0	ITSN1	0.0	785
51.0	RASSF5	0.0	786
402.0	BMP6	2.3293366419e+12	787
402.0	BMPR1B	2.3293366419e+12	788
	PGR		789
403.0	PINK1	0.0	790
403.0	TOMM20	0.0	791
126.0	PPP4C	0.0	792
126.0	PPP4R3A	0.0	793
221.0	PFDN5	0.0	794
	ARPC3		795
404.0	KIF5A	0.0	796
404.0	KLC1	0.0	797
	SNCA		798
405.0	ILF3	0.0	799
405.0	PRKDC	0.0	800
52.0	HTRA2	0.0	801
406.0	SLC7A11	0.0	802
406.0	SLC3A2	0.0	803
110.0	RAG1	2.32407953773e+12	804
110.0	KPNA2	2.32407953773e+12	805
53.0	INO80E	0.0	806
407.0	TRIM6	0.0	807
	BTK		808
408.0	BRINP1	0.0	809
408.0	SIRT1	0.0	810
40.0	SNRPD2	0.0	811
130.0	AXIN2	0.0	812
409.0	SREK1	0.0	813
409.0	SRSF2	0.0	814
410.0	AIMP2	0.0	815
	GOSR1		816
146.0	HNRNPD	0.0	817
153.0	HSPA8	0.0	818
411.0	MED31	0.0	819
411.0	MED18	0.0	820
412.0	SNX33	0.0	821
412.0	SNX9	0.0	822
413.0	TCEANC	0.0	823
413.0	ZKSCAN7	0.0	824
94.0	CHAF1A	0.0	825
414.0	USP22	0.0	826
	PSMC2		827
	ING3		828
44.0	ALYREF	0.0	829
415.0	STX3	0.0	830
415.0	VAMP3	0.0	831
416.0	RPS17	0.0	832
416.0	RPS25	0.0	833
	MARK3		834
417.0	SMAD4	2.32407953773e+12	835
417.0	PIAS4	2.32407953773e+12	836
418.0	HMGA1	0.0	837
418.0	NFKB1	0.0	838
131.0	PRKCG	0.0	839
12.0	GNG3	0.0	840
419.0	STAG1	0.0	841
419.0	SMC1A	0.0	842
	RPS5		843
123.0	NOG	0.0	844
123.0	BMP4	0.0	845
420.0	WASL	0.0	846
420.0	PFN1	0.0	847
421.0	RLN3	0.0	848
	ALK		849
422.0	F10	2.32407953773e+12	850
423.0	CS	0.0	851
423.0	MDH2	0.0	852
20.0	CXCL11	2.32407953773e+12	853
	MYB		854
108.0	IKBKB	0.0	855
108.0	IKBKE	0.0	856
424.0	TGFB1I1	0.0	857
424.0	CRKL	0.0	858
425.0	MEF2A	0.0	859
425.0	TEAD1	0.0	860
32.0	CDC42BPA	0.0	861
422.0	PROS1	2.32407953773e+12	862
353.0	XRCC5	0.0	863
15.0	SATB1	0.0	864
132.0	TAF3	0.0	865
	BMI1		866
2.0	MAPT	0.0	867
2.0	FYN	0.0	868
	PSMB10		869
22.0	BCL6	0.0	870
426.0	PAAF1	0.0	871
427.0	PICK1	0.0	872
427.0	EPHB2	0.0	873
428.0	SHANK2	0.0	874
428.0	SSTR2	0.0	875
429.0	GPAA1	0.0	876
429.0	PIGT	0.0	877
133.0	LBR	0.0	878
39.0	IRS2	2.33985085024e+12	879
52.0	LATS1	0.0	880
