Uniprot GeneSymbol  DOID    Disease Zscore  Confidence  URL
ENSP00000156499	KLK14	DOID:10283	Prostate cancer	2.532	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000156499&type2=-26&id2=DOID:10283
ENSP00000157600	LMCD1	DOID:10283	Prostate cancer	1.284	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000157600&type2=-26&id2=DOID:10283
ENSP00000159111	KDM4B	DOID:10283	Prostate cancer	1.641	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000159111&type2=-26&id2=DOID:10283
ENSP00000161559	CEACAM1	DOID:10283	Prostate cancer	1.593	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000161559&type2=-26&id2=DOID:10283
ENSP00000167586	KRT14	DOID:10283	Prostate cancer	1.657	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:10283
ENSP00000171887	TNS1	DOID:10283	Prostate cancer	3.218	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000171887&type2=-26&id2=DOID:10283
ENSP00000172229	NGFR	DOID:10283	Prostate cancer	2.646	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000172229&type2=-26&id2=DOID:10283
ENSP00000176763	STK10	DOID:10283	Prostate cancer	1.434	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000176763&type2=-26&id2=DOID:10283
ENSP00000178640	MAP2K5	DOID:10283	Prostate cancer	2.233	1.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000178640&type2=-26&id2=DOID:10283
ENSP00000184956	HEATR6	DOID:10283	Prostate cancer	1.265	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000184956&type2=-26&id2=DOID:10283
ENSP00000187397	ARPP21	DOID:10283	Prostate cancer	1.262	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000187397&type2=-26&id2=DOID:10283
ENSP00000196551	RPS5	DOID:10283	Prostate cancer	1.841	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000196551&type2=-26&id2=DOID:10283
ENSP00000198765	CPNE3	DOID:10283	Prostate cancer	1.239	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000198765&type2=-26&id2=DOID:10283
ENSP00000199936	HSD17B2	DOID:10283	Prostate cancer	2.866	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000199936&type2=-26&id2=DOID:10283
ENSP00000200181	ITGB4	DOID:10283	Prostate cancer	1.758	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000200181&type2=-26&id2=DOID:10283
ENSP00000206249	ESR1	DOID:10283	Prostate cancer	4.093	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:10283
ENSP00000207157	TBX15	DOID:10283	Prostate cancer	1.598	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000207157&type2=-26&id2=DOID:10283
ENSP00000209728	CDC6	DOID:10283	Prostate cancer	2.459	1.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000209728&type2=-26&id2=DOID:10283
ENSP00000211998	VCL	DOID:10283	Prostate cancer	1.851	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000211998&type2=-26&id2=DOID:10283
ENSP00000212015	SIRT1	DOID:10283	Prostate cancer	2.704	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000212015&type2=-26&id2=DOID:10283
ENSP00000212355	TGFBR3	DOID:10283	Prostate cancer	1.574	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000212355&type2=-26&id2=DOID:10283
ENSP00000215743	MMP11	DOID:10283	Prostate cancer	1.088	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215743&type2=-26&id2=DOID:10283
ENSP00000215754	MIF	DOID:10283	Prostate cancer	1.948	1.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215754&type2=-26&id2=DOID:10283
ENSP00000215781	OSM	DOID:10283	Prostate cancer	1.246	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215781&type2=-26&id2=DOID:10283
ENSP00000215832	MAPK1	DOID:10283	Prostate cancer	2.184	1.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215832&type2=-26&id2=DOID:10283
ENSP00000215912	PIK3IP1	DOID:10283	Prostate cancer	1.057	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215912&type2=-26&id2=DOID:10283
ENSP00000216117	HMOX1	DOID:10283	Prostate cancer	1.826	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216117&type2=-26&id2=DOID:10283
ENSP00000216122	MCM5	DOID:10283	Prostate cancer	1.107	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216122&type2=-26&id2=DOID:10283
ENSP00000216129	TTLL12	DOID:10283	Prostate cancer	2.455	1.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216129&type2=-26&id2=DOID:10283
ENSP00000216211	UPK3A	DOID:10283	Prostate cancer	1.088	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216211&type2=-26&id2=DOID:10283
ENSP00000216338	GZMH	DOID:10283	Prostate cancer	1.306	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216338&type2=-26&id2=DOID:10283
ENSP00000216341	GZMB	DOID:10283	Prostate cancer	1.465	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216341&type2=-26&id2=DOID:10283
ENSP00000216489	ALKBH1	DOID:10283	Prostate cancer	1.348	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216489&type2=-26&id2=DOID:10283
ENSP00000216492	CHGA	DOID:10283	Prostate cancer	4.860	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216492&type2=-26&id2=DOID:10283
ENSP00000216500	DHRS7	DOID:10283	Prostate cancer	2.110	1.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216500&type2=-26&id2=DOID:10283
ENSP00000216540	SLC10A1	DOID:10283	Prostate cancer	3.340	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216540&type2=-26&id2=DOID:10283
ENSP00000216714	APEX1	DOID:10283	Prostate cancer	1.735	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216714&type2=-26&id2=DOID:10283
ENSP00000216797	NFKBIA	DOID:10283	Prostate cancer	3.074	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216797&type2=-26&id2=DOID:10283
ENSP00000216862	CYP24A1	DOID:10283	Prostate cancer	3.087	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216862&type2=-26&id2=DOID:10283
ENSP00000216911	AURKA	DOID:10283	Prostate cancer	2.664	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216911&type2=-26&id2=DOID:10283
ENSP00000217026	MYBL2	DOID:10283	Prostate cancer	1.405	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217026&type2=-26&id2=DOID:10283
ENSP00000217086	SALL4	DOID:10283	Prostate cancer	2.557	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217086&type2=-26&id2=DOID:10283
ENSP00000217169	BIRC7	DOID:10283	Prostate cancer	1.646	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217169&type2=-26&id2=DOID:10283
ENSP00000217182	EEF1A2	DOID:10283	Prostate cancer	1.484	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217182&type2=-26&id2=DOID:10283
ENSP00000217185	PTK6	DOID:10283	Prostate cancer	1.661	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217185&type2=-26&id2=DOID:10283
ENSP00000217893	TAF9	DOID:10283	Prostate cancer	1.300	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217893&type2=-26&id2=DOID:10283
ENSP00000217961	STS	DOID:10283	Prostate cancer	1.111	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217961&type2=-26&id2=DOID:10283
ENSP00000218068	PAGE4	DOID:10283	Prostate cancer	3.408	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000218068&type2=-26&id2=DOID:10283
ENSP00000218388	TIMP1	DOID:10283	Prostate cancer	2.611	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000218388&type2=-26&id2=DOID:10283
ENSP00000218439	MAGED2	DOID:10283	Prostate cancer	1.116	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000218439&type2=-26&id2=DOID:10283
ENSP00000218758	ACP5	DOID:10283	Prostate cancer	2.520	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000218758&type2=-26&id2=DOID:10283
ENSP00000219022	OLFM4	DOID:10283	Prostate cancer	1.036	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000219022&type2=-26&id2=DOID:10283
ENSP00000219070	MMP2	DOID:10283	Prostate cancer	4.264	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000219070&type2=-26&id2=DOID:10283
ENSP00000219400	CMC2	DOID:10283	Prostate cancer	1.258	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000219400&type2=-26&id2=DOID:10283
ENSP00000219454	WFDC1	DOID:10283	Prostate cancer	2.338	1.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000219454&type2=-26&id2=DOID:10283
ENSP00000219548	STUB1	DOID:10283	Prostate cancer	1.701	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000219548&type2=-26&id2=DOID:10283
ENSP00000220062	RASL12	DOID:10283	Prostate cancer	1.313	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000220062&type2=-26&id2=DOID:10283
ENSP00000220478	SCG3	DOID:10283	Prostate cancer	1.161	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000220478&type2=-26&id2=DOID:10283
ENSP00000220592	EIF2C2	DOID:10283	Prostate cancer	2.072	1.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000220592&type2=-26&id2=DOID:10283
ENSP00000220597	PAG1	DOID:10283	Prostate cancer	1.169	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000220597&type2=-26&id2=DOID:10283
ENSP00000220764	DECR1	DOID:10283	Prostate cancer	1.714	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000220764&type2=-26&id2=DOID:10283
ENSP00000220772	SFRP1	DOID:10283	Prostate cancer	1.664	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000220772&type2=-26&id2=DOID:10283
ENSP00000220809	PLAT	DOID:10283	Prostate cancer	1.201	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000220809&type2=-26&id2=DOID:10283
ENSP00000221132	TNFRSF10A	DOID:10283	Prostate cancer	2.577	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221132&type2=-26&id2=DOID:10283
ENSP00000221138	PPP2CB	DOID:10283	Prostate cancer	1.732	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221138&type2=-26&id2=DOID:10283
ENSP00000221452	RELB	DOID:10283	Prostate cancer	2.503	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221452&type2=-26&id2=DOID:10283
ENSP00000221498	DKKL1	DOID:10283	Prostate cancer	1.684	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221498&type2=-26&id2=DOID:10283
ENSP00000221566	SGTA	DOID:10283	Prostate cancer	1.621	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221566&type2=-26&id2=DOID:10283
ENSP00000221730	EPHX3	DOID:10283	Prostate cancer	1.957	1.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221730&type2=-26&id2=DOID:10283
ENSP00000221930	TGFB1	DOID:10283	Prostate cancer	4.555	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221930&type2=-26&id2=DOID:10283
ENSP00000221992	CEACAM5	DOID:10283	Prostate cancer	2.713	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000221992&type2=-26&id2=DOID:10283
ENSP00000222002	SULT2A1	DOID:10283	Prostate cancer	2.149	1.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222002&type2=-26&id2=DOID:10283
ENSP00000222248	SLC5A5	DOID:10283	Prostate cancer	2.763	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222248&type2=-26&id2=DOID:10283
ENSP00000222330	GSK3A	DOID:10283	Prostate cancer	1.395	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222330&type2=-26&id2=DOID:10283
ENSP00000222374	CADM4	DOID:10283	Prostate cancer	1.075	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222374&type2=-26&id2=DOID:10283
ENSP00000222382	CYP3A43	DOID:10283	Prostate cancer	3.564	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222382&type2=-26&id2=DOID:10283
ENSP00000222390	HGF	DOID:10283	Prostate cancer	3.194	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222390&type2=-26&id2=DOID:10283
ENSP00000222482	CPA4	DOID:10283	Prostate cancer	1.850	0.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222482&type2=-26&id2=DOID:10283
ENSP00000222574	HBP1	DOID:10283	Prostate cancer	1.115	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222574&type2=-26&id2=DOID:10283
ENSP00000222693	CAV2	DOID:10283	Prostate cancer	1.164	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222693&type2=-26&id2=DOID:10283
ENSP00000222982	CYP3A5	DOID:10283	Prostate cancer	2.740	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000222982&type2=-26&id2=DOID:10283
ENSP00000223054	MOSPD3	DOID:10283	Prostate cancer	1.020	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000223054&type2=-26&id2=DOID:10283
ENSP00000223095	SERPINE1	DOID:10283	Prostate cancer	2.375	1.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000223095&type2=-26&id2=DOID:10283
ENSP00000223862	RLN1	DOID:10283	Prostate cancer	1.065	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000223862&type2=-26&id2=DOID:10283
ENSP00000224337	BLNK	DOID:10283	Prostate cancer	1.964	1.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000224337&type2=-26&id2=DOID:10283
ENSP00000224950	OBFC1	DOID:10283	Prostate cancer	1.106	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000224950&type2=-26&id2=DOID:10283
ENSP00000225296	DHX33	DOID:10283	Prostate cancer	1.032	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225296&type2=-26&id2=DOID:10283
ENSP00000225430	RPL19	DOID:10283	Prostate cancer	1.543	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225430&type2=-26&id2=DOID:10283
ENSP00000225474	CSF3	DOID:10283	Prostate cancer	1.507	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225474&type2=-26&id2=DOID:10283
ENSP00000225577	RPS6KB1	DOID:10283	Prostate cancer	2.947	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225577&type2=-26&id2=DOID:10283
ENSP00000225688	RASD1	DOID:10283	Prostate cancer	1.285	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225688&type2=-26&id2=DOID:10283
ENSP00000225719	CPD	DOID:10283	Prostate cancer	1.495	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225719&type2=-26&id2=DOID:10283
ENSP00000225792	DDX5	DOID:10283	Prostate cancer	1.678	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225792&type2=-26&id2=DOID:10283
ENSP00000225831	CCL2	DOID:10283	Prostate cancer	2.593	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225831&type2=-26&id2=DOID:10283
ENSP00000225893	HNF1B	DOID:10283	Prostate cancer	1.312	0.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000225893&type2=-26&id2=DOID:10283
ENSP00000226218	VTN	DOID:10283	Prostate cancer	2.239	1.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000226218&type2=-26&id2=DOID:10283
ENSP00000226284	IBSP	DOID:10283	Prostate cancer	2.813	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000226284&type2=-26&id2=DOID:10283
ENSP00000226299	LAP3	DOID:10283	Prostate cancer	2.676	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000226299&type2=-26&id2=DOID:10283
ENSP00000226413	GNRHR	DOID:10283	Prostate cancer	2.998	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000226413&type2=-26&id2=DOID:10283
ENSP00000226574	NFKB1	DOID:10283	Prostate cancer	2.178	1.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000226574&type2=-26&id2=DOID:10283
ENSP00000226730	IL2	DOID:10283	Prostate cancer	2.609	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000226730&type2=-26&id2=DOID:10283
ENSP00000227155	CD82	DOID:10283	Prostate cancer	3.646	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000227155&type2=-26&id2=DOID:10283
ENSP00000227507	CCND1	DOID:10283	Prostate cancer	4.576	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000227507&type2=-26&id2=DOID:10283
ENSP00000227758	BIRC2	DOID:10283	Prostate cancer	2.717	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000227758&type2=-26&id2=DOID:10283
ENSP00000228307	PXN	DOID:10283	Prostate cancer	2.786	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000228307&type2=-26&id2=DOID:10283
ENSP00000228606	CYP27B1	DOID:10283	Prostate cancer	2.450	1.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000228606&type2=-26&id2=DOID:10283
ENSP00000228682	GLI1	DOID:10283	Prostate cancer	2.783	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000228682&type2=-26&id2=DOID:10283
ENSP00000228837	FGF6	DOID:10283	Prostate cancer	1.246	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000228837&type2=-26&id2=DOID:10283
ENSP00000228872	CDKN1B	DOID:10283	Prostate cancer	3.721	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000228872&type2=-26&id2=DOID:10283
ENSP00000228918	LTBR	DOID:10283	Prostate cancer	1.247	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000228918&type2=-26&id2=DOID:10283
ENSP00000229135	IFNG	DOID:10283	Prostate cancer	2.242	1.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000229135&type2=-26&id2=DOID:10283
ENSP00000229239	GAPDH	DOID:10283	Prostate cancer	2.650	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000229239&type2=-26&id2=DOID:10283
ENSP00000229268	USP5	DOID:10283	Prostate cancer	1.174	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000229268&type2=-26&id2=DOID:10283
ENSP00000229277	ENO2	DOID:10283	Prostate cancer	3.293	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000229277&type2=-26&id2=DOID:10283
ENSP00000229307	NANOG	DOID:10283	Prostate cancer	2.796	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000229307&type2=-26&id2=DOID:10283
ENSP00000229794	MAPK14	DOID:10283	Prostate cancer	1.276	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000229794&type2=-26&id2=DOID:10283
ENSP00000230053	B3GAT2	DOID:10283	Prostate cancer	1.602	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000230053&type2=-26&id2=DOID:10283
ENSP00000230354	TBP	DOID:10283	Prostate cancer	1.108	0.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000230354&type2=-26&id2=DOID:10283
ENSP00000230461	TMEM30A	DOID:10283	Prostate cancer	1.031	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000230461&type2=-26&id2=DOID:10283
ENSP00000230990	HBEGF	DOID:10283	Prostate cancer	2.674	1.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000230990&type2=-26&id2=DOID:10283
ENSP00000231004	LOX	DOID:10283	Prostate cancer	2.791	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000231004&type2=-26&id2=DOID:10283
ENSP00000231061	SPARC	DOID:10283	Prostate cancer	2.061	1.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000231061&type2=-26&id2=DOID:10283
ENSP00000231357	IRX4	DOID:10283	Prostate cancer	1.548	0.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000231357&type2=-26&id2=DOID:10283
ENSP00000231449	IL4	DOID:10283	Prostate cancer	1.994	1.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000231449&type2=-26&id2=DOID:10283
ENSP00000231487	SKP1	DOID:10283	Prostate cancer	1.061	0.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000231487&type2=-26&id2=DOID:10283
ENSP00000231509	NR3C1	DOID:10283	Prostate cancer	2.882	1.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000231509&type2=-26&id2=DOID:10283
