__mclCluster	name	PRWP	score
147.0	BUB1B	242150215.723	0.125991584229
173.0	UBE4B	0.0	-1
72.0	DCTN4	0.0	-1
174.0	SAP18	0.0	-1
175.0	RAD51	414818960.532	0.215831721849
38.0	CIITA	0.0	-1
176.0	JDP2	0.0	-1
176.0	ATF2	0.0	-1
39.0	EPOR	232199755.161	-1
36.0	CD79B	273566694.988	-1
5.0	RECQL5	0.0	-1
177.0	ATXN7	0.0	-1
10.0	RAPGEF1	0.0	-1
73.0	UPF1	0.0	-1
37.0	GTF3C5	0.0	-1
178.0	SREBF1	0.0	-1
179.0	CAPN1	0.0	-1
179.0	KNG1	0.0	-1
180.0	LRP6	0.0	-1
180.0	FZD8	0.0	-1
17.0	RANBP1	0.0	-1
181.0	STK26	0.0	-1
181.0	PDCD10	0.0	-1
18.0	NFYB	0.0	-1
19.0	SLMAP	0.0	-1
6.0	TP73	241628516.529	-1
182.0	TPRKB	0.0	-1
182.0	OSGEP	0.0	-1
183.0	MCM2	697140052.62	0.122724350242
184.0	PPP2R5D	0.0	-1
184.0	SGO1	0.0	-1
185.0	RXFP2	0.0	-1
74.0	ITGA2	230634657.581	-1
19.0	STRN4	0.0	-1
40.0	SNRPD1	0.0	-1
24.0	PPM1D	0.0	-1
14.0	NUMBL	0.0	-1
186.0	SMC5	0.0	-1
186.0	SMC6	0.0	-1
75.0	LEO1	0.0	-1
25.0	KARS	0.0	-1
18.0	GATA2	0.0	-1
187.0	IL12RB1	0.0	-1
187.0	IL12B	0.0	-1
18.0	SP1	0.0	-1
76.0	KMT5A	230634657.581	-1
23.0	AGO2	0.0	-1
26.0	GGA2	231156356.774	-1
188.0	SELE	0.0	-1
188.0	SELPLG	0.0	-1
189.0	COPS7B	230634657.581	-1
189.0	COPS5	230634657.581	0.12
190.0	SOD1	0.0	-1
190.0	RNF19A	0.0	-1
191.0	EEF1G	0.0	-1
77.0	PLSCR1	0.0	-1
41.0	IRAK1	262242734.836	-1
192.0	HIP1	0.0	-1
27.0	TIMP1	709679921.207	-1
193.0	SOS1	0.0	-1
193.0	HCK	0.0	-1
42.0	ZPR1	0.0	-1
34.0	ADCY5	230634657.581	-1
12.0	GNAI2	0.0	-1
194.0	RMI1	0.0	-1
194.0	RMI2	0.0	-1
28.0	SF3A3	0.0	-1
195.0	KCNJ6	0.0	-1
195.0	KCNJ3	0.0	-1
196.0	CPSF6	0.0	-1
197.0	SIX4	0.0	-1
197.0	EYA3	0.0	-1
16.0	ANAPC10	230634657.581	-1
43.0	RPL24	0.0	-1
37.0	GTF3C4	0.0	-1
37.0	GTF3C2	0.0	-1
198.0	BUB1	0.0	-1
198.0	KNL1	0.0	-1
199.0	PPP2R1B	0.0	-1
199.0	PPP2R5A	0.0	-1
-1	PHC2	-1	-1
200.0	EXOSC5	0.0	-1
200.0	EXOSC4	0.0	-1
201.0	DOT1L	0.0	-1
201.0	MLLT1	0.0	-1
202.0	RASSF4	0.0	-1
78.0	AP2A2	0.0	-1
-1	TOP3A	-1	-1
79.0	RGS16	0.0	-1
27.0	CD44	709679921.207	0.12
203.0	NID1	0.0	-1
203.0	HSPG2	0.0	-1
44.0	THOC3	0.0	-1
161.0	C4B	0.0	-1
204.0	C4A	0.0	-1
204.0	CR1	0.0	-1
205.0	PIK3R1	0.0	-1
205.0	TRAT1	0.0	-1
8.0	UBE2M	0.0	-1
80.0	GALNT1	230634657.581	-1
206.0	NF2	0.0	-1
206.0	AMOT	0.0	-1
45.0	PPP6R2	0.0	-1
207.0	CAPG	0.0	-1
81.0	PPP3CA	0.0	-1
-1	DAXX	-1	-1
1.0	DCAF8	230634657.581	-1
46.0	PPARGC1A	240566030.2	-1
208.0	MAP1B	0.0	-1
208.0	MAP1A	0.0	-1
209.0	BDKRB2	0.0	-1
209.0	NOS3	0.0	-1
82.0	JAM2	0.0	-1
83.0	EME1	0.0	-1
20.0	CXCL9	230634657.581	-1
6.0	GTF2I	241628516.529	-1
210.0	TRIM33	230634657.581	-1
210.0	SMAD2	230634657.581	0.12
169.0	TONSL	0.0	-1
211.0	MADCAM1	0.0	-1
-1	TERF2	-1	-1
84.0	RBSN	0.0	-1
212.0	SPG20	0.0	-1
212.0	ITCH	0.0	-1
192.0	CLTB	0.0	-1
213.0	STAG2	0.0	-1
214.0	GRAP2	0.0	-1
214.0	GAB3	0.0	-1
38.0	SAP30	0.0	-1
215.0	VPS29	0.0	-1
216.0	EIF4B	0.0	-1
217.0	PKNOX1	0.0	-1
217.0	HOXB6	0.0	-1
85.0	SH2D2A	0.0	-1
218.0	PSMG2	0.0	-1
218.0	PSMG1	0.0	-1
219.0	MYRIP	0.0	-1
219.0	MYO7A	0.0	-1
86.0	ARRB2	0.0	-1
5.0	GTF2F2	0.0	-1
2.0	PTK2	0.0	-1
220.0	CARM1	0.0	-1
221.0	PFDN1	0.0	-1
47.0	ARID4A	0.0	-1
48.0	TCEA1	0.0	-1
87.0	CUBN	0.0	-1
77.0	FCGR2A	0.0	-1
49.0	BRIP1	0.0	-1
222.0	ORAI1	0.0	-1
222.0	STIM1	0.0	-1
223.0	MARK2	0.0	-1
223.0	YWHAH	0.0	-1
224.0	WRN	0.0	-1
225.0	BBS1	0.0	-1
226.0	RPS6KB1	0.0	-1
226.0	RPTOR	0.0	-1
227.0	HEXIM2	0.0	-1
228.0	PRKAB2	0.0	-1
228.0	PRKAA2	0.0	-1
2.0	ITK	0.0	-1
229.0	TTI1	0.0	-1
88.0	ST8SIA4	0.0	-1
42.0	LGALS3	0.0	-1
80.0	GALNT2	230634657.581	-1
80.0	MUC1	230634657.581	0.12
230.0	SHFM1	0.0	-1
231.0	XCL1	0.0	-1
231.0	XCR1	0.0	-1
6.0	RELA	241628516.529	-1
232.0	PER1	0.0	-1
50.0	CD300LF	0.0	-1
233.0	RAD23B	0.0	-1
233.0	CETN2	0.0	-1
234.0	CHD1L	0.0	-1
-1	MYOD1	-1	-1
51.0	RASSF2	0.0	-1
89.0	GATAD2B	0.0	-1
235.0	CBS	0.0	-1
235.0	HTT	0.0	-1
236.0	KCNJ12	0.0	-1
237.0	DLG2	0.0	-1
237.0	CRIPT	0.0	-1
-1	CBX8	-1	-1
238.0	MMS19	0.0	-1
238.0	CIAO1	0.0	-1
90.0	PFDN6	0.0	-1
239.0	BAG3	0.0	-1
240.0	SNX2	0.0	-1
62.0	PTPN13	0.0	-1
62.0	TRIP6	0.0	-1
241.0	EFTUD2	0.0	-1
88.0	L1CAM	0.0	-1
88.0	NCAM1	0.0	-1
19.0	MOB4	0.0	-1
52.0	MOB1A	0.0	-1
242.0	VCAN	230634657.581	0.12
242.0	PLA2G2A	230634657.581	-1
243.0	ELN	0.0	-1
243.0	MFAP2	0.0	-1
91.0	RFC2	0.0	-1
24.0	UBB	0.0	-1
92.0	PAXIP1	0.0	-1
244.0	TSG101	0.0	-1
244.0	MGRN1	0.0	-1
245.0	AUP1	0.0	-1
245.0	UBE2G2	0.0	-1
246.0	CYB5A	230634657.581	0.12
246.0	CYB5R3	230634657.581	-1
-1	MAPK8	-1	-1
13.0	RCHY1	0.0	-1
93.0	SREBF2	230634657.581	-1
247.0	MAP3K5	232199755.161	0.120814325616
247.0	MAP2K4	232199755.161	-1
53.0	NFRKB	0.0	-1
10.0	UBASH3B	0.0	-1
248.0	FGB	0.0	-1
11.0	RPS7	0.0	-1
7.0	CDC6	0.0	-1
249.0	HNF1A	0.0	-1
54.0	MDM4	0.0	-1
250.0	F12	1093238304.72	0.56881562356
250.0	CD93	1093238304.72	-1
11.0	RPL23	0.0	-1
87.0	ALB	0.0	-1
87.0	LRP2	0.0	-1
251.0	RAB9A	0.0	-1
251.0	BCL3	0.0	-1
64.0	KLHL12	0.0	-1
94.0	EED	0.0	-1
252.0	INPP5D	0.0	-1
252.0	DOK3	0.0	-1
253.0	PIGR	0.0	-1
253.0	CD79A	0.0	-1
10.0	SPRY1	0.0	-1
5.0	GTF2B	0.0	-1
29.0	RPL12	0.0	-1
254.0	FLT3	0.0	-1
254.0	FLT3LG	0.0	-1
95.0	POLE3	0.0	-1
-1	HNRNPK	-1	-1
-1	UBE2D4	-1	-1
255.0	PIAS1	0.0	-1
12.0	GNGT2	0.0	-1
256.0	GEMIN2	0.0	-1
28.0	SNRPA1	0.0	-1
-1	PPARG	-1	-1
257.0	GCLM	0.0	-1
257.0	GCLC	0.0	-1
55.0	POLR1D	0.0	-1
258.0	NOP56	0.0	-1
258.0	NOP58	0.0	-1
259.0	GLMN	0.0	-1
259.0	FKBP4	0.0	-1
260.0	GHSR	0.0	-1
260.0	GHRL	0.0	-1
261.0	PPIB	0.0	-1
261.0	HSPA5	0.0	-1
262.0	SNTB1	0.0	-1
262.0	DTNA	0.0	-1
263.0	HERPUD1	0.0	-1
5.0	POLR2I	0.0	-1
96.0	KMT2A	0.0	-1
97.0	FLT4	230634657.581	-1
264.0	ZAP70	0.0	-1
-1	SERPINA3	-1	0.12
-1	CELA1	-1	-1
4.0	UBXN1	0.0	-1
265.0	RAPSN	0.0	-1
265.0	MUSK	0.0	-1
266.0	CKS2	230634657.581	-1
266.0	CCNB1	230634657.581	0.12
177.0	KAT2A	0.0	-1
26.0	CLTA	231156356.774	-1
267.0	CNTN1	0.0	-1
267.0	TNR	0.0	-1
268.0	HYPK	0.0	-1
268.0	NAA15	0.0	-1
98.0	ECI2	0.0	-1
269.0	ELP3	0.0	-1
269.0	ELP2	0.0	-1
270.0	SLC2A1	0.0	-1
271.0	RYR1	0.0	-1
271.0	CACNA1S	0.0	-1
99.0	F5	368488059.638	0.191725595886
272.0	AKT2	0.0	-1
273.0	MTA2	0.0	-1
273.0	MBD2	0.0	-1
100.0	SMURF2	0.0	-1
274.0	STX12	0.0	-1
274.0	EPB42	0.0	-1
91.0	CHTF18	0.0	-1
91.0	RFC3	0.0	-1
101.0	STX1A	0.0	-1
73.0	PABPC1	0.0	-1
73.0	PAN2	0.0	-1
102.0	HLA-G	0.0	-1
103.0	RHAG	0.0	-1
11.0	CSNK1D	0.0	-1
7.0	NPAT	0.0	-1
275.0	NME1	0.0	-1
275.0	NME2	0.0	-1
12.0	GNG11	0.0	-1
1.0	DCAF6	230634657.581	-1
276.0	C3	0.0	-1
30.0	ZNRF1	0.0	-1
21.0	MED24	0.0	-1
277.0	ATP6V1B1	0.0	-1
277.0	ATP6V0A1	0.0	-1
53.0	TFPT	0.0	-1
104.0	MS4A2	0.0	-1
278.0	ASF1B	0.0	-1
278.0	IPO4	0.0	-1
279.0	MYH9	0.0	-1
279.0	S100A4	0.0	-1
-1	GPS1	-1	-1
280.0	TBL1XR1	0.0	-1
89.0	GATAD2A	0.0	-1
281.0	PLA2R1	0.0	-1
281.0	PLA2G10	0.0	-1
-1	RPS23	-1	-1
282.0	GRIK4	0.0	-1
282.0	GRIK2	0.0	-1
283.0	SUMO3	0.0	-1
283.0	UBA2	0.0	-1
284.0	ZNF350	0.0	-1
284.0	TRIM28	0.0	-1
285.0	MED9	0.0	-1
285.0	MED28	0.0	-1
286.0	FANCC	0.0	-1
286.0	ZBTB32	0.0	-1
5.0	CTCF	0.0	-1
287.0	USP1	0.0	-1
287.0	WDR48	0.0	-1
1.0	DCAF5	230634657.581	-1
288.0	CSTB	0.0	-1
14.0	RCN2	0.0	-1
105.0	POLR3G	0.0	-1
2.0	TUBA3C	0.0	-1
95.0	POLE	0.0	-1
95.0	POLE2	0.0	-1
289.0	GJC1	0.0	-1
290.0	MET	0.0	-1
291.0	POMP	0.0	-1
291.0	PSMB9	0.0	-1
-1	COPZ1	-1	-1
292.0	PLG	0.0	-1
292.0	PLAU	0.0	-1
106.0	MED29	0.0	-1
13.0	RNF111	0.0	-1
22.0	ING2	0.0	-1
293.0	ETV1	259423552.936	0.134978960573
-1	SPOP	-1	-1
8.0	CDC25A	0.0	-1
294.0	ACKR2	411833039.121	-1
294.0	CCL2	411833039.121	0.214278136742
178.0	MED15	0.0	-1
295.0	ACPP	230634657.581	0.12
295.0	ERBB2	230634657.581	-1
107.0	NCF2	0.0	-1
-1	WDR5	-1	-1
296.0	TRADD	0.0	-1
56.0	MRE11A	691903972.743	-1
108.0	MYL12A	0.0	-1
297.0	GTF2A2	0.0	-1
297.0	GTF2A1L	0.0	-1
65.0	MALT1	230634657.581	-1
65.0	IKBKG	230634657.581	-1
298.0	UBA3	0.0	-1
74.0	ITGA1	230634657.581	-1
74.0	COL8A1	230634657.581	0.12
3.0	IKZF1	0.0	-1
109.0	ATR	0.0	-1
299.0	PRIM1	0.0	-1
300.0	EDA	0.0	-1
300.0	EDA2R	0.0	-1
301.0	THBS1	384391095.968	0.2
301.0	DCN	384391095.968	-1
-1	RNF168	-1	-1
302.0	FOXK1	0.0	-1
302.0	BAP1	0.0	-1
303.0	STX7	0.0	-1
303.0	VAMP7	0.0	-1
304.0	RPAP3	0.0	-1
304.0	PIH1D1	0.0	-1
305.0	WAS	0.0	-1
305.0	FNBP1	0.0	-1
110.0	CSE1L	230634657.581	-1
15.0	TOPORS	0.0	-1
9.0	SOCS2	0.0	-1
-1	XRCC6	-1	-1
20.0	CCL11	230634657.581	-1
111.0	ERBIN	0.0	-1
306.0	CASP9	0.0	-1
-1	POLR2B	-1	-1
112.0	IL7R	0.0	-1
13.0	CHFR	0.0	-1
2.0	GRIN2B	0.0	-1
113.0	RPA2	230634657.581	-1
114.0	GABARAPL2	0.0	-1
307.0	MSN	0.0	-1
46.0	THRA	240566030.2	-1
308.0	SGK1	0.0	-1
308.0	SLC9A3R2	0.0	-1
115.0	MPRIP	0.0	-1
39.0	VIL1	232199755.161	-1
309.0	TNFRSF1B	0.0	-1
150.0	ARF6	0.0	-1
310.0	UBE2W	0.0	-1
3.0	PEX14	0.0	-1
311.0	CASP6	230634657.581	-1
311.0	LMNB1	230634657.581	0.12
86.0	AP2M1	0.0	-1
116.0	TRAF3	0.0	-1
117.0	LAS1L	0.0	-1
312.0	DOC2B	0.0	-1
312.0	UNC13B	0.0	-1
313.0	ITGA5	237957534.232	0.123810117731
313.0	ITGB3	237957534.232	-1
314.0	MAPK10	0.0	-1
314.0	ARRB1	0.0	-1
315.0	CABP2	0.0	-1
57.0	EIF2B1	0.0	-1
256.0	GEMIN6	0.0	-1
58.0	IFNGR1	0.0	-1
86.0	AP1B1	0.0	-1
25.0	DARS	0.0	-1
3.0	HMG20B	0.0	-1
1.0	DCAF11	230634657.581	-1
31.0	KDM4A	0.0	-1
98.0	PEX5	0.0	-1
98.0	CRAT	0.0	-1
316.0	GRK1	0.0	-1
316.0	RHO	0.0	-1
317.0	EXOC4	0.0	-1
317.0	EXOC3	0.0	-1
318.0	PSEN2	0.0	-1
319.0	GCG	0.0	-1
319.0	GLP1R	0.0	-1
320.0	AKAP12	516571871.349	-1
320.0	ADRB2	516571871.349	0.268774108853
321.0	F9	0.0	-1
322.0	GDF9	0.0	-1
322.0	BMPR1A	0.0	-1
118.0	PLRG1	0.0	-1
323.0	TAL1	0.0	-1
324.0	APOC2	0.0	-1
324.0	LPL	0.0	-1
2.0	NPHS1	0.0	-1
102.0	CD8A	0.0	-1
102.0	CD8B	0.0	-1
325.0	C2	230634657.581	0.12
325.0	C5	230634657.581	-1
326.0	COPS4	0.0	-1
306.0	VIM	0.0	-1
327.0	UCN	0.0	-1
327.0	CRHR2	0.0	-1
16.0	CDC26	230634657.581	-1
59.0	ARHGAP21	0.0	-1
328.0	CCNE1	254690084.31	-1
329.0	RPLP2	0.0	-1
119.0	KLRC2	0.0	-1
321.0	F8	0.0	-1
330.0	TERF2IP	0.0	-1
116.0	TNFSF4	0.0	-1
116.0	TNFRSF4	0.0	-1
331.0	POLR1B	0.0	-1
331.0	POLR1E	0.0	-1
120.0	CTSD	0.0	-1
92.0	RBBP5	0.0	-1
92.0	NCOA6	0.0	-1
332.0	SNRPB	0.0	-1
332.0	SNRPE	0.0	-1
333.0	BIRC7	0.0	-1
333.0	DIABLO	0.0	-1
334.0	CD209	0.0	-1
334.0	ICAM3	0.0	-1
335.0	CD244	0.0	-1
335.0	CD48	0.0	-1
121.0	TGFBRAP1	0.0	-1
85.0	FCGR3A	0.0	-1
-1	POLR1A	-1	-1
-1	POLR2E	-1	-1
49.0	MSH2	0.0	-1
-1	UHRF1	-1	-1
96.0	CDX2	0.0	-1
66.0	DKC1	0.0	-1
66.0	NHP2	0.0	-1
336.0	CDK5R1	0.0	-1
336.0	CDK5RAP3	0.0	-1
4.0	NPLOC4	0.0	-1
337.0	CBLC	0.0	-1
122.0	GNG7	0.0	-1
338.0	MID2	0.0	-1
338.0	IGBP1	0.0	-1
-1	MYBL2	-1	-1
339.0	NFKB2	0.0	-1
11.0	GNL3	0.0	-1
-1	PSMD3	-1	-1
340.0	RNF20	0.0	-1
340.0	RNF40	0.0	-1
341.0	TRDN	0.0	-1
341.0	CASQ2	0.0	-1
342.0	XK	0.0	-1
342.0	KEL	0.0	-1
170.0	IRF3	0.0	-1
343.0	FBXW7	0.0	-1
4.0	UBXN4	0.0	-1
123.0	BMP8B	0.0	-1
54.0	PNN	0.0	-1
1.0	DCAF1	230634657.581	-1
344.0	PRKD1	0.0	-1
84.0	RAB5A	0.0	-1
84.0	RAB7A	0.0	-1
-1	CBX5	-1	-1
255.0	DNMT3A	0.0	-1
115.0	KRT18	0.0	-1
-1	TAF4	-1	-1
-1	ARPC5	-1	-1
345.0	ATG3	0.0	-1
345.0	MAP1LC3A	0.0	-1
346.0	AP1G1	0.0	-1
49.0	MLH1	0.0	-1
49.0	MSH6	0.0	-1
347.0	IL1B	0.0	-1
347.0	A2M	0.0	-1
348.0	PRPH2	0.0	-1
348.0	ROM1	0.0	-1
349.0	IGFBP3	465818645.244	0.122367031979
349.0	KLK3	465818645.244	0.12
-1	DDX58	-1	-1
25.0	AIMP1	0.0	-1
-1	COPA	-1	-1
350.0	NPR2	0.0	-1
350.0	NPPC	0.0	-1
351.0	PRLH	0.0	-1
351.0	PRLHR	0.0	-1
22.0	KLF16	0.0	-1
83.0	ERCC1	0.0	-1
83.0	SLX4	0.0	-1
352.0	TRAK1	0.0	-1
352.0	RHOT1	0.0	-1
15.0	JUN	0.0	-1
124.0	CDH3	0.0	-1
7.0	CCND2	0.0	-1
353.0	TERT	0.0	-1
44.0	THOC5	0.0	-1
-1	NEDD4	-1	-1
22.0	KLF11	0.0	-1
264.0	CBLB	0.0	-1
2.0	VAV1	0.0	-1
14.0	MAP3K3	0.0	-1
211.0	ITGA4	0.0	-1
191.0	SUMO2	0.0	-1
45.0	PPP6R1	0.0	-1
31.0	PRMT5	0.0	-1
354.0	TAF12	0.0	-1
354.0	TAF11	0.0	-1
355.0	USP7	0.0	-1
356.0	HLTF	0.0	-1
356.0	RAD18	0.0	-1
104.0	RASA1	0.0	-1
357.0	SNTA1	0.0	-1
357.0	ABCA1	0.0	-1
358.0	FLNA	0.0	-1
358.0	DRD1	0.0	-1
359.0	LNX2	0.0	-1
359.0	NUMB	0.0	-1
112.0	CD40	0.0	-1
112.0	JAK3	0.0	-1
360.0	CST3	0.0	-1
360.0	CTSS	0.0	-1
2.0	GRIN2A	0.0	-1
-1	CD19	-1	-1
-1	CST7	-1	-1
288.0	CTSB	0.0	-1
361.0	SMC2	230634657.581	0.12
272.0	HSP90AB1	0.0	-1
-1	CCT2	-1	-1
17.0	RANBP2	0.0	-1
362.0	IL15RA	0.0	-1
362.0	IL2RG	0.0	-1
-1	CD81	-1	-1
71.0	TRIM24	0.0	-1
59.0	CYTH1	0.0	-1
346.0	AP1M1	0.0	-1
363.0	CHRNA3	0.0	-1
363.0	CHRNB4	0.0	-1
364.0	RGS19	0.0	-1
364.0	GNAI1	0.0	-1
-1	PSMD1	-1	-1
365.0	CREB1	0.0	-1
365.0	ATF1	0.0	-1
17.0	PTHLH	0.0	-1
32.0	CDC42EP5	0.0	-1
60.0	LSM3	0.0	-1
42.0	PRDX1	0.0	-1
366.0	TICAM1	0.0	-1
366.0	TRAF1	0.0	-1
97.0	NRP1	230634657.581	0.12
367.0	NUDC	0.0	-1
367.0	PAFAH1B1	0.0	-1
125.0	HNRNPA2B1	0.0	-1
-1	NPM1	-1	-1
368.0	TMED9	0.0	-1
368.0	TMED10	0.0	-1
7.0	CDT1	0.0	-1
96.0	CREBBP	0.0	-1
369.0	CDCA8	0.0	-1
2.0	DLG4	0.0	-1
370.0	ITGB2	0.0	-1
370.0	TLN1	0.0	-1
371.0	ZWINT	0.0	-1
371.0	BECN1	0.0	-1
372.0	CDC73	0.0	-1
373.0	PLK1	232199755.161	0.120814325616
373.0	BORA	232199755.161	-1
374.0	PLXNB1	0.0	-1
374.0	RND3	0.0	-1
375.0	NCKAP1	0.0	-1
-1	MAPK8IP1	-1	-1
-1	CBX2	-1	-1
376.0	FGA	0.0	-1
376.0	PLAT	0.0	-1
76.0	KIAA0101	230634657.581	0.12
-1	RPS15	-1	-1
126.0	TIPRL	0.0	-1
93.0	NTRK3	230634657.581	0.12
315.0	CAMK2G	0.0	-1
377.0	CTSL	0.0	-1
377.0	SERPINB13	0.0	-1
378.0	VDAC1	230634657.581	0.12
378.0	CKMT1A	230634657.581	-1
379.0	MEF2C	0.0	-1
379.0	HDAC7	0.0	-1
380.0	PRPF3	0.0	-1
380.0	SART3	0.0	-1
122.0	GNG12	0.0	-1
381.0	NPPB	0.0	-1
381.0	NPR3	0.0	-1
105.0	POLR3F	0.0	-1
105.0	POLR3C	0.0	-1
32.0	ARHGAP32	0.0	-1
-1	TRAF2	-1	-1
-1	TNF	-1	-1
-1	RPS11	-1	-1
382.0	BRCA2	922538630.324	0.48
-1	EIF3K	-1	-1
383.0	ARAF	0.0	-1
-1	MAP3K11	-1	-1
58.0	STAT5B	0.0	-1
28.0	SF3B1	0.0	-1
384.0	FN1	0.0	-1
384.0	COL2A1	0.0	-1
43.0	RPL35	0.0	-1
385.0	VAMP2	0.0	-1
385.0	NAPA	0.0	-1
-1	MLLT3	-1	-1
-1	PCGF2	-1	-1
-1	CTTN	-1	-1
289.0	TJP1	0.0	-1
-1	TP53BP1	-1	-1
386.0	ACTN4	0.0	-1
386.0	ACTN2	0.0	-1
387.0	PNO1	0.0	-1
387.0	BYSL	0.0	-1
127.0	CCT7	0.0	-1
388.0	RIPK3	0.0	-1
388.0	FADD	0.0	-1
389.0	PIK3R2	0.0	-1
128.0	UIMC1	0.0	-1
390.0	PSMD10	0.0	-1
7.0	CCNK	0.0	-1
2.0	SKAP2	0.0	-1
391.0	USP9X	0.0	-1
392.0	MAP3K2	0.0	-1
392.0	PKN2	0.0	-1
125.0	PRKCZ	0.0	-1
56.0	TOPBP1	691903972.743	-1
129.0	SFN	0.0	-1
393.0	SFPQ	0.0	-1
394.0	SEL1L	0.0	-1
394.0	OS9	0.0	-1
395.0	MYBBP1A	0.0	-1
395.0	AR	0.0	-1
396.0	PLD1	0.0	-1
396.0	RALA	0.0	-1
382.0	KAT2B	922538630.324	-1
397.0	DNAJA1	0.0	-1
397.0	PARK2	0.0	-1
215.0	VPS26A	0.0	-1
240.0	VPS35	0.0	-1
398.0	ABCC9	0.0	-1
398.0	KCNJ8	0.0	-1
399.0	ARID1A	0.0	-1
97.0	KDR	230634657.581	-1
400.0	CUL4A	0.0	-1
400.0	FBXW5	0.0	-1
18.0	MEF2D	0.0	-1
401.0	EZH1	0.0	-1
401.0	SUZ12	0.0	-1
9.0	SPSB2	0.0	-1
10.0	ITSN1	0.0	-1
51.0	RASSF5	0.0	-1
402.0	BMP6	231156356.774	0.120271441872
402.0	BMPR1B	231156356.774	-1
-1	PGR	-1	0.122714418721
403.0	PINK1	0.0	-1
403.0	TOMM20	0.0	-1
126.0	PPP4C	0.0	-1
126.0	PPP4R3A	0.0	-1
221.0	PFDN5	0.0	-1
-1	ARPC3	-1	-1
404.0	KIF5A	0.0	-1
404.0	KLC1	0.0	-1
-1	SNCA	-1	0.123810117731
405.0	ILF3	0.0	-1
405.0	PRKDC	0.0	-1
52.0	HTRA2	0.0	-1
406.0	SLC7A11	0.0	-1
406.0	SLC3A2	0.0	-1
110.0	RAG1	230634657.581	-1
110.0	KPNA2	230634657.581	0.12
53.0	INO80E	0.0	-1
407.0	TRIM6	0.0	-1
-1	BTK	-1	-1
408.0	BRINP1	0.0	-1
408.0	SIRT1	0.0	-1
40.0	SNRPD2	0.0	-1
130.0	AXIN2	0.0	-1
409.0	SREK1	0.0	-1
409.0	SRSF2	0.0	-1
410.0	AIMP2	0.0	-1
-1	GOSR1	-1	-1
146.0	HNRNPD	0.0	-1
153.0	HSPA8	0.0	-1
411.0	MED31	0.0	-1
411.0	MED18	0.0	-1
412.0	SNX33	0.0	-1
412.0	SNX9	0.0	-1
413.0	TCEANC	0.0	-1
413.0	ZKSCAN7	0.0	-1
94.0	CHAF1A	0.0	-1
414.0	USP22	0.0	-1
-1	PSMC2	-1	-1
