ENSP00000043402	RTN4R	DOID:162	Cancer	3.451	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000043402&type2=-26&id2=DOID:162
ENSP00000044462	PSMA4	DOID:4239	Alveolar soft part sarcoma	3.031	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000044462&type2=-26&id2=DOID:4239
ENSP00000052754	DCN	DOID:162	Cancer	3.772	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000052754&type2=-26&id2=DOID:162
ENSP00000053243	TNFRSF17	DOID:162	Cancer	3.096	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000053243&type2=-26&id2=DOID:162
ENSP00000075120	SLC2A3	DOID:162	Cancer	3.442	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000075120&type2=-26&id2=DOID:162
ENSP00000078429	GNA11	DOID:162	Cancer	4.214	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000078429&type2=-26&id2=DOID:162
ENSP00000085219	CD22	DOID:162	Cancer	5.163	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:162
ENSP00000159111	KDM4B	DOID:162	Cancer	3.064	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000159111&type2=-26&id2=DOID:162
ENSP00000160262	ICAM3	DOID:8826	Colon carcinoma in situ	3.155	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160262&type2=-26&id2=DOID:8826
ENSP00000161559	CEACAM1	DOID:162	Cancer	4.010	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000161559&type2=-26&id2=DOID:162
ENSP00000162749	TNFRSF1A	DOID:162	Cancer	4.696	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:162
ENSP00000163416	GOLGA5	DOID:12192	Sigmoid colon cancer	3.846	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000163416&type2=-26&id2=DOID:12192
ENSP00000164227	BCL3	DOID:162	Cancer	3.991	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164227&type2=-26&id2=DOID:162
ENSP00000167586	KRT14	DOID:162	Cancer	4.937	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:162
ENSP00000167586	KRT14	DOID:0060074	Ductal carcinoma in situ	4.102	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:0060074
ENSP00000167588	KRT20	DOID:162	Cancer	6.000	3.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167588&type2=-26&id2=DOID:162
ENSP00000168712	FGF4	DOID:162	Cancer	4.030	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168712&type2=-26&id2=DOID:162
ENSP00000169298	ST6GAL1	DOID:162	Cancer	3.388	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000169298&type2=-26&id2=DOID:162
ENSP00000170630	IL4R	DOID:162	Cancer	3.186	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000170630&type2=-26&id2=DOID:162
ENSP00000171111	KEAP1	DOID:162	Cancer	4.667	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000171111&type2=-26&id2=DOID:162
ENSP00000171887	TNS1	DOID:162	Cancer	4.897	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000171887&type2=-26&id2=DOID:162
ENSP00000172229	NGFR	DOID:162	Cancer	4.382	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000172229&type2=-26&id2=DOID:162
ENSP00000173229	NTN1	DOID:9256	Colorectal cancer	5.380	2.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000173229&type2=-26&id2=DOID:9256
ENSP00000174618	MNT	DOID:162	Cancer	3.446	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000174618&type2=-26&id2=DOID:162
ENSP00000175506	ASNS	DOID:162	Cancer	3.272	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000175506&type2=-26&id2=DOID:162
ENSP00000176195	SCT	DOID:162	Cancer	3.769	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000176195&type2=-26&id2=DOID:162
ENSP00000176763	STK10	DOID:3855	Seminal vesicle tumor	4.190	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000176763&type2=-26&id2=DOID:3855
ENSP00000177694	TBX21	DOID:162	Cancer	3.508	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000177694&type2=-26&id2=DOID:162
ENSP00000178638	CA12	DOID:162	Cancer	3.610	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000178638&type2=-26&id2=DOID:162
ENSP00000179259	C12orf5	DOID:162	Cancer	3.143	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000179259&type2=-26&id2=DOID:162
ENSP00000182290	TSPAN32	DOID:5522	Basaloid squamous cell carcinoma	4.059	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000182290&type2=-26&id2=DOID:5522
ENSP00000182377	FAR2	DOID:4682	Extrahepatic bile duct carcinoma	3.802	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000182377&type2=-26&id2=DOID:4682
ENSP00000182527	TRAM2	DOID:0060075	estrogen-receptor positive breast cancer	3.084	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000182527&type2=-26&id2=DOID:0060075
ENSP00000184956	HEATR6	DOID:1612	Breast cancer	4.351	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000184956&type2=-26&id2=DOID:1612
ENSP00000187397	ARPP21	DOID:162	Cancer	3.256	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000187397&type2=-26&id2=DOID:162
ENSP00000190983	WISP2	DOID:162	Cancer	3.040	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000190983&type2=-26&id2=DOID:162
ENSP00000196551	RPS5	DOID:162	Cancer	3.385	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000196551&type2=-26&id2=DOID:162
ENSP00000199764	CEACAM6	DOID:162	Cancer	4.352	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000199764&type2=-26&id2=DOID:162
ENSP00000200181	ITGB4	DOID:162	Cancer	4.018	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000200181&type2=-26&id2=DOID:162
ENSP00000200453	PPP1R15A	DOID:162	Cancer	3.184	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000200453&type2=-26&id2=DOID:162
ENSP00000201031	TFAP2C	DOID:162	Cancer	3.640	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000201031&type2=-26&id2=DOID:162
ENSP00000201586	SULT2B1	DOID:162	Cancer	3.446	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000201586&type2=-26&id2=DOID:162
ENSP00000201979	REM1	DOID:162	Cancer	4.438	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000201979&type2=-26&id2=DOID:162
ENSP00000202773	RPL6	DOID:3449	Penis carcinoma	3.572	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000202773&type2=-26&id2=DOID:3449
ENSP00000202967	SIRT4	DOID:162	Cancer	3.187	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000202967&type2=-26&id2=DOID:162
ENSP00000203629	LAG3	DOID:162	Cancer	3.464	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000203629&type2=-26&id2=DOID:162
ENSP00000204615	THPO	DOID:162	Cancer	4.684	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000204615&type2=-26&id2=DOID:162
ENSP00000206249	ESR1	DOID:1612	Breast cancer	8.421	4.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:1612
ENSP00000206249	ESR1	DOID:1380	Endometrial cancer	5.884	2.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:1380
ENSP00000206249	ESR1	DOID:0060074	Ductal carcinoma in situ	5.815	2.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:0060074
ENSP00000206249	ESR1	DOID:305	Carcinoma	5.655	2.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:305
ENSP00000206249	ESR1	DOID:2394	Ovarian cancer	4.566	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:2394
ENSP00000206249	ESR1	DOID:10283	Prostate cancer	4.153	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:10283
ENSP00000206249	ESR1	DOID:1967	Leiomyosarcoma	3.241	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:1967
ENSP00000206249	ESR1	DOID:4236	Carcinosarcoma	3.153	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:4236
ENSP00000206249	ESR1	DOID:9256	Colorectal cancer	3.102	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:9256
ENSP00000206249	ESR1	DOID:1324	Lung cancer	3.061	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206249&type2=-26&id2=DOID:1324
ENSP00000206513	CEBPE	DOID:1240	Leukemia	4.605	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000206513&type2=-26&id2=DOID:1240
ENSP00000209728	CDC6	DOID:162	Cancer	3.978	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000209728&type2=-26&id2=DOID:162
ENSP00000209929	FMO2	DOID:3457	Invasive lobular carcinoma	3.193	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000209929&type2=-26&id2=DOID:3457
ENSP00000210313	PSMD5	DOID:12192	Sigmoid colon cancer	3.072	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000210313&type2=-26&id2=DOID:12192
ENSP00000210444	NANS	DOID:9149	Hard palate cancer	4.188	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000210444&type2=-26&id2=DOID:9149
ENSP00000211122	GSTA3	DOID:162	Cancer	6.101	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000211122&type2=-26&id2=DOID:162
ENSP00000211314	TMEM14A	DOID:5746	Ovarian serous cystadenocarcinoma	3.663	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000211314&type2=-26&id2=DOID:5746
ENSP00000211314	TMEM14A	DOID:0060075	estrogen-receptor positive breast cancer	3.000	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000211314&type2=-26&id2=DOID:0060075
ENSP00000211936	ZNF184	DOID:3594	Choriocarcinoma	3.445	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000211936&type2=-26&id2=DOID:3594
ENSP00000211998	VCL	DOID:162	Cancer	4.222	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000211998&type2=-26&id2=DOID:162
ENSP00000212015	SIRT1	DOID:162	Cancer	4.985	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000212015&type2=-26&id2=DOID:162
ENSP00000212355	TGFBR3	DOID:162	Cancer	3.150	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000212355&type2=-26&id2=DOID:162
ENSP00000215368	EFNA2	DOID:8632	Kaposi's sarcoma	3.028	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215368&type2=-26&id2=DOID:8632
ENSP00000215376	C19orf26	DOID:3603	Mucinous cystadenocarcinoma	3.106	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215376&type2=-26&id2=DOID:3603
ENSP00000215567	TECR	DOID:0050866	Oral squamous cell carcinoma	6.325	3.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215567&type2=-26&id2=DOID:0050866
ENSP00000215567	TECR	DOID:1749	Squamous cell carcinoma	4.457	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215567&type2=-26&id2=DOID:1749
ENSP00000215567	TECR	DOID:1240	Leukemia	3.272	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215567&type2=-26&id2=DOID:1240
ENSP00000215567	TECR	DOID:11934	Head and neck cancer	3.029	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215567&type2=-26&id2=DOID:11934
ENSP00000215631	GADD45B	DOID:162	Cancer	3.677	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215631&type2=-26&id2=DOID:162
ENSP00000215727	SERPIND1	DOID:8991	Cervix uteri carcinoma in situ	5.132	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215727&type2=-26&id2=DOID:8991
ENSP00000215727	SERPIND1	DOID:4362	Cervical cancer	4.939	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215727&type2=-26&id2=DOID:4362
ENSP00000215727	SERPIND1	DOID:2600	Laryngeal carcinoma	4.022	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215727&type2=-26&id2=DOID:2600
ENSP00000215727	SERPIND1	DOID:305	Carcinoma	3.072	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215727&type2=-26&id2=DOID:305
ENSP00000215739	LZTR1	DOID:4310	Smooth muscle tumor	3.093	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215739&type2=-26&id2=DOID:4310
ENSP00000215743	MMP11	DOID:162	Cancer	4.560	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215743&type2=-26&id2=DOID:162
ENSP00000215754	MIF	DOID:162	Cancer	4.028	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215754&type2=-26&id2=DOID:162
ENSP00000215781	OSM	DOID:162	Cancer	3.760	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215781&type2=-26&id2=DOID:162
ENSP00000215832	MAPK1	DOID:162	Cancer	5.145	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215832&type2=-26&id2=DOID:162
ENSP00000215909	LGALS1	DOID:162	Cancer	3.423	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000215909&type2=-26&id2=DOID:162
ENSP00000216036	RTDR1	DOID:10816	Duodenum adenocarcinoma	4.179	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216036&type2=-26&id2=DOID:10816
ENSP00000216036	RTDR1	DOID:3672	Rhabdoid cancer	3.136	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216036&type2=-26&id2=DOID:3672
ENSP00000216037	XBP1	DOID:162	Cancer	4.200	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216037&type2=-26&id2=DOID:162
ENSP00000216115	BIK	DOID:162	Cancer	3.470	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216115&type2=-26&id2=DOID:162
ENSP00000216117	HMOX1	DOID:162	Cancer	4.625	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216117&type2=-26&id2=DOID:162
ENSP00000216122	MCM5	DOID:162	Cancer	3.331	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216122&type2=-26&id2=DOID:162
ENSP00000216133	CBX7	DOID:162	Cancer	3.018	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216133&type2=-26&id2=DOID:162
ENSP00000216180	PNPLA3	DOID:684	Hepatocellular carcinoma	3.750	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216180&type2=-26&id2=DOID:684
ENSP00000216200	PVALB	DOID:6001	Breast fibrosarcoma	3.345	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216200&type2=-26&id2=DOID:6001
ENSP00000216211	UPK3A	DOID:11054	Urinary bladder cancer	4.120	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216211&type2=-26&id2=DOID:11054
ENSP00000216211	UPK3A	DOID:4217	Malignant ovarian Brenner tumor	3.995	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216211&type2=-26&id2=DOID:4217
ENSP00000216211	UPK3A	DOID:305	Carcinoma	3.976	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216211&type2=-26&id2=DOID:305
ENSP00000216211	UPK3A	DOID:5583	Lung giant cell carcinoma	3.690	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216211&type2=-26&id2=DOID:5583
ENSP00000216223	IL2RB	DOID:162	Cancer	3.152	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216223&type2=-26&id2=DOID:162
ENSP00000216225	RBX1	DOID:162	Cancer	3.468	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216225&type2=-26&id2=DOID:162
ENSP00000216267	BRD1	DOID:8527	Monocytic leukemia	3.099	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216267&type2=-26&id2=DOID:8527
ENSP00000216286	NID2	DOID:11054	Urinary bladder cancer	3.388	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216286&type2=-26&id2=DOID:11054
ENSP00000216341	GZMB	DOID:162	Cancer	5.294	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216341&type2=-26&id2=DOID:162
ENSP00000216492	CHGA	DOID:162	Cancer	5.807	2.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216492&type2=-26&id2=DOID:162
ENSP00000216540	SLC10A1	DOID:162	Cancer	3.471	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216540&type2=-26&id2=DOID:162
ENSP00000216714	APEX1	DOID:162	Cancer	4.716	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216714&type2=-26&id2=DOID:162
ENSP00000216797	NFKBIA	DOID:162	Cancer	5.189	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216797&type2=-26&id2=DOID:162
ENSP00000216807	BRMS1L	DOID:1612	Breast cancer	4.217	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216807&type2=-26&id2=DOID:1612
ENSP00000216807	BRMS1L	DOID:1909	Melanoma	3.096	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216807&type2=-26&id2=DOID:1909
ENSP00000216862	CYP24A1	DOID:162	Cancer	4.076	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216862&type2=-26&id2=DOID:162
ENSP00000216911	AURKA	DOID:162	Cancer	5.235	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000216911&type2=-26&id2=DOID:162
ENSP00000217026	MYBL2	DOID:162	Cancer	3.879	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217026&type2=-26&id2=DOID:162
ENSP00000217086	SALL4	DOID:162	Cancer	4.080	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217086&type2=-26&id2=DOID:162
ENSP00000217169	BIRC7	DOID:162	Cancer	4.365	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217169&type2=-26&id2=DOID:162
ENSP00000217182	EEF1A2	DOID:162	Cancer	4.262	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217182&type2=-26&id2=DOID:162
ENSP00000217185	PTK6	DOID:162	Cancer	3.818	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217185&type2=-26&id2=DOID:162
ENSP00000217188	SRMS	DOID:3247	Rhabdomyosarcoma	4.479	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217188&type2=-26&id2=DOID:3247
ENSP00000217188	SRMS	DOID:4838	Myoepithelial carcinoma	3.509	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217188&type2=-26&id2=DOID:4838
ENSP00000217188	SRMS	DOID:0001816	Angiosarcoma	3.167	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217188&type2=-26&id2=DOID:0001816
ENSP00000217305	PDYN	DOID:162	Cancer	3.321	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217305&type2=-26&id2=DOID:162
ENSP00000217446	PIGU	DOID:11054	Urinary bladder cancer	3.578	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217446&type2=-26&id2=DOID:11054
ENSP00000217515	TXNL1	DOID:162	Cancer	3.640	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217515&type2=-26&id2=DOID:162
ENSP00000217893	TAF9	DOID:162	Cancer	3.872	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000217893&type2=-26&id2=DOID:162
