__mclCluster	name	PRWP	score
450.0	CKMT2	0.0	-1
711.0	MAGEA6	0.0	-1
-1	COPB2	-1	-1
1177.0	G3BP1	0.0	-1
28.0	TRAF6	0.116094589466	-1
1.0	RPS14	0.0154488437312	-1
1.0	RPS3A	0.0154488437312	-1
1.0	RPL35	0.0154488437312	-1
1178.0	TBRG4	0.0	-1
1178.0	MTMR4	0.0	-1
231.0	LRCH4	0.0	-1
231.0	SIN3A	0.0	-1
1179.0	EIF1	0.460890504647	-1
451.0	SUV39H1	0.0	-1
92.0	HIST3H3	0.0	-1
145.0	POLR2H	0.0	-1
1180.0	CDK9	0.0	-1
1181.0	RABGAP1	0.0	-1
58.0	YWHAB	0.0	-1
58.0	PPFIBP1	0.0	-1
71.0	LIG4	0.0	-1
712.0	XRCC5	0.0	-1
-1	CARM1	-1	-1
1182.0	PABPC1	0.0	-1
452.0	NAP1L1	0.0	-1
9.0	SUMO1	0.0	-1
713.0	PLK3	0.0	-1
175.0	PHIP	0.0	-1
175.0	NR4A1	0.0	-1
-1	PTGES3	-1	-1
90.0	CASP3	0.0	-1
146.0	CUL2	0.0	-1
147.0	DCUN1D1	0.0	-1
-1	PSMD7	-1	-1
307.0	PSMD5	0.0	-1
176.0	PCNA	0.131683001328	-1
701.0	CLSPN	0.0	-1
232.0	RING1	0.0	-1
-1	ROCK1	-1	-1
-1	DPYSL2	-1	-1
233.0	USP20	0.0	-1
-1	EIF3C	-1	-1
-1	UBE2N	-1	-1
714.0	PRKAB1	0.0	-1
-1	ANXA2	-1	-1
177.0	CDC42	0.0	-1
715.0	RASSF3	0.0	-1
715.0	RASSF2	0.0	-1
-1	GANAB	-1	-1
-1	PAK2	-1	-1
-1	CSPG4	-1	-1
1183.0	ITGA3	0.0	-1
-1	XPOT	-1	-1
-1	CAMKK2	-1	-1
1184.0	CHMP3	0.0	-1
1185.0	ATG10	0.0	-1
453.0	RBBP7	0.0	-1
716.0	EFHD1	0.0	-1
716.0	KRT33B	0.0	-1
115.0	TCEAL5	0.0	-1
115.0	DEDD	0.0	-1
72.0	CBL	0.0	-1
308.0	EPC2	0.0	-1
717.0	DMAP1	0.0	-1
234.0	CIAO1	0.0	-1
-1	DDX20	-1	-1
454.0	DUSP22	0.465436098661	-1
454.0	MAPK1	0.465436098661	-1
1147.0	CTBS	0.0	-1
718.0	RGS2	0.0	-1
1186.0	GNAI3	0.0	-1
-1	ANXA1	-1	0.125448700485
-1	RAB14	-1	-1
148.0	HGS	0.0	-1
-1	CACYBP	-1	-1
455.0	MCC	0.230445252323	-1
24.0	CDCA8	0.0	-1
-1	DSG1	-1	-1
-1	DPF2	-1	-1
1158.0	BCL7C	0.0	-1
456.0	CBX4	0.0	-1
1187.0	RBL1	0.0	-1
1188.0	MRFAP1	0.0	-1
2.0	MAP4K4	0.0157030193608	-1
305.0	VHL	0.0	-1
116.0	UFC1	0.211132692196	-1
309.0	PPP4C	0.0	-1
-1	RPAP1	-1	-1
149.0	USMG5	0.0	-1
149.0	C20orf24	0.0	-1
719.0	CARD16	0.0	-1
-1	RIPK2	-1	-1
1189.0	PRUNE1	0.0	-1
1189.0	GSN	0.0	-1
1.0	OGFR	0.0154488437312	-1
310.0	KCNA1	0.0	-1
-1	RTN4	-1	-1
457.0	TOPBP1	0.0	-1
458.0	BSG	0.0	-1
458.0	UBE2A	0.0	-1
29.0	CABP1	0.0402587467539	-1
720.0	BCL9L	0.0	-1
721.0	SDCCAG8	0.0	-1
-1	TSR1	-1	-1
714.0	GDI2	0.0	-1
722.0	NOD1	0.0	-1
-1	SUGT1	-1	-1
1190.0	MXD1	0.0	-1
-1	BIRC3	-1	-1
-1	CENPE	-1	-1
1191.0	SKA1	0.0	-1
235.0	NCOA2	0.310748189648	0.122724350242
235.0	SLC30A9	0.310748189648	-1
-1	FBXW5	-1	-1
178.0	SASS6	0.0	-1
1192.0	ZBTB17	0.0	-1
1193.0	YWHAH	0.0	-1
59.0	SRC	0.0	-1
723.0	RARA	0.0	-1
92.0	TAF1L	0.0	-1
-1	TBPL1	-1	-1
150.0	HMGB1	0.0	-1
150.0	PPP2R3A	0.0	-1
-1	TRPM7	-1	-1
-1	EEF2	-1	-1
113.0	WDR5	0.0	-1
311.0	E2F6	0.0	-1
1194.0	SIN3B	0.0	-1
236.0	HES4	0.0	-1
236.0	ZC3H13	0.0	-1
60.0	ETS1	0.0	-1
93.0	ZMAT2	0.0	-1
237.0	PRKAA2	0.0	-1
724.0	MLF2	0.0	-1
1195.0	SLC4A1	0.0	-1
1196.0	PTPN11	0.0	-1
-1	EEF1A1	-1	-1
117.0	SARS2	0.0	-1
82.0	VPS37D	0.0837982735722	-1
82.0	TSG101	0.0837982735722	-1
459.0	TPST2	0.0	-1
1197.0	CCR1	0.0	-1
-1	EEF1B2	-1	-1
1198.0	MFAP2	0.0	-1
312.0	STC2	0.0	-1
1199.0	IL17RD	0.471354064296	0.122724350242
1200.0	CHUK	0.0	-1
313.0	HDAC2	0.0	-1
14.0	EGFR	0.110663727135	0.143684963523
1201.0	CNTN2	0.0	-1
1.0	PDXK	0.0154488437312	-1
-1	MAP3K8	-1	-1
1202.0	EPPK1	0.0	-1
94.0	MLH1	0.188541625719	0.125448700485
1203.0	XRN1	0.0	-1
-1	LRRC59	-1	-1
12.0	RRS1	0.0249130002512	-1
151.0	ARMC6	0.115222626162	-1
460.0	MAGEB2	0.0	-1
1204.0	NONO	0.0	-1
1204.0	CRTC2	0.0	-1
-1	RNF185	-1	-1
-1	UBQLN2	-1	-1
-1	CENPB	-1	-1
309.0	ATAD3B	0.0	-1
1205.0	PNKP	0.0	-1
461.0	BPI	0.0	-1
461.0	PRSS2	0.0	-1
462.0	ACTG1	0.0	-1
1.0	RPS9	0.0154488437312	-1
1206.0	TLE3	0.0	-1
1206.0	SIX4	0.0	-1
725.0	SERP1	0.0	-1
725.0	SEC61B	0.0	-1
1.0	RPS26	0.0154488437312	-1
463.0	HSP90B1	0.235677032148	0.122724350242
20.0	SLC23A1	0.0635711040892	-1
1207.0	POLR2J	0.0	-1
1208.0	RPAP3	0.0	-1
1.0	RPS25	0.0154488437312	-1
314.0	CDC5L	0.0	-1
4.0	MRPL45	0.0	-1
1209.0	POLR1E	0.0	-1
1210.0	MYO1C	0.0	-1
1211.0	SART3	0.0	-1
9.0	RPF2	0.0	-1
118.0	TFCP2	0.0	-1
95.0	ATXN7L2	0.0	-1
95.0	USP22	0.0	-1
28.0	RHPN2	0.116094589466	-1
464.0	SYP	0.0	-1
464.0	VAMP2	0.0	-1
726.0	GBF1	0.0	-1
292.0	TSSK6	0.0	-1
447.0	USP3	0.0	-1
1212.0	EIF3G	0.0	-1
727.0	RPA2	0.0	-1
30.0	RIF1	0.0401227630785	-1
-1	CTPS1	-1	-1
179.0	TMED2	0.0	-1
21.0	ALB	0.0	-1
-1	ATG7	-1	-1
-1	FOXO1	-1	-1
238.0	SPSB1	0.154672709727	-1
83.0	CUL5	0.0	-1
728.0	PRPF38B	0.0	-1
1213.0	BLM	0.0	-1
42.0	YWHAG	0.0	-1
1.0	HNRNPCL1	0.0154488437312	-1
315.0	TUBA1A	0.0	-1
315.0	PLA2G7	0.0	-1
1214.0	SLX4IP	0.0	-1
-1	STK4	-1	-1
316.0	TRIM27	0.0	-1
729.0	PIAS1	0.0	-1
222.0	USF2	0.0	-1
465.0	VIM	0.241951353486	0.125991584229
1215.0	CXCL13	0.0	-1
1215.0	CCL21	0.0	-1
82.0	ORC1	0.0837982735722	-1
466.0	UBB	0.0	-1
730.0	TSC1	0.0	-1
-1	FTH1	-1	-1
1.0	RPL18A	0.0154488437312	-1
317.0	DCAF6	0.184356201859	0.12
1216.0	SMURF2	0.0	-1
31.0	NKX3-2	0.0	-1
180.0	GNS	0.0	-1
10.0	ABL1	0.0693435225945	-1
-1	KARS	-1	-1
-1	TAGLN2	-1	-1
4.0	MRPL41	0.0	-1
152.0	IL7R	0.115222626162	-1
-1	MTPN	-1	-1
181.0	SQSTM1	0.0	-1
-1	TKT	-1	-1
312.0	FBN1	0.0	-1
731.0	THBS1	0.433492650226	-1
318.0	CPLX2	0.0	-1
318.0	STX3	0.0	-1
-1	FANCI	-1	-1
467.0	RAD18	0.0	-1
1217.0	MAPRE1	0.0	-1
319.0	KIF2C	0.0	-1
468.0	MTA2	0.0	-1
469.0	KDM1A	0.0	-1
225.0	PSMA3	0.0	-1
1.0	RPL38	0.0154488437312	-1
-1	RUVBL2	-1	-1
1218.0	OR1G1	0.0	-1
1218.0	OBP2A	0.0	-1
51.0	EP300	0.0	-1
51.0	CTF1	0.0	-1
308.0	MORF4L2	0.0	-1
20.0	CAST	0.0635711040892	-1
12.0	TEX10	0.0249130002512	-1
1219.0	SLX4	0.0	-1
1220.0	NDUFAF1	0.0	-1
462.0	MYL6	0.0	-1
57.0	ERICH3	0.0756340805191	-1
30.0	BRMS1	0.0401227630785	-1
-1	ASF1B	-1	-1
-1	PINX1	-1	-1
1221.0	STAT5A	0.0	-1
320.0	IFIH1	0.0	-1
-1	TKFC	-1	-1
22.0	MED21	0.0667378322835	-1
-1	SNU13	-1	-1
470.0	ATAD2	0.0	-1
182.0	E2F3	0.0	-1
20.0	DUSP15	0.0635711040892	-1
82.0	FDPS	0.0837982735722	-1
-1	PCMT1	-1	-1
321.0	MRPL53	0.0	-1
-1	USP44	-1	-1
1222.0	SYT1	0.0	-1
732.0	DDX5	0.0	-1
471.0	GSK3B	0.246661862554	0.128444492599
472.0	TRAF4	0.0	-1
-1	KIF11	-1	-1
1223.0	PIK3R3	0.0	-1
1223.0	CD19	0.0	-1
1224.0	PHB2	0.0	-1
-1	MCM3	-1	-1
733.0	PARN	0.0	-1
4.0	SLC25A13	0.0	-1
1225.0	GIPC1	0.0	-1
1226.0	ENG	0.0	-1
-1	PSMC3	-1	-1
322.0	EPAS1	0.0	-1
1227.0	GXYLT1	0.0	-1
119.0	UBL4A	0.0	-1
1228.0	NPLOC4	0.0	-1
1229.0	CCNA1	0.0	-1
1230.0	UBE2D3	0.0	-1
-1	HNRNPL	-1	-1
-1	NBN	-1	0.12
33.0	PAXIP1	0.0	-1
323.0	MYOD1	0.0	-1
239.0	BHLHE40	0.0	-1
61.0	INO80	0.0	-1
-1	ACTN4	-1	-1
240.0	MARK2	0.0	-1
706.0	HSD11B2	0.307260336431	-1
-1	IARS	-1	-1
-1	SKIV2L2	-1	-1
241.0	EXOSC5	0.0	-1
473.0	NCL	0.0	-1
120.0	ANKRD28	0.0	-1
718.0	PRKAR1B	0.0	-1
142.0	MAX	0.0	-1
174.0	SDE2	0.0	-1
1231.0	SIX3	0.0	-1
1231.0	MTA1	0.0	-1
734.0	DEGS1	0.621624006392	0.12
-1	RADIL	-1	-1
324.0	MMP9	0.21950765916	0.142880569428
324.0	MMP26	0.21950765916	-1
1232.0	MEF2C	0.0	-1
94.0	TPRG1L	0.188541625719	-1
325.0	PIN1	0.0	-1
230.0	SPRR3	0.0	-1
230.0	LOR	0.0	-1
-1	TAF7	-1	-1
735.0	GATA1	0.0	-1
69.0	OSTC	0.0	-1
1233.0	IPO5	0.0	-1
1233.0	FBXO33	0.0	-1
474.0	PNRC1	0.0	-1
474.0	POLR3F	0.0	-1
1234.0	RAB5C	0.0	-1
-1	EIF4E	-1	-1
703.0	ANKHD1	0.0	-1
242.0	MOB4	0.0	-1
242.0	STK25	0.0	-1
-1	EMD	-1	-1
1235.0	MCM2	0.0	-1
183.0	TUBB4A	0.0	-1
-1	NOLC1	-1	-1
736.0	E2F4	0.0	-1
737.0	RELL1	0.0	-1
737.0	RELL2	0.0	-1
50.0	CUL4A	0.0	-1
475.0	CSNK1A1	0.0	-1
476.0	AP3B2	0.0	-1
326.0	RHOA	0.184356201859	-1
177.0	NGEF	0.0	-1
324.0	HAPLN1	0.21950765916	-1
1236.0	TNK2	0.0	-1
1236.0	SYNJ1	0.0	-1
477.0	CASP6	0.0	-1
477.0	IRAK3	0.0	-1
73.0	MYF6	0.0	-1
1237.0	ELSPBP1	0.0	-1
35.0	GABARAPL1	0.0	-1
738.0	TBC1D15	0.0	-1
50.0	HSBP1	0.0	-1
174.0	PURA	0.0	-1
-1	C1QA	-1	-1
-1	C1QBP	-1	-1
-1	PSME3	-1	-1
243.0	FTSJ1	0.0	-1
1238.0	ZZZ3	0.0	-1
-1	POLR1A	-1	-1
-1	CD3EAP	-1	-1
-1	MMP13	-1	0.12
1239.0	F12	0.0	-1
1240.0	MYH7	0.0	-1
1240.0	TEAD3	0.0	-1
1241.0	NPEPPS	0.0	-1
-1	EIF4B	-1	-1
478.0	KBTBD7	0.0	-1
1242.0	TNFAIP3	0.496451349647	-1
-1	RNH1	-1	-1
327.0	SAP18	0.368712403718	-1
142.0	RPL34	0.0	-1
-1	TNIK	-1	-1
1243.0	PSMD6	0.460890504647	-1
30.0	KLHL20	0.0401227630785	-1
184.0	COPS6	0.0	-1
328.0	CTSD	0.184356201859	0.12
-1	IGFBP3	-1	0.155602118632
61.0	RUVBL1	0.0	-1
739.0	CCAR2	0.0	-1
479.0	SAP25	0.0	-1
227.0	ATP6V1H	0.0	-1
-1	SND1	-1	-1
-1	UBA5	-1	-1
1244.0	MOK	0.0	-1
-1	S100P	-1	-1
-1	FBL	-1	-1
1245.0	PACSIN3	0.492281183597	-1
1246.0	TAF9	0.657293730824	-1
-1	NDEL1	-1	-1
1247.0	SERBP1	0.0	-1
121.0	TRIO	0.102420112144	-1
151.0	PHLDA3	0.115222626162	-1
1248.0	AP3S2	0.0	-1
740.0	HSPD1	0.0	-1
1249.0	GRIN2D	0.0	-1
741.0	CLTC	0.0	-1
480.0	ACTN2	0.0	-1
480.0	CACNA1D	0.0	-1
-1	PGRMC1	-1	0.12
-1	S100A8	-1	-1
1250.0	NCF2	0.0	-1
145.0	HIRA	0.0	-1
-1	MEF2D	-1	-1
-1	NFKBIE	-1	-1
329.0	PDZK1	0.368712403718	0.12
742.0	BCR	0.0	-1
153.0	HSPA5	0.0	-1
1251.0	HFE	0.0	-1
330.0	TAF6L	0.0	-1
1252.0	CRKL	0.0	-1
743.0	IGF1R	0.0	-1
744.0	SMAD1	0.0	-1
1253.0	BTG2	0.0	-1
139.0	PHF19	0.0	-1
-1	SMC4	-1	-1
1142.0	SAP30	0.0	-1
331.0	HDAC3	0.0	-1
35.0	GABARAPL2	0.0	-1
35.0	GYS1	0.0	-1
1254.0	PRKCD	0.0	-1
1255.0	INPP5D	0.0	-1
10.0	CHRD	0.0693435225945	-1
1256.0	SSX1	0.0	-1
-1	FUBP3	-1	-1
745.0	LRRC45	0.0	-1
745.0	THAP11	0.0	-1
22.0	MED26	0.0667378322835	-1
332.0	GNAQ	0.0	-1
746.0	AGTR1	0.0	-1
-1	IL2	-1	0.122995792115
1257.0	DGKA	0.0	-1
333.0	SMARCC2	0.386357079718	-1
747.0	DRG1	0.0	-1
52.0	LYL1	0.0	-1
1258.0	AFP	0.0	-1
1258.0	STAMBP	0.0	-1
27.0	SHROOM2	0.159122583419	0.12
439.0	VAMP8	0.0	-1
-1	TRIP12	-1	-1
1259.0	FLNC	0.0	-1
22.0	MED20	0.0667378322835	-1
22.0	MED9	0.0667378322835	-1
-1	HLTF	-1	-1
122.0	USP7	0.0	-1
301.0	TRAIP	0.0	-1
334.0	PLCG1	0.0	-1
312.0	TGFBI	0.0	-1
481.0	OXCT1	0.0	-1
22.0	MED10	0.0667378322835	-1
-1	MED31	-1	-1
1260.0	TMSB10	0.460890504647	-1
185.0	SSH2	0.0	-1
185.0	CFL1	0.0	-1
12.0	SIRT7	0.0249130002512	-1
58.0	AP5Z1	0.0	-1
-1	REL	-1	-1
-1	HIST2H2BE	-1	-1
-1	SUPT16H	-1	-1
748.0	EWSR1	0.0	-1
74.0	ELANE	0.0	-1
482.0	CAMP	0.476585844122	-1
335.0	JUNB	0.0	-1
1261.0	USP24	0.0	-1
749.0	VEGFD	0.0	-1
750.0	NRP2	0.0	-1
10.0	GABBR1	0.0693435225945	-1
-1	MAD2L1	-1	-1
-1	IPO4	-1	-1
483.0	HK2	0.0	-1
1262.0	IGFBP4	0.0	-1
484.0	FCN1	0.0	-1
484.0	MASP2	0.0	-1
1171.0	PKP2	0.0	-1
94.0	CLIC1	0.188541625719	-1
3.0	ADAR	0.0417142146659	-1
62.0	CDK2	0.0	-1
28.0	PRPSAP1	0.116094589466	-1
123.0	SMC1A	0.250575864028	-1
751.0	IL1R1	0.307260336431	-1
751.0	SIGIRR	0.307260336431	-1
-1	SBDS	-1	-1
464.0	DNAJC5	0.0	-1
-1	PSMD1	-1	-1
244.0	PPARG	0.0	-1
35.0	RASSF1	0.0	-1
245.0	IGHM	0.0	-1
-1	MAP1B	-1	-1
336.0	RELA	0.188541625718	-1
336.0	UXT	0.188541625718	0.122724350242
1263.0	GAB2	0.0	-1
752.0	S100A5	0.0	-1
752.0	AREG	0.0	-1
485.0	TBPL2	0.0	-1
-1	GTF2A1	-1	-1
-1	UBA6	-1	-1
753.0	TIMP2	0.0	-1
293.0	APC2	0.443205828116	-1
754.0	MYO1D	0.0	-1
486.0	NUP107	0.0	-1
486.0	NUP43	0.0	-1
10.0	SNX17	0.0693435225945	-1
1264.0	UBE2Q2	0.0	-1
310.0	CNTNAP1	0.0	-1
487.0	GRK2	0.0	-1
487.0	PTCH1	0.0	-1
246.0	UBA52	0.153630168216	-1
755.0	CDK5RAP3	0.0	-1
124.0	OTUD4	0.0	-1
22.0	MED28	0.0667378322835	-1
22.0	MED12	0.0667378322835	0.120271441872
1265.0	SPCS2	0.0	-1
1266.0	DDX56	0.0	-1
181.0	EMILIN3	0.0	-1
124.0	TMCO1	0.0	-1
91.0	SRP9	0.0	-1
-1	KRR1	-1	-1
756.0	GNG13	0.0	-1
756.0	LIN7B	0.0	-1
186.0	KEAP1	0.131683001328	0.12
-1	SLK	-1	-1
96.0	PALB2	0.0	-1
-1	BACH1	-1	-1
80.0	PTPRC	0.0837982735722	-1
-1	FADD	-1	-1
1242.0	TNFSF10	0.496451349647	0.129258818216
757.0	RAB8A	0.0	-1
1267.0	BIRC6	0.0	-1
-1	CCT5	-1	-1
247.0	TAF1A	0.0	-1
248.0	ULBP1	0.0	-1
248.0	KLRC4	0.0	-1
-1	NR0B2	-1	-1
488.0	HDAC6	0.230445252323	0.12
1268.0	HIVEP2	0.0	-1
125.0	PLK1	0.213437661962	-1
-1	RRM1	-1	-1
1269.0	TDGF1	0.0	-1
1269.0	GPC1	0.0	-1
114.0	NFE2L2	0.102420112144	0.12
758.0	GRIN2B	0.0	-1
759.0	PRKCG	0.0	-1
1270.0	RAD9A	0.0	-1
337.0	RHOB	0.0	-1
40.0	FAM13B	0.0	-1
40.0	WNK1	0.0	-1
42.0	CDC25B	0.0	-1
1271.0	PFDN6	0.0	-1
187.0	ITGB3BP	0.0	-1
728.0	USP33	0.0	-1
21.0	CST3	0.0	-1
16.0	COPS5	0.0	-1
-1	ERCC8	-1	-1
1272.0	TGFA	0.465060670692	0.121085767488
84.0	INTS10	0.0	-1
84.0	INTS1	0.0	-1
706.0	KLF15	0.307260336431	0.12
319.0	MTUS2	0.0	-1
760.0	DDI1	0.0	-1
760.0	ADRM1	0.0	-1
489.0	UFL1	0.0	-1
1273.0	EIF5B	0.0	-1
1273.0	EIF1AY	0.0	-1
490.0	PSMC5	0.0	-1
761.0	LASP1	0.0	-1
-1	CDK7	-1	-1
-1	RPL35A	-1	-1
-1	IL1B	-1	-1
491.0	TRIM16L	0.0	-1
762.0	ZNF598	0.0	-1
762.0	CDA	0.0	-1
1274.0	DNAAF5	0.0	-1
-1	WAS	-1	-1
1275.0	MYH10	0.0	-1
1276.0	NEDD9	0.460890504647	0.12
1276.0	DOCK3	0.460890504647	-1
763.0	MTMR3	0.0	-1
1277.0	EXOSC1	0.0	-1
731.0	VEGFA	0.433492650226	0.169299814715
