"SUID","__mclCluster","MAA","name","score","selected","shared name"
"164","11","0.0","PSMB2",,"false","PSMB2"
"166","44","0.0","RNF103",,"false","RNF103"
"167","44","0.0","UBE2N",,"false","UBE2N"
"169","97","0.0","GNAQ",,"false","GNAQ"
"170","97","0.0","PLCB1",,"false","PLCB1"
"172","49","0.17513513513513518","DTX1",,"false","DTX1"
"173","49","0.17513513513513518","NOTCH1","1","false","NOTCH1"
"175",,,"CDC25C","1","false","CDC25C"
"176","418","0.0","YWHAE",,"false","YWHAE"
"178","23","0.26351351351351354","EP300","1","false","EP300"
"179","19","0.25985794207368557","HDAC1","1","false","HDAC1"
"181","197","0.0","ANXA11",,"false","ANXA11"
"182","197","0.0","ALG2",,"false","ALG2"
"184","76","0.0","CCNY",,"false","CCNY"
"185","76","0.0","YWHAG",,"false","YWHAG"
"187","4","0.0","PSMD12",,"false","PSMD12"
"188","4","0.0","PSMD7",,"false","PSMD7"
"190","556","0.0","RHOG",,"false","RHOG"
"191","556","0.0","VAV2",,"false","VAV2"
"193","30","0.0","PSMA3",,"false","PSMA3"
"194","11","0.0","PSMB3",,"false","PSMB3"
"196","337","0.0","NFKBIA",,"false","NFKBIA"
"197","341","0.5472972972972974","RPS6KA1",,"false","RPS6KA1"
"199","178","0.32432432432432434","VHL",,"false","VHL"
"200","159","0.0","NEDD8",,"false","NEDD8"
"202","284","0.0","TELO2",,"false","TELO2"
"203","279","0.3648648648648649","ATM","1","false","ATM"
"206","36","0.0","TOM1L1",,"false","TOM1L1"
"207","36","0.0","CLTC",,"false","CLTC"
"209","49","0.17513513513513518","LFNG",,"false","LFNG"
"211","420","0.0","AFF4",,"false","AFF4"
"212","282","0.0","CDK9",,"false","CDK9"
"214","555","0.0","APLF",,"false","APLF"
"215","555","0.0","XRCC4",,"false","XRCC4"
"217","554","0.3648648648648649","MTA1","1","false","MTA1"
"218","554","0.3648648648648649","RBBP7",,"false","RBBP7"
"220","17","0.1778409575160929","CUL1",,"false","CUL1"
"221","17","0.1778409575160929","FBXO7",,"false","FBXO7"
"223","196","0.0","GTF2H1",,"false","GTF2H1"
"224","12","0.0","POLR2A",,"false","POLR2A"
"227","4","0.0","PSMD8",,"false","PSMD8"
"229","553","0.5472972972972974","OSMR",,"false","OSMR"
"230","553","0.5472972972972974","OSM","1","false","OSM"
"232","200","0.0","TUBB",,"false","TUBB"
"233","200","0.0","HDAC6",,"false","HDAC6"
"235","169","0.0","PRPF19",,"false","PRPF19"
"236","169","0.0","CDC5L",,"false","CDC5L"
"238","552","0.0","BIRC2",,"false","BIRC2"
"239","552","0.0","RIPK1",,"false","RIPK1"
"241","18","0.23228206695979478","RNF115",,"false","RNF115"
"242","18","0.23228206695979478","UBE2D2",,"false","UBE2D2"
"244","10","0.1525683586345071","EIF3B",,"false","EIF3B"
"245","10","0.1525683586345071","EIF3E",,"false","EIF3E"
"247","120","0.0","BARD1",,"false","BARD1"
"248","120","0.0","CSTF2",,"false","CSTF2"
"251","10","0.1525683586345071","EIF3L",,"false","EIF3L"
"252","10","0.1525683586345071","EIF3F",,"false","EIF3F"
"254","551","0.0","SKP1",,"false","SKP1"
"255","551","0.0","KDM2B",,"false","KDM2B"
"257","550","0.0","CTSG",,"false","CTSG"
"258","550","0.0","PPBP",,"false","PPBP"
"260","363","0.0","PSEN1",,"false","PSEN1"
"261","290","0.0","APBA1",,"false","APBA1"
"263","90","0.0","SMC4",,"false","SMC4"
"264","262","0.0","NCAPH",,"false","NCAPH"
"266","102","0.0","ACTA1",,"false","ACTA1"
"267","102","0.0","CNN1",,"false","CNN1"
"269","4","0.0","PSMC1",,"false","PSMC1"
"271","98","0.0","TCEB2",,"false","TCEB2"
"272","98","0.0","CUL5",,"false","CUL5"
"274","83","0.0","EIF2S2",,"false","EIF2S2"
"275","83","0.0","EIF2B4",,"false","EIF2B4"
"277","10","0.1525683586345071","EIF3C",,"false","EIF3C"
"279","68","0.0","ZNF76",,"false","ZNF76"
"280","68","0.0","TBP",,"false","TBP"
"282","96","0.0","TAF7",,"false","TAF7"
"283","96","0.0","TAF5",,"false","TAF5"
"285","25","0.0","STK4",,"false","STK4"
"286","25","0.0","STK3",,"false","STK3"
"288","95","0.22804054054054057","SIVA1",,"false","SIVA1"
"289","95","0.22804054054054057","BCL2L1","1","false","BCL2L1"
"291","19","0.25985794207368557","DDX5",,"false","DDX5"
"293","100","0.3563133445945946","MNAT1",,"false","MNAT1"
"294","100","0.3563133445945946","GTF2H3",,"false","GTF2H3"
"296","108","0.0","KEAP1",,"false","KEAP1"
"297","478","0.0","SQSTM1",,"false","SQSTM1"
"299","280","0.0","BBS9",,"false","BBS9"
"301",,,"XIAP","1","false","XIAP"
"303","85","0.0","HAT1",,"false","HAT1"
"304","85","0.0","HIST1H3A",,"false","HIST1H3A"
"306","549","0.0","LAT",,"false","LAT"
"308","19","0.25985794207368557","MXD1",,"false","MXD1"
"310","354","0.0","CSNK1A1",,"false","CSNK1A1"
"311","15","0.0","MDM2",,"false","MDM2"
"313","2","0.0","RPS16",,"false","RPS16"
"314","2","0.0","RPS3",,"false","RPS3"
"316","34","0.0","H2AFX",,"false","H2AFX"
"317","34","0.0","SUPT16H",,"false","SUPT16H"
"319",,,"PRKCD","1","false","PRKCD"
"320","119","0.24324324324324326","SHC1","1","false","SHC1"
"322","74","0.5387457770270271","MAPK1","1","false","MAPK1"
"324","548","0.0","MSX2",,"false","MSX2"
"325","548","0.0","MAGED1",,"false","MAGED1"
"327","470","0.0","PSMD13",,"false","PSMD13"
"329","49","0.17513513513513518","MFNG",,"false","MFNG"
"331","184","0.0","TCERG1",,"false","TCERG1"
"332","184","0.0","SF3B3",,"false","SF3B3"
"334","547","0.0","LIN9",,"false","LIN9"
"335","547","0.0","E2F4",,"false","E2F4"
"337","546","0.0","DEPTOR",,"false","DEPTOR"
"338","546","0.0","MTOR",,"false","MTOR"
"340","545","0.0","DYRK1A",,"false","DYRK1A"
"341","545","0.0","DCAF7",,"false","DCAF7"
"343","135","0.0","VBP1",,"false","VBP1"
"344","135","0.0","PFDN4",,"false","PFDN4"
"346","11","0.0","PSMB4",,"false","PSMB4"
"348","20","0.0","TRAF6",,"false","TRAF6"
"350","183","0.7567567567567568","HDAC4",,"false","HDAC4"
"351","147","0.32432432432432434","UBE2I",,"false","UBE2I"
"353","544","0.0","GRIP1",,"false","GRIP1"
"354","544","0.0","GRIA2",,"false","GRIA2"
"356",,,"APC","1","false","APC"
"357","177","0.32432432432432434","CTNNA1",,"false","CTNNA1"
"359","14","0.23228206695979478","CBL",,"false","CBL"
"360","14","0.23228206695979478","MST1R",,"false","MST1R"
"362","195","1.0","ERBB4","1","false","ERBB4"
"363","195","1.0","WWOX","1","false","WWOX"
"365","6","0.0","MED14",,"false","MED14"
"366","6","0.0","CDK8",,"false","CDK8"
"368","435","0.0","ARPC5L",,"false","ARPC5L"
"369",,,"ARPC2",,"false","ARPC2"
"371","11","0.0","PSMB6",,"false","PSMB6"
"372","11","0.0","PSMA4",,"false","PSMA4"
"374","543","0.0","MAD1L1",,"false","MAD1L1"
"375","543","0.0","SIN3B",,"false","SIN3B"
"377","42","0.0","SERPINA5",,"false","SERPINA5"
"378","42","0.0","F2",,"false","F2"
"380","115","0.43243243243243246","MCM4",,"false","MCM4"
"381","5","0.3574907774513514","CDK2",,"false","CDK2"
"383","148","0.0","THBD",,"false","THBD"
"384","148","0.0","PROC",,"false","PROC"
"386","121","0.0","SH3GL2",,"false","SH3GL2"
"387","121","0.0","AMPH",,"false","AMPH"
"389",,,"COL1A2",,"false","COL1A2"
"391","136","0.0","HSPA4",,"false","HSPA4"
"392","63","0.46748310810810817","EGFR","1","false","EGFR"
"394","202","0.0","DMD",,"false","DMD"
"395","202","0.0","PGM5",,"false","PGM5"
"397","168","0.24324324324324326","PELP1","1","false","PELP1"
"398","168","0.24324324324324326","SENP3",,"false","SENP3"
"400","511","0.0","SMARCB1",,"false","SMARCB1"
"401","203","0.0","SMARCD1",,"false","SMARCD1"
"403","99","0.0","MAD2L1",,"false","MAD2L1"
"404","99","0.0","ANAPC2",,"false","ANAPC2"
"406","66","0.0","PPP6R3",,"false","PPP6R3"
"407","66","0.0","PPP6C",,"false","PPP6C"
"409","424","0.0","PIK3CA",,"false","PIK3CA"
"410",,,"IRS1","1","false","IRS1"
"412","542","0.0","EIF4G1",,"false","EIF4G1"
"413","542","0.0","G3BP1",,"false","G3BP1"
"415","3","0.0","DDB1",,"false","DDB1"
"416","3","0.0","DCAF12",,"false","DCAF12"
"418","203","0.0","SMARCC2",,"false","SMARCC2"
"419","203","0.0","SMARCE1",,"false","SMARCE1"
"421","541","0.0","SCG5",,"false","SCG5"
"422","541","0.0","PCSK2",,"false","PCSK2"
"424","1","0.5080838231883259","SKP2","1","false","SKP2"
"426","24","0.0","STK24",,"false","STK24"
"427","24","0.0","STRN3",,"false","STRN3"
"431","379","0.0","FBXW11",,"false","FBXW11"
"432","301","0.3648648648648649","CTNNB1","1","false","CTNNB1"
"434","79","0.22804054054054057","MRPL36",,"false","MRPL36"
"435","79","0.22804054054054057","BRCA1","1","false","BRCA1"
"437","48","0.0","CDC42",,"false","CDC42"
"438","48","0.0","PRKCI",,"false","PRKCI"
"440","540","0.0","CYFIP2",,"false","CYFIP2"
"441","540","0.0","WASF1",,"false","WASF1"
"443","83","0.0","EIF2B5",,"false","EIF2B5"
"445","56","0.22804054054054057","NR0B2",,"false","NR0B2"
"447","162","0.24324324324324326","MAP3K7","1","false","MAP3K7"
"448","162","0.24324324324324326","NOD2",,"false","NOD2"
"450","13","0.0","TCEB1",,"false","TCEB1"
"451","13","0.0","FEM1B",,"false","FEM1B"
"453",,,"COPB1",,"false","COPB1"
"454","201","0.24324324324324326","COPE","1","false","COPE"
"457","170","0.0","RPLP1",,"false","RPLP1"
"458","170","0.0","RPLP0",,"false","RPLP0"
"461","125","0.0","JAM3",,"false","JAM3"
"462","125","0.0","F2RL2",,"false","F2RL2"
"464","472","0.0","MED1",,"false","MED1"
"465","6","0.0","MED25",,"false","MED25"
"467","539","0.3648648648648649","STAT5A","1","false","STAT5A"
"468","539","0.3648648648648649","TSLP",,"false","TSLP"
"470","101","0.22804054054054057","TFDP2",,"false","TFDP2"
"471","101","0.22804054054054057","E2F3","1","false","E2F3"
"473","22","0.19313063063063063","KPNA6",,"false","KPNA6"
"474","22","0.19313063063063063","KPNB1",,"false","KPNB1"
"476","165","0.0","ULK1",,"false","ULK1"
"477","165","0.0","ATG13",,"false","ATG13"
"479","538","0.0","SNRPB2",,"false","SNRPB2"
"480","538","0.0","SMN1",,"false","SMN1"
"482","537","0.0","SUPT5H",,"false","SUPT5H"
"483","537","0.0","CCNT1",,"false","CCNT1"
"486","57","0.0","DCTN2",,"false","DCTN2"
"487","57","0.0","ACTR1A",,"false","ACTR1A"
"489","536","0.0","TGOLN2",,"false","TGOLN2"
"490","536","0.0","AP1M2",,"false","AP1M2"
"492",,,"BIRC3","1","false","BIRC3"
"493","232","0.0","UBE2D3",,"false","UBE2D3"
"495","535","0.0","ORC1",,"false","ORC1"
"496","535","0.0","ORC4",,"false","ORC4"
"498","56","0.22804054054054057","RARA","1","false","RARA"
"500","44","0.0","OTUB1",,"false","OTUB1"
"502","9","0.0900900900900901","IKZF3",,"false","IKZF3"
"503","9","0.0900900900900901","SIN3A",,"false","SIN3A"
"505","534","0.5472972972972974","F13A1",,"false","F13A1"
"506","534","0.5472972972972974","FGG","1","false","FGG"
"508","533","0.0","GUCA2A",,"false","GUCA2A"
"509","533","0.0","GUCY2C",,"false","GUCY2C"
"511","161","0.24324324324324326","BAX","1","false","BAX"
"512","161","0.24324324324324326","BCL2L11",,"false","BCL2L11"
"514","199","0.0","IL20",,"false","IL20"
"515","199","0.0","IL20RA",,"false","IL20RA"
"518","532","0.0","XRCC3",,"false","XRCC3"
"519","532","0.0","FANCG",,"false","FANCG"
"523","198","0.0","MID1",,"false","MID1"
"524","198","0.0","UBE2E2",,"false","UBE2E2"
"526","134","0.0","MBD3",,"false","MBD3"
"527",,,"KDM1A",,"false","KDM1A"
"529","531","0.0","TMPO",,"false","TMPO"
"530","531","0.0","BANF1",,"false","BANF1"
"532","11","0.0","PSMB5",,"false","PSMB5"
"534","530","0.0","POLR2G",,"false","POLR2G"
"535","530","0.0","POLR2J",,"false","POLR2J"
"537","201","0.24324324324324326","COPG1",,"false","COPG1"
"539","88","0.0","TAF10",,"false","TAF10"
"540","88","0.0","TAF8",,"false","TAF8"
"542","99","0.0","CDC20",,"false","CDC20"
"544","2","0.0","RPS29",,"false","RPS29"
"546","16","0.10424710424710425","CHD3",,"false","CHD3"
"548","512","0.0","UBE2D1",,"false","UBE2D1"
"550","529","0.0","XPC",,"false","XPC"
"551","529","0.0","RAD23A",,"false","RAD23A"
"553","528","0.0","XRCC2",,"false","XRCC2"
"554","528","0.0","RAD51C",,"false","RAD51C"
"556","1","0.5080838231883259","ACTL6A",,"false","ACTL6A"
"557","1","0.5080838231883259","KAT5",,"false","KAT5"
"559","61","0.0","PAF1",,"false","PAF1"
"561","527","0.0","RPS12",,"false","RPS12"
"562","527","0.0","RPS26",,"false","RPS26"
"564","329","0.0","HDAC3",,"false","HDAC3"
"565","19","0.25985794207368557","CCND1","1","false","CCND1"
"567","30","0.0","PSMA2",,"false","PSMA2"
"568","30","0.0","PSMB8",,"false","PSMB8"
"570","41","0.5312432432432432","RB1","1","false","RB1"
"571","41","0.5312432432432432","CCND3","1","false","CCND3"
"573","187","0.0","SRCAP",,"false","SRCAP"
"574","187","0.0","DMAP1",,"false","DMAP1"
"576","26","0.0","DDX39B",,"false","DDX39B"
"577","26","0.0","THOC2",,"false","THOC2"
"579","11","0.0","PSMA5",,"false","PSMA5"
"581","526","0.9121621621621623","TNFRSF11B","1","false","TNFRSF11B"
"582","526","0.9121621621621623","TNFSF10","1","false","TNFSF10"
"584","222","0.0","INSR",,"false","INSR"
"586","503","0.0","RNF7",,"false","RNF7"
"588","525","0.0","PDK1",,"false","PDK1"
"589","525","0.0","PDHA1",,"false","PDHA1"
"591","524","0.0","SEPT7",,"false","SEPT7"
"592","524","0.0","SEPT2",,"false","SEPT2"
"594","38","0.0","SF3A2",,"false","SF3A2"
"595","38","0.0","SF3B2",,"false","SF3B2"
"597","523","0.0","COL5A3",,"false","COL5A3"
"598","523","0.0","COL5A1",,"false","COL5A1"
"600","522","0.0","PXN",,"false","PXN"
"601","522","0.0","PTPN11",,"false","PTPN11"
"603","1","0.5080838231883259","CDKN1A","1","false","CDKN1A"
"605","118","0.0","COPS3",,"false","COPS3"
"607","164","0.0","CDK1",,"false","CDK1"
"608","164","0.0","USP16",,"false","USP16"
"611","11","0.0","PSMB1",,"false","PSMB1"
"613","139","0.32432432432432434","RBBP4",,"false","RBBP4"
"615","182","0.0","BRCC3",,"false","BRCC3"
"616","182","0.0","FAM175A",,"false","FAM175A"
"618","451","0.0","RXFP1",,"false","RXFP1"
"619","242","0.3648648648648649","RLN2","1","false","RLN2"
"621","111","0.24324324324324326","RING1","1","false","RING1"
"622","111","0.24324324324324326","PCGF1",,"false","PCGF1"
"624","521","0.0","PARD6A",,"false","PARD6A"
"625","521","0.0","LLGL2",,"false","LLGL2"
"627","108","0.0","TSC22D4",,"false","TSC22D4"
"629","84","0.2850506756756757","BCR",,"false","BCR"
"630","84","0.2850506756756757","JAK2",,"false","JAK2"
"632","520","0.0","TRAPPC8",,"false","TRAPPC8"
"633","520","0.0","TRAPPC3",,"false","TRAPPC3"
"636","64","0.0","GNB1",,"false","GNB1"
"638","29","0.0","CCT6A",,"false","CCT6A"
"640","159","0.0","RPL11",,"false","RPL11"
"642","27","0.4290540540540541","CXCL10","1","false","CXCL10"
"643","27","0.4290540540540541","DPP4","1","false","DPP4"
"645","314","0.0","AMFR",,"false","AMFR"
"646","7","0.0","VCP",,"false","VCP"
"648","17","0.1778409575160929","FBXO11",,"false","FBXO11"
"650","110","0.32432432432432434","SIAH1",,"false","SIAH1"
"652","202","0.0","SNTG1",,"false","SNTG1"
"654","223","0.3648648648648649","SMAD3","1","false","SMAD3"
"655",,,"PIN1","1","false","PIN1"
"657","519","0.9121621621621623","CHUK","1","false","CHUK"
"658","519","0.9121621621621623","MAP3K1","1","false","MAP3K1"
"660","518","0.9121621621621623","VIP","1","false","VIP"
"661","518","0.9121621621621623","VIPR1","1","false","VIPR1"
"663","201","0.24324324324324326","COPZ2",,"false","COPZ2"
"665","517","0.0","GIPR",,"false","GIPR"
"666","517","0.0","GIP",,"false","GIP"
"668","50","0.22804054054054057","DGKZ",,"false","DGKZ"
"669","50","0.22804054054054057","PRKCA","1","false","PRKCA"
"671","516","0.0","UTRN",,"false","UTRN"
"672","516","0.0","DRP2",,"false","DRP2"
"675","515","0.0","PRIM2",,"false","PRIM2"
"676","515","0.0","POLA2",,"false","POLA2"
"678","5","0.3574907774513514","H1F0",,"false","H1F0"
"680","325","0.0","ITGAM",,"false","ITGAM"
"681","352","0.3648648648648649","ICAM1","1","false","ICAM1"
"683","514","0.0","GP1BA",,"false","GP1BA"
"684","514","0.0","VWF",,"false","VWF"
"687","124","0.0","FKBP8",,"false","FKBP8"
"688","124","0.0","EGLN1",,"false","EGLN1"
"690","62","0.0","IL1R1",,"false","IL1R1"
"691","62","0.0","MYD88",,"false","MYD88"
"693","172","0.0","APP",,"false","APP"
"694","172","0.0","LRP1",,"false","LRP1"
"696","98","0.0","DCUN1D1",,"false","DCUN1D1"
"698","183","0.7567567567567568","ZBTB16","1","false","ZBTB16"
"700",,,"PHC1",,"false","PHC1"
"701","179","0.32432432432432434","CBX4",,"false","CBX4"
"703","5","0.3574907774513514","CDC25B","1","false","CDC25B"
"705","513","0.0","CASP2",,"false","CASP2"
"706","513","0.0","MZB1",,"false","MZB1"
"708","512","0.0","RLIM",,"false","RLIM"
"710","370","0.3648648648648649","E2F1","1","false","E2F1"
"714","41","0.5312432432432432","MAPK14","1","false","MAPK14"
"716","6","0.0","MED6",,"false","MED6"
"717","6","0.0","MED21",,"false","MED21"
"719","2","0.0","RPS2",,"false","RPS2"
"721","86","0.0","COPS2",,"false","COPS2"
"722","86","0.0","COPS6",,"false","COPS6"
"724","511","0.0","SMARCC1",,"false","SMARCC1"
"726","438","0.0","TRIM5",,"false","TRIM5"
"728","97","0.0","FFAR1",,"false","FFAR1"
"730","73","0.3563133445945946","MAPK8IP2",,"false","MAPK8IP2"
"731","73","0.3563133445945946","MAPK13",,"false","MAPK13"
"733","22","0.19313063063063063","NUP98",,"false","NUP98"
"735","190","0.0","GSK3A",,"false","GSK3A"
"736","473","0.0","PRKCB",,"false","PRKCB"
"738","510","0.0","MED4",,"false","MED4"
"739","510","0.0","MED12",,"false","MED12"
"741","509","0.5472972972972974","INO80",,"false","INO80"
"742","509","0.5472972972972974","YY1","1","false","YY1"
"744","10","0.1525683586345071","EIF3D",,"false","EIF3D"
"745","10","0.1525683586345071","EIF3H","1","false","EIF3H"
"747","71","0.0","IFNAR1",,"false","IFNAR1"
"749","508","0.5472972972972974","PTPRF",,"false","PTPRF"
"750","508","0.5472972972972974","BCAR1","1","false","BCAR1"
"752","507","0.3648648648648649","HMGB1","1","false","HMGB1"
"753","507","0.3648648648648649","TAF1",,"false","TAF1"
"755","378","0.3648648648648649","SRC","1","false","SRC"
"757","18","0.23228206695979478","RNF25",,"false","RNF25"
"759","101","0.22804054054054057","CDK3",,"false","CDK3"
"760","101","0.22804054054054057","E2F2",,"false","E2F2"
"762","506","0.0","MAP4K1",,"false","MAP4K1"
"763","506","0.0","ABL1",,"false","ABL1"
"765","272","0.0","CASP3",,"false","CASP3"
"767","3","0.0","DCAF4",,"false","DCAF4"
"769","505","0.5472972972972974","PDE6D",,"false","PDE6D"
"770","505","0.5472972972972974","HRAS","1","false","HRAS"
"772","504","0.5472972972972974","CASP10",,"false","CASP10"
"773","504","0.5472972972972974","FAS","1","false","FAS"
"775","30","0.0","PSMA6",,"false","PSMA6"
"777","503","0.0","ASB2",,"false","ASB2"
"779","6","0.0","MED13",,"false","MED13"
"781","194","0.0","AP3B1",,"false","AP3B1"
"782","194","0.0","AP3D1",,"false","AP3D1"
"785","13","0.0","SPSB4",,"false","SPSB4"
"787","21","0.16554054054054054","FBXO5",,"false","FBXO5"
"788","21","0.16554054054054054","CDC27",,"false","CDC27"
"790","158","0.0","HCFC1",,"false","HCFC1"
"791","158","0.0","ASH2L",,"false","ASH2L"
"793","31","0.0","RIPK2",,"false","RIPK2"
"794","31","0.0","NGFR",,"false","NGFR"
"796","52","0.0","PLCG2",,"false","PLCG2"
"797","52","0.0","SYK",,"false","SYK"
"799","200","0.0","TUBA1A",,"false","TUBA1A"
"802","174","0.0","FBXW8",,"false","FBXW8"
"803","174","0.0","RBX1",,"false","RBX1"
"805","502","0.0","RAD21",,"false","RAD21"
"806","502","0.0","PDS5B",,"false","PDS5B"
"808","501","0.0","CSF3R",,"false","CSF3R"
"809","501","0.0","CSF2",,"false","CSF2"
"811","489","0.3648648648648649","BTRC","1","false","BTRC"
"814","177","0.32432432432432434","CDH2","1","false","CDH2"
"817","371","0.0","RAD50",,"false","RAD50"
"819","100","0.3563133445945946","ERCC2","1","false","ERCC2"
"821","500","0.0","STX4",,"false","STX4"
"822","500","0.0","STXBP3",,"false","STXBP3"
"824","16","0.10424710424710425","ZMYM2",,"false","ZMYM2"
"826","499","0.0","EIF4E",,"false","EIF4E"
"827","499","0.0","DDX3X",,"false","DDX3X"
"829","92","0.3563133445945946","AURKB",,"false","AURKB"
"830","92","0.3563133445945946","CENPA",,"false","CENPA"
"833","99","0.0","FZR1",,"false","FZR1"
"835","40","0.3561081081081081","STAT6","1","false","STAT6"
"836","40","0.3561081081081081","NCOA1",,"false","NCOA1"
"838","498","0.0","NUTF2",,"false","NUTF2"
"839","498","0.0","NUP62",,"false","NUP62"
"841","13","0.0","TCEB3",,"false","TCEB3"
"844","73","0.3563133445945946","MBP",,"false","MBP"
"846","173","0.0","SMURF1",,"false","SMURF1"
"847","173","0.0","TGFBR1",,"false","TGFBR1"
"849","24","0.0","STRN",,"false","STRN"
"853","497","0.0","NXF1",,"false","NXF1"
"854","497","0.0","RAN",,"false","RAN"
"856","136","0.0","STUB1",,"false","STUB1"
"858","496","0.0","FHL5",,"false","FHL5"
"859","496","0.0","CREM",,"false","CREM"
"861","495","0.0","POU2AF1",,"false","POU2AF1"
"862","495","0.0","SLC22A1",,"false","SLC22A1"
"864","494","0.0","CFH",,"false","CFH"
"865","494","0.0","CFI",,"false","CFI"
"867","7","0.0","ASPSCR1",,"false","ASPSCR1"
"869","3","0.0","WDTC1",,"false","WDTC1"
"871","39","0.0","FAAP100",,"false","FAAP100"
"872","39","0.0","FANCA",,"false","FANCA"
"874","493","0.0","RFX2",,"false","RFX2"
"875","493","0.0","RFX1",,"false","RFX1"
"877","62","0.0","IL1A",,"false","IL1A"
"879","109","0.0","CUL2",,"false","CUL2"
"881","7","0.0","ANKZF1",,"false","ANKZF1"
"883","60","0.0","SNRPD3",,"false","SNRPD3"
"884","60","0.0","CLNS1A",,"false","CLNS1A"
"886","87","0.0","PIP5K1A",,"false","PIP5K1A"
"887","87","0.0","ARF1",,"false","ARF1"
"889","1","0.5080838231883259","PIAS2",,"false","PIAS2"
"892","492","0.0","DOK1",,"false","DOK1"
"893","492","0.0","TEC",,"false","TEC"
"895","491","0.0","CD3E",,"false","CD3E"
"896","491","0.0","CD247",,"false","CD247"
"898","47","0.0","HAND1",,"false","HAND1"
"899","47","0.0","HAND2",,"false","HAND2"
"903","490","0.0","NMUR2",,"false","NMUR2"
"904","490","0.0","NMU",,"false","NMU"
"908","186","0.32432432432432434","AKAP11",,"false","AKAP11"
"909","186","0.32432432432432434","GSK3B","1","false","GSK3B"
"911","460","0.3648648648648649","STAT3","1","false","STAT3"
"913","489","0.3648648648648649","SNAI1",,"false","SNAI1"
"915","488","0.0","ACTR8",,"false","ACTR8"
"916","488","0.0","RUVBL2",,"false","RUVBL2"
"918","113","0.0","CSNK1E",,"false","CSNK1E"
"919","113","0.0","MCC",,"false","MCC"
"921","487","0.0","MVB12A",,"false","MVB12A"
"922","487","0.0","CD2AP",,"false","CD2AP"
"924","7","0.0","VCPIP1",,"false","VCPIP1"
"926","57","0.0","DCTN1",,"false","DCTN1"
"928","486","0.0","SHOC2",,"false","SHOC2"
"929","486","0.0","NRAS",,"false","NRAS"
"931","6","0.0","MED23",,"false","MED23"
