__mclCluster	name	PRWP	score	Unnamed: 0
76.0	KMT5A	2.32407953773e+12	-1	129
23.0	AGO2	0.0	-1	130
26.0	GGA2	2.3293366419e+12	-1	131
188.0	SELE	0.0	-1	132
188.0	SELPLG	0.0	-1	133
189.0	COPS7B	2.32407953773e+12	-1	134
189.0	COPS5	2.32407953773e+12	0.12	135
190.0	SOD1	0.0	-1	136
190.0	RNF19A	0.0	-1	137
191.0	EEF1G	0.0	-1	138
77.0	PLSCR1	0.0	-1	139
41.0	IRAK1	2.64259058176e+12	-1	140
192.0	HIP1	0.0	-1	141
27.0	TIMP1	7.15136484913e+12	-1	142
193.0	SOS1	0.0	-1	143
193.0	HCK	0.0	-1	144
42.0	ZPR1	0.0	-1	145
34.0	ADCY5	2.32407953773e+12	-1	146
12.0	GNAI2	0.0	-1	147
194.0	RMI1	0.0	-1	148
194.0	RMI2	0.0	-1	149
28.0	SF3A3	0.0	-1	150
195.0	KCNJ6	0.0	-1	151
195.0	KCNJ3	0.0	-1	152
196.0	CPSF6	0.0	-1	153
197.0	SIX4	0.0	-1	154
197.0	EYA3	0.0	-1	155
16.0	ANAPC10	2.32407953773e+12	-1	156
43.0	RPL24	0.0	-1	157
37.0	GTF3C4	0.0	-1	158
37.0	GTF3C2	0.0	-1	159
198.0	BUB1	0.0	-1	160
198.0	KNL1	0.0	-1	161
199.0	PPP2R1B	0.0	-1	162
199.0	PPP2R5A	0.0	-1	163
-1	PHC2	-1	-1	164
200.0	EXOSC5	0.0	-1	165
200.0	EXOSC4	0.0	-1	166
201.0	DOT1L	0.0	-1	167
201.0	MLLT1	0.0	-1	168
202.0	RASSF4	0.0	-1	169
78.0	AP2A2	0.0	-1	170
-1	TOP3A	-1	-1	171
79.0	RGS16	0.0	-1	172
27.0	CD44	7.15136484913e+12	0.12	173
203.0	NID1	0.0	-1	174
203.0	HSPG2	0.0	-1	175
44.0	THOC3	0.0	-1	176
161.0	C4B	0.0	-1	177
204.0	C4A	0.0	-1	178
204.0	CR1	0.0	-1	179
205.0	PIK3R1	0.0	-1	180
205.0	TRAT1	0.0	-1	181
8.0	UBE2M	0.0	-1	182
80.0	GALNT1	2.32407953773e+12	-1	183
206.0	NF2	0.0	-1	184
206.0	AMOT	0.0	-1	185
45.0	PPP6R2	0.0	-1	186
207.0	CAPG	0.0	-1	187
81.0	PPP3CA	0.0	-1	188
-1	DAXX	-1	-1	189
1.0	DCAF8	2.32407953773e+12	-1	190
46.0	PPARGC1A	2.42415686404e+12	-1	191
208.0	MAP1B	0.0	-1	192
208.0	MAP1A	0.0	-1	193
209.0	BDKRB2	0.0	-1	194
209.0	NOS3	0.0	-1	195
82.0	JAM2	0.0	-1	196
83.0	EME1	0.0	-1	197
20.0	CXCL9	2.32407953773e+12	-1	198
6.0	GTF2I	2.43486341944e+12	-1	199
210.0	TRIM33	2.32407953773e+12	-1	200
210.0	SMAD2	2.32407953773e+12	0.12	201
169.0	TONSL	0.0	-1	202
211.0	MADCAM1	0.0	-1	203
-1	TERF2	-1	-1	204
84.0	RBSN	0.0	-1	205
212.0	SPG20	0.0	-1	206
212.0	ITCH	0.0	-1	207
192.0	CLTB	0.0	-1	208
213.0	STAG2	0.0	-1	209
214.0	GRAP2	0.0	-1	210
214.0	GAB3	0.0	-1	211
38.0	SAP30	0.0	-1	212
215.0	VPS29	0.0	-1	213
216.0	EIF4B	0.0	-1	214
217.0	PKNOX1	0.0	-1	215
217.0	HOXB6	0.0	-1	216
85.0	SH2D2A	0.0	-1	217
218.0	PSMG2	0.0	-1	218
218.0	PSMG1	0.0	-1	219
219.0	MYRIP	0.0	-1	220
219.0	MYO7A	0.0	-1	221
86.0	ARRB2	0.0	-1	222
5.0	GTF2F2	0.0	-1	223
2.0	PTK2	0.0	-1	224
220.0	CARM1	0.0	-1	225
221.0	PFDN1	0.0	-1	226
47.0	ARID4A	0.0	-1	227
48.0	TCEA1	0.0	-1	228
87.0	CUBN	0.0	-1	229
77.0	FCGR2A	0.0	-1	230
49.0	BRIP1	0.0	-1	231
222.0	ORAI1	0.0	-1	232
222.0	STIM1	0.0	-1	233
223.0	MARK2	0.0	-1	234
223.0	YWHAH	0.0	-1	235
224.0	WRN	0.0	-1	236
225.0	BBS1	0.0	-1	237
226.0	RPS6KB1	0.0	-1	238
226.0	RPTOR	0.0	-1	239
227.0	HEXIM2	0.0	-1	240
228.0	PRKAB2	0.0	-1	241
228.0	PRKAA2	0.0	-1	242
2.0	ITK	0.0	-1	243
229.0	TTI1	0.0	-1	244
88.0	ST8SIA4	0.0	-1	245
42.0	LGALS3	0.0	-1	246
80.0	GALNT2	2.32407953773e+12	-1	247
80.0	MUC1	2.32407953773e+12	0.12	248
230.0	SHFM1	0.0	-1	249
231.0	XCL1	0.0	-1	250
231.0	XCR1	0.0	-1	251
6.0	RELA	2.43486341944e+12	-1	252
232.0	PER1	0.0	-1	253
50.0	CD300LF	0.0	-1	254
233.0	RAD23B	0.0	-1	255
233.0	CETN2	0.0	-1	256
234.0	CHD1L	0.0	-1	257
-1	MYOD1	-1	-1	258
51.0	RASSF2	0.0	-1	259
89.0	GATAD2B	0.0	-1	260
235.0	CBS	0.0	-1	261
235.0	HTT	0.0	-1	262
236.0	KCNJ12	0.0	-1	263
237.0	DLG2	0.0	-1	264
237.0	CRIPT	0.0	-1	265
-1	CBX8	-1	-1	266
238.0	MMS19	0.0	-1	267
238.0	CIAO1	0.0	-1	268
90.0	PFDN6	0.0	-1	269
239.0	BAG3	0.0	-1	270
240.0	SNX2	0.0	-1	271
62.0	PTPN13	0.0	-1	272
62.0	TRIP6	0.0	-1	273
241.0	EFTUD2	0.0	-1	274
88.0	L1CAM	0.0	-1	275
88.0	NCAM1	0.0	-1	276
19.0	MOB4	0.0	-1	277
52.0	MOB1A	0.0	-1	278
242.0	VCAN	2.32407953773e+12	0.12	279
242.0	PLA2G2A	2.32407953773e+12	-1	280
243.0	ELN	0.0	-1	281
243.0	MFAP2	0.0	-1	282
91.0	RFC2	0.0	-1	283
24.0	UBB	0.0	-1	284
92.0	PAXIP1	0.0	-1	285
244.0	TSG101	0.0	-1	286
244.0	MGRN1	0.0	-1	287
245.0	AUP1	0.0	-1	288
245.0	UBE2G2	0.0	-1	289
246.0	CYB5A	2.32407953773e+12	0.12	290
246.0	CYB5R3	2.32407953773e+12	-1	291
-1	MAPK8	-1	-1	292
13.0	RCHY1	0.0	-1	293
93.0	SREBF2	2.32407953773e+12	-1	294
247.0	MAP3K5	2.33985085024e+12	0.120814325616	295
247.0	MAP2K4	2.33985085024e+12	-1	296
53.0	NFRKB	0.0	-1	297
10.0	UBASH3B	0.0	-1	298
248.0	FGB	0.0	-1	299
11.0	RPS7	0.0	-1	300
7.0	CDC6	0.0	-1	301
249.0	HNF1A	0.0	-1	302
54.0	MDM4	0.0	-1	303
250.0	F12	1.10164395955e+13	0.56881562356	304
250.0	CD93	1.10164395955e+13	-1	305
11.0	RPL23	0.0	-1	306
87.0	ALB	0.0	-1	307
87.0	LRP2	0.0	-1	308
251.0	RAB9A	0.0	-1	309
251.0	BCL3	0.0	-1	310
64.0	KLHL12	0.0	-1	311
94.0	EED	0.0	-1	312
252.0	INPP5D	0.0	-1	313
252.0	DOK3	0.0	-1	314
253.0	PIGR	0.0	-1	315
253.0	CD79A	0.0	-1	316
10.0	SPRY1	0.0	-1	317
5.0	GTF2B	0.0	-1	318
29.0	RPL12	0.0	-1	319
254.0	FLT3	0.0	-1	320
254.0	FLT3LG	0.0	-1	321
95.0	POLE3	0.0	-1	322
-1	HNRNPK	-1	-1	323
-1	UBE2D4	-1	-1	324
255.0	PIAS1	0.0	-1	325
12.0	GNGT2	0.0	-1	326
256.0	GEMIN2	0.0	-1	327
28.0	SNRPA1	0.0	-1	328
-1	PPARG	-1	-1	329
257.0	GCLM	0.0	-1	330
257.0	GCLC	0.0	-1	331
55.0	POLR1D	0.0	-1	332
258.0	NOP56	0.0	-1	333
258.0	NOP58	0.0	-1	334
259.0	GLMN	0.0	-1	335
259.0	FKBP4	0.0	-1	336
260.0	GHSR	0.0	-1	337
260.0	GHRL	0.0	-1	338
261.0	PPIB	0.0	-1	339
261.0	HSPA5	0.0	-1	340
262.0	SNTB1	0.0	-1	341
262.0	DTNA	0.0	-1	342
263.0	HERPUD1	0.0	-1	343
5.0	POLR2I	0.0	-1	344
96.0	KMT2A	0.0	-1	345
97.0	FLT4	2.32407953773e+12	-1	346
264.0	ZAP70	0.0	-1	347
-1	SERPINA3	-1	0.12	348
-1	CELA1	-1	-1	349
4.0	UBXN1	0.0	-1	350
265.0	RAPSN	0.0	-1	351
265.0	MUSK	0.0	-1	352
266.0	CKS2	2.32407953773e+12	-1	353
266.0	CCNB1	2.32407953773e+12	0.12	354
177.0	KAT2A	0.0	-1	355
26.0	CLTA	2.3293366419e+12	-1	356
267.0	CNTN1	0.0	-1	357
267.0	TNR	0.0	-1	358
268.0	HYPK	0.0	-1	359
268.0	NAA15	0.0	-1	360
98.0	ECI2	0.0	-1	361
269.0	ELP3	0.0	-1	362
269.0	ELP2	0.0	-1	363
270.0	SLC2A1	0.0	-1	364
271.0	RYR1	0.0	-1	365
271.0	CACNA1S	0.0	-1	366
99.0	F5	3.71321278548e+12	0.191725595886	367
272.0	AKT2	0.0	-1	368
273.0	MTA2	0.0	-1	369
273.0	MBD2	0.0	-1	370
100.0	SMURF2	0.0	-1	371
274.0	STX12	0.0	-1	372
274.0	EPB42	0.0	-1	373
91.0	CHTF18	0.0	-1	374
91.0	RFC3	0.0	-1	375
101.0	STX1A	0.0	-1	376
73.0	PABPC1	0.0	-1	377
73.0	PAN2	0.0	-1	378
102.0	HLA-G	0.0	-1	379
103.0	RHAG	0.0	-1	380
11.0	CSNK1D	0.0	-1	381
7.0	NPAT	0.0	-1	382
275.0	NME1	0.0	-1	383
275.0	NME2	0.0	-1	384
12.0	GNG11	0.0	-1	385
1.0	DCAF6	2.32407953773e+12	-1	386
276.0	C3	0.0	-1	387
30.0	ZNRF1	0.0	-1	388
21.0	MED24	0.0	-1	389
277.0	ATP6V1B1	0.0	-1	390
277.0	ATP6V0A1	0.0	-1	391
53.0	TFPT	0.0	-1	392
104.0	MS4A2	0.0	-1	393
278.0	ASF1B	0.0	-1	394
278.0	IPO4	0.0	-1	395
279.0	MYH9	0.0	-1	396
279.0	S100A4	0.0	-1	397
-1	GPS1	-1	-1	398
280.0	TBL1XR1	0.0	-1	399
89.0	GATAD2A	0.0	-1	400
281.0	PLA2R1	0.0	-1	401
281.0	PLA2G10	0.0	-1	402
-1	RPS23	-1	-1	403
282.0	GRIK4	0.0	-1	404
282.0	GRIK2	0.0	-1	405
283.0	SUMO3	0.0	-1	406
283.0	UBA2	0.0	-1	407
284.0	ZNF350	0.0	-1	408
284.0	TRIM28	0.0	-1	409
285.0	MED9	0.0	-1	410
285.0	MED28	0.0	-1	411
286.0	FANCC	0.0	-1	412
286.0	ZBTB32	0.0	-1	413
5.0	CTCF	0.0	-1	414
287.0	USP1	0.0	-1	415
287.0	WDR48	0.0	-1	416
1.0	DCAF5	2.32407953773e+12	-1	417
288.0	CSTB	0.0	-1	418
14.0	RCN2	0.0	-1	419
105.0	POLR3G	0.0	-1	420
2.0	TUBA3C	0.0	-1	421
95.0	POLE	0.0	-1	422
95.0	POLE2	0.0	-1	423
289.0	GJC1	0.0	-1	424
290.0	MET	0.0	-1	425
291.0	POMP	0.0	-1	426
291.0	PSMB9	0.0	-1	427
-1	COPZ1	-1	-1	428
292.0	PLG	0.0	-1	429
292.0	PLAU	0.0	-1	430
106.0	MED29	0.0	-1	431
13.0	RNF111	0.0	-1	432
22.0	ING2	0.0	-1	433
293.0	ETV1	2.61418200243e+12	0.134978960573	434
-1	SPOP	-1	-1	435
8.0	CDC25A	0.0	-1	436
294.0	ACKR2	4.14999527487e+12	-1	437
294.0	CCL2	4.14999527487e+12	0.214278136742	438
178.0	MED15	0.0	-1	439
295.0	ACPP	2.32407953773e+12	0.12	440
295.0	ERBB2	2.32407953773e+12	-1	441
107.0	NCF2	0.0	-1	442
-1	WDR5	-1	-1	443
296.0	TRADD	0.0	-1	444
56.0	MRE11A	6.97223861319e+12	-1	445
108.0	MYL12A	0.0	-1	446
297.0	GTF2A2	0.0	-1	447
297.0	GTF2A1L	0.0	-1	448
65.0	MALT1	2.32407953773e+12	-1	449
65.0	IKBKG	2.32407953773e+12	-1	450
298.0	UBA3	0.0	-1	451
74.0	ITGA1	2.32407953773e+12	-1	452
74.0	COL8A1	2.32407953773e+12	0.12	453
3.0	IKZF1	0.0	-1	454
109.0	ATR	0.0	-1	455
299.0	PRIM1	0.0	-1	456
300.0	EDA	0.0	-1	457
300.0	EDA2R	0.0	-1	458
301.0	THBS1	3.87346589622e+12	0.2	459
301.0	DCN	3.87346589622e+12	-1	460
-1	RNF168	-1	-1	461
302.0	FOXK1	0.0	-1	462
302.0	BAP1	0.0	-1	463
303.0	STX7	0.0	-1	464
303.0	VAMP7	0.0	-1	465
304.0	RPAP3	0.0	-1	466
304.0	PIH1D1	0.0	-1	467
305.0	WAS	0.0	-1	468
305.0	FNBP1	0.0	-1	469
110.0	CSE1L	2.32407953773e+12	-1	470
15.0	TOPORS	0.0	-1	471
9.0	SOCS2	0.0	-1	472
-1	XRCC6	-1	-1	473
20.0	CCL11	2.32407953773e+12	-1	474
111.0	ERBIN	0.0	-1	475
306.0	CASP9	0.0	-1	476
-1	POLR2B	-1	-1	477
112.0	IL7R	0.0	-1	478
13.0	CHFR	0.0	-1	479
2.0	GRIN2B	0.0	-1	480
113.0	RPA2	2.32407953773e+12	-1	481
114.0	GABARAPL2	0.0	-1	482
307.0	MSN	0.0	-1	483
46.0	THRA	2.42415686404e+12	-1	484
308.0	SGK1	0.0	-1	485
308.0	SLC9A3R2	0.0	-1	486
115.0	MPRIP	0.0	-1	487
39.0	VIL1	2.33985085024e+12	-1	488
309.0	TNFRSF1B	0.0	-1	489
150.0	ARF6	0.0	-1	490
310.0	UBE2W	0.0	-1	491
3.0	PEX14	0.0	-1	492
311.0	CASP6	2.32407953773e+12	-1	493
311.0	LMNB1	2.32407953773e+12	0.12	494
86.0	AP2M1	0.0	-1	495
116.0	TRAF3	0.0	-1	496
117.0	LAS1L	0.0	-1	497
312.0	DOC2B	0.0	-1	498
312.0	UNC13B	0.0	-1	499
313.0	ITGA5	2.39787134318e+12	0.123810117731	500
313.0	ITGB3	2.39787134318e+12	-1	501
314.0	MAPK10	0.0	-1	502
314.0	ARRB1	0.0	-1	503
315.0	CABP2	0.0	-1	504
57.0	EIF2B1	0.0	-1	505
256.0	GEMIN6	0.0	-1	506
58.0	IFNGR1	0.0	-1	507
86.0	AP1B1	0.0	-1	508
25.0	DARS	0.0	-1	509
3.0	HMG20B	0.0	-1	510
1.0	DCAF11	2.32407953773e+12	-1	511
31.0	KDM4A	0.0	-1	512
98.0	PEX5	0.0	-1	513
98.0	CRAT	0.0	-1	514
316.0	GRK1	0.0	-1	515
316.0	RHO	0.0	-1	516
317.0	EXOC4	0.0	-1	517
317.0	EXOC3	0.0	-1	518
318.0	PSEN2	0.0	-1	519
319.0	GCG	0.0	-1	520
319.0	GLP1R	0.0	-1	521
320.0	AKAP12	5.20543672214e+12	-1	522
320.0	ADRB2	5.20543672214e+12	0.268774108853	523
321.0	F9	0.0	-1	524
322.0	GDF9	0.0	-1	525
322.0	BMPR1A	0.0	-1	526
118.0	PLRG1	0.0	-1	527
323.0	TAL1	0.0	-1	528
324.0	APOC2	0.0	-1	529
324.0	LPL	0.0	-1	530
2.0	NPHS1	0.0	-1	531
102.0	CD8A	0.0	-1	532
102.0	CD8B	0.0	-1	533
325.0	C2	2.32407953773e+12	0.12	534
325.0	C5	2.32407953773e+12	-1	535
326.0	COPS4	0.0	-1	536
306.0	VIM	0.0	-1	537
327.0	UCN	0.0	-1	538
327.0	CRHR2	0.0	-1	539
16.0	CDC26	2.32407953773e+12	-1	540
59.0	ARHGAP21	0.0	-1	541
328.0	CCNE1	2.56648337078e+12	-1	542
329.0	RPLP2	0.0	-1	543
119.0	KLRC2	0.0	-1	544
321.0	F8	0.0	-1	545
330.0	TERF2IP	0.0	-1	546
116.0	TNFSF4	0.0	-1	547
116.0	TNFRSF4	0.0	-1	548
331.0	POLR1B	0.0	-1	549
331.0	POLR1E	0.0	-1	550
120.0	CTSD	0.0	-1	551
92.0	RBBP5	0.0	-1	552
92.0	NCOA6	0.0	-1	553
332.0	SNRPB	0.0	-1	554
332.0	SNRPE	0.0	-1	555
333.0	BIRC7	0.0	-1	556
333.0	DIABLO	0.0	-1	557
334.0	CD209	0.0	-1	558
334.0	ICAM3	0.0	-1	559
335.0	CD244	0.0	-1	560
335.0	CD48	0.0	-1	561
121.0	TGFBRAP1	0.0	-1	562
85.0	FCGR3A	0.0	-1	563
-1	POLR1A	-1	-1	564
-1	POLR2E	-1	-1	565
49.0	MSH2	0.0	-1	566
-1	UHRF1	-1	-1	567
96.0	CDX2	0.0	-1	568
66.0	DKC1	0.0	-1	569
66.0	NHP2	0.0	-1	570
336.0	CDK5R1	0.0	-1	571
336.0	CDK5RAP3	0.0	-1	572
4.0	NPLOC4	0.0	-1	573
337.0	CBLC	0.0	-1	574
122.0	GNG7	0.0	-1	575
338.0	MID2	0.0	-1	576
338.0	IGBP1	0.0	-1	577
-1	MYBL2	-1	-1	578
339.0	NFKB2	0.0	-1	579
11.0	GNL3	0.0	-1	580
-1	PSMD3	-1	-1	581
340.0	RNF20	0.0	-1	582
340.0	RNF40	0.0	-1	583
341.0	TRDN	0.0	-1	584
341.0	CASQ2	0.0	-1	585
342.0	XK	0.0	-1	586
342.0	KEL	0.0	-1	587
170.0	IRF3	0.0	-1	588
343.0	FBXW7	0.0	-1	589
4.0	UBXN4	0.0	-1	590
123.0	BMP8B	0.0	-1	591
54.0	PNN	0.0	-1	592
1.0	DCAF1	2.32407953773e+12	-1	593
344.0	PRKD1	0.0	-1	594
84.0	RAB5A	0.0	-1	595
84.0	RAB7A	0.0	-1	596
-1	CBX5	-1	-1	597
255.0	DNMT3A	0.0	-1	598
115.0	KRT18	0.0	-1	599
-1	TAF4	-1	-1	600
-1	ARPC5	-1	-1	601
345.0	ATG3	0.0	-1	602
345.0	MAP1LC3A	0.0	-1	603
346.0	AP1G1	0.0	-1	604
49.0	MLH1	0.0	-1	605
49.0	MSH6	0.0	-1	606
347.0	IL1B	0.0	-1	607
347.0	A2M	0.0	-1	608
348.0	PRPH2	0.0	-1	609
348.0	ROM1	0.0	-1	610
349.0	IGFBP3	4.69400216368e+12	0.122367031979	611
349.0	KLK3	4.69400216368e+12	0.12	612
-1	DDX58	-1	-1	613
25.0	AIMP1	0.0	-1	614
-1	COPA	-1	-1	615
350.0	NPR2	0.0	-1	616
350.0	NPPC	0.0	-1	617
351.0	PRLH	0.0	-1	618
351.0	PRLHR	0.0	-1	619
22.0	KLF16	0.0	-1	620
83.0	ERCC1	0.0	-1	621
83.0	SLX4	0.0	-1	622
352.0	TRAK1	0.0	-1	623
352.0	RHOT1	0.0	-1	624
15.0	JUN	0.0	-1	625
124.0	CDH3	0.0	-1	626
7.0	CCND2	0.0	-1	627
353.0	TERT	0.0	-1	628
44.0	THOC5	0.0	-1	629
-1	NEDD4	-1	-1	630
22.0	KLF11	0.0	-1	631
264.0	CBLB	0.0	-1	632
2.0	VAV1	0.0	-1	633
14.0	MAP3K3	0.0	-1	634
211.0	ITGA4	0.0	-1	635
191.0	SUMO2	0.0	-1	636
45.0	PPP6R1	0.0	-1	637
31.0	PRMT5	0.0	-1	638
354.0	TAF12	0.0	-1	639
354.0	TAF11	0.0	-1	640
355.0	USP7	0.0	-1	641
356.0	HLTF	0.0	-1	642
356.0	RAD18	0.0	-1	643
104.0	RASA1	0.0	-1	644
357.0	SNTA1	0.0	-1	645
357.0	ABCA1	0.0	-1	646
358.0	FLNA	0.0	-1	647
358.0	DRD1	0.0	-1	648
359.0	LNX2	0.0	-1	649
359.0	NUMB	0.0	-1	650
112.0	CD40	0.0	-1	651
112.0	JAK3	0.0	-1	652
360.0	CST3	0.0	-1	653
360.0	CTSS	0.0	-1	654
2.0	GRIN2A	0.0	-1	655
-1	CD19	-1	-1	656
-1	CST7	-1	-1	657
288.0	CTSB	0.0	-1	658
361.0	SMC2	2.32407953773e+12	0.12	659
272.0	HSP90AB1	0.0	-1	660
-1	CCT2	-1	-1	661
17.0	RANBP2	0.0	-1	662
362.0	IL15RA	0.0	-1	663
362.0	IL2RG	0.0	-1	664
-1	CD81	-1	-1	665
71.0	TRIM24	0.0	-1	666
59.0	CYTH1	0.0	-1	667
346.0	AP1M1	0.0	-1	668
363.0	CHRNA3	0.0	-1	669
363.0	CHRNB4	0.0	-1	670
364.0	RGS19	0.0	-1	671
364.0	GNAI1	0.0	-1	672
-1	PSMD1	-1	-1	673
365.0	CREB1	0.0	-1	674
365.0	ATF1	0.0	-1	675
17.0	PTHLH	0.0	-1	676
32.0	CDC42EP5	0.0	-1	677
60.0	LSM3	0.0	-1	678
42.0	PRDX1	0.0	-1	679
366.0	TICAM1	0.0	-1	680
366.0	TRAF1	0.0	-1	681
97.0	NRP1	2.32407953773e+12	0.12	682
367.0	NUDC	0.0	-1	683
367.0	PAFAH1B1	0.0	-1	684
125.0	HNRNPA2B1	0.0	-1	685
-1	NPM1	-1	-1	686
368.0	TMED9	0.0	-1	687
368.0	TMED10	0.0	-1	688
7.0	CDT1	0.0	-1	689
96.0	CREBBP	0.0	-1	690
369.0	CDCA8	0.0	-1	691
2.0	DLG4	0.0	-1	692
370.0	ITGB2	0.0	-1	693
370.0	TLN1	0.0	-1	694
371.0	ZWINT	0.0	-1	695
371.0	BECN1	0.0	-1	696
372.0	CDC73	0.0	-1	697
373.0	PLK1	2.33985085024e+12	0.120814325616	698
373.0	BORA	2.33985085024e+12	-1	699
374.0	PLXNB1	0.0	-1	700
374.0	RND3	0.0	-1	701
375.0	NCKAP1	0.0	-1	702
-1	MAPK8IP1	-1	-1	703
-1	CBX2	-1	-1	704
376.0	FGA	0.0	-1	705
376.0	PLAT	0.0	-1	706
76.0	KIAA0101	2.32407953773e+12	0.12	707
-1	RPS15	-1	-1	708
126.0	TIPRL	0.0	-1	709
93.0	NTRK3	2.32407953773e+12	0.12	710
315.0	CAMK2G	0.0	-1	711
377.0	CTSL	0.0	-1	712
377.0	SERPINB13	0.0	-1	713
378.0	VDAC1	2.32407953773e+12	0.12	714
378.0	CKMT1A	2.32407953773e+12	-1	715
379.0	MEF2C	0.0	-1	716
379.0	HDAC7	0.0	-1	717
380.0	PRPF3	0.0	-1	718
