clusters	score	genes
1115	0.5	C1orf168:0.0,FDFT1:0.272714418721
1133	0.5	CLEC4M:0.0,CEACAM1:0.272714418721
1140	0.5	BMI1:0.272714418721,FOXS1:0.0
1142	0.5	RCVRN:0.0,TOP1:0.272714418721
1147	0.5	EPHA2:0.272714418721,CLDN4:0.0
1148	0.5	ITIH3:0.0,SPINT2:0.272714418721
1156	0.5	ADAM10:0.272714418721,OR4S2:0.0
1158	0.5	VCAM1:0.0,SPARC:0.272714418721
1179	0.5	CSTB:0.0,CTSH:0.272714418721
1199	0.5	LEF1:0.272714418721,NRARP:0.0
1207	0.5	PAPPA2:0.0,IGFBP5:0.272714418721
1217	0.5	GFI1:0.272714418721,U2AF1L4:0.0
1219	0.5	ALG10:0.0,KCNH2:0.272714418721
1227	0.5	MLNR:0.0,GHRHR:0.272714418721
1249	0.5	TNFRSF11A:0.272714418721,TMPRSS15:0.0
1251	0.5	CXCR4:0.272714418721,CXCL14:0.0
1276	0.5	WIF1:0.272714418721,WNT11:0.0
1311	0.5	CD1B:0.0,PSAP:0.272714418721
1312	0.5	CTAG1B:0.272714418721,HLA-DRB4:0.0
1319	0.5	BMP4:0.272714418721,GREM2:0.0
1330	0.5	ITGAV:0.272714418721,IL32:0.0
1334	0.5	PSD2:0.0,PMS2:0.272714418721
1344	0.5	KPNA5:0.0,SKP2:0.272714418721
1352	0.5	KCNJ6:0.0,BIRC5:0.272714418721
1359	0.5	GSTA2:0.272714418721,GSTA1:0.0
1370	0.5	ERAL1:0.0,ALOX15B:0.272714418721
1380	0.5	TRIM69:0.0,RECK:0.272714418721
862	0.480006912925	TLR5:0.12,PRKD1:0.272714418721,IRAK1:0.0
895	0.480006912925	GPD2:0.272714418721,FAF2:0.12,LPCAT1:0.0
1139	0.477359301545	GSTO1:0.12,GSTT1:0.140365528884
1196	0.444360501941	MAP3K7:0.12,JAZF1:0.122367031979
1007	0.440020738774	TAF9:0.0,EHBP1:0.24
1092	0.440020738774	BRD4:0.12,PGAM2:0.12
399	0.4	RUNX2:0.272714418721,PIN1:0.272714418721,SULT4A1:0.0,PPM1D:0.0,GPHN:0.0
450	0.4	PKN2:0.0,MAPK8:0.272714418721,APBB1:0.0,FAM193B:0.0,CDC25A:0.272714418721
474	0.4	HEMGN:0.0,PELP1:0.272714418721,FAM129A:0.0,NPM1:0.272714418721,FOXK1:0.0
641	0.360005184694	FBLN5:0.12,EFEMP2:0.0,ELN:0.0,SOD3:0.272714418721
594	0.333996889183	GSPT1:0.0,RNASEL:0.364343069953,NPHS2:0.0,IQGAP1:0.0
354	0.333333333333	PGAM5:0.0,RRM2:0.0,DNM1L:0.0,MAGEA1:0.272714418721,SCG3:0.0,MAGEA3:0.272714418721
703	0.333333333333	ATG16L2:0.0,FKBP8:0.0,CHUK:0.272714418721
707	0.333333333333	EPOR:0.272714418721,SYP:0.0,VAMP2:0.0
715	0.333333333333	NUPR1:0.272714418721,MYOD1:0.0,BHLHA15:0.0
717	0.333333333333	ZBTB22:0.0,HEY1:0.272714418721,GATA1:0.0
719	0.333333333333	AGER:0.272714418721,RHOA:0.0,GMIP:0.0
722	0.333333333333	MOK:0.0,S100P:0.272714418721,SDF4:0.0
723	0.333333333333	HSPD1:0.272714418721,BCL2L13:0.0,SLC25A4:0.0
732	0.333333333333	S100A5:0.0,AREG:0.272714418721,S100A2:0.0
739	0.333333333333	GAPDH:0.272714418721,NUDT2:0.0,CSF1:0.0
751	0.333333333333	FZD2:0.0,ROR2:0.0,WNT5A:0.272714418721
757	0.333333333333	TLR1:0.272714418721,CBFB:0.0,DHX36:0.0
761	0.333333333333	IKBKB:0.272714418721,MLST8:0.0,ZC3H12A:0.0
774	0.333333333333	HRG:0.0,FGG:0.272714418721,FGA:0.0
778	0.333333333333	UBE2C:0.0,UBE3D:0.0,CCNB1:0.272714418721
796	0.333333333333	GKN2:0.0,MUC6:0.272714418721,TFF1:0.0
797	0.333333333333	CNOT2:0.0,CNOT7:0.0,SCARA3:0.272714418721
814	0.333333333333	PPP3CB:0.0,TBC1D10C:0.0,CACNA1H:0.272714418721
815	0.333333333333	JUND:0.272714418721,SLC25A12:0.0,HBZ:0.0
846	0.333333333333	SLC39A7:0.0,KRI1:0.0,CSNK2A1:0.272714418721
859	0.333333333333	SGPP1:0.0,GNA12:0.272714418721,S1PR5:0.0
866	0.333333333333	BARX2:0.0,SRF:0.272714418721,EPC1:0.0
901	0.333333333333	LSM1:0.272714418721,PRPF3:0.0,ZBTB8A:0.0
902	0.333333333333	TXNIP:0.272714418721,APOBEC1:0.0,KPNA2:0.0
917	0.333333333333	SCUBE3:0.0,SCUBE1:0.0,MMP2:0.272714418721
927	0.333333333333	SERPINB13:0.0,PLGRKT:0.0,PLG:0.272714418721
937	0.333333333333	FYB:0.0,BCAR1:0.272714418721,PEAK1:0.0
938	0.333333333333	JAG1:0.272714418721,NEURL1:0.0,CD46:0.0
816	0.293347159183	LRP2:0.0,M6PR:0.12,SHBG:0.12
845	0.293347159183	ZIC2:0.12,CASP2:0.0,PRKDC:0.12
437	0.289740053022	CTRC:0.0,GZMM:0.0,SGCD:0.0,KLK4:0.272714418721,SERPINA3:0.122367031979
1059	0.277940023507	PTGS2:0.1515965039,PTGIS:0.0
1090	0.270954478429	CXCL12:0.147786386169,CCR10:0.0
1310	0.263453057814	CPM:0.0,EGF:0.143694895044
310	0.253986685717	MMP10:0.0,MMP9:0.142880569428,CXCL1:0.0,MMP26:0.272714418721,HAPLN1:0.0,CXCL2:0.0
277	0.250188617602	PTPRR:0.0,KIF3A:0.0,RHOU:0.0,MAPK14:0.272714418721,DUSP26:0.0,GSTP1:0.204895885219,NOXA1:0.0
496	0.25	F9:0.0,SERPINC1:0.272714418721,GZMA:0.0,ANP32A:0.0
525	0.25	TMEM67:0.0,DMKN:0.0,HSPA5:0.272714418721,HSPA6:0.0
536	0.25	RNF43:0.0,SOD1:0.272714418721,DYNC2LI1:0.0,HECW1:0.0
539	0.25	GPR17:0.0,GNA13:0.272714418721,SIVA1:0.0,S1PR4:0.0
545	0.25	MYD88:0.0,STAP1:0.0,CYTH2:0.0,PTK2B:0.272714418721
552	0.25	VWA1:0.0,HSPG2:0.272714418721,CLSTN1:0.0,LTBP2:0.0
554	0.25	ADORA1:0.0,ADORA2A:0.0,USP4:0.0,CNR1:0.272714418721
583	0.25	SPRY1:0.0,MKNK1:0.0,SPRY2:0.272714418721,CTNNA3:0.0
588	0.25	SDC2:0.0,CSF2RA:0.0,SDC4:0.0,TIAM1:0.272714418721
613	0.25	GRIN1:0.0,ERBB4:0.272714418721,PLCB4:0.0,LRRC1:0.0
614	0.25	HMGN2:0.0,CCR2:0.272714418721,DEFB103B:0.0,DEFB4B:0.0
615	0.25	VIPR1:0.272714418721,SLC31A2:0.0,RAMP1:0.0,RAMP2:0.0
626	0.25	CTGF:0.0,FGFR1OP:0.0,FGFR2:0.272714418721,FGFR3:0.0
643	0.25	GP1BA:0.0,PLEKHH2:0.0,TGFB1I1:0.272714418721,GP1BB:0.0
645	0.25	GLI2:0.272714418721,FST:0.0,FSTL3:0.0,ADAM8:0.0
649	0.25	TWIST2:0.0,BRAP:0.0,TWIST1:0.272714418721,HES6:0.0
650	0.25	RXFP1:0.0,AKAP5:0.0,RLN1:0.272714418721,GABRB3:0.0
655	0.25	VPS33A:0.0,UVRAG:0.0,TGFBRAP1:0.0,TGFB2:0.272714418721
660	0.25	GAS1:0.0,IHH:0.0,SHH:0.272714418721,HHIP:0.0
1071	0.249979634547	FBLN2:0.0,ITGB3:0.136346101455
337	0.244509108591	ANKS1B:0.0,ITGB7:0.0,SAT1:0.0,MAPK8IP1:0.272714418721,ITGA9:0.0,ITGA6:0.127372537808
143	0.244002073877	CEBPG:0.0,RNF187:0.0,SLC4A8:0.0,ITGAX:0.0,SNRK:0.0,EPHB4:0.272714418721,HHEX:0.0,JUN:0.272714418721,CITED1:0.0,NFE2L2:0.12
315	0.241668415638	CRIP2:0.0,UXT:0.122724350242,ALPL:0.0,NME5:0.0,RELA:0.272714418721,NR1H4:0.0
314	0.240169345425	VEGFD:0.0,VEGFC:0.272714418721,NRP2:0.0,PLXNA2:0.0,PLXNA1:0.0,NRP1:0.120271441872
68	0.240003456462	CUX1:0.0,MNT:0.0,FOXA3:0.12,ZFP36:0.272714418721,MAD1L1:0.12,HOXB3:0.0,FOXC1:0.12,PPP2R3A:0.0,PBX1:0.272714418721,SOX18:0.0,ATOH1:0.0,HOXC6:0.0,NEUROD6:0.0,ERF:0.0,HOXD11:0.0,RFX1:0.0,HOXD10:0.0,HMGB1:0.272714418721
1177	0.235990335743	BAD:0.128715934472,BCL2L11:0.0
1107	0.23000012444	TLR6:0.125448700485,TRAP1:0.0
1099	0.228331467656	CD151:0.0,MMP7:0.124538566955
527	0.227502685677	KLK5:0.128173050727,SPINK5:0.12,CAMP:0.0,KLK14:0.0
1076	0.225502913802	NDRG1:0.122995792115,ZNF155:0.0
980	0.225005246913	EIF3H:0.122724350242,TMEM203:0.0
1186	0.225005246913	TXNDC17:0.0,TYMS:0.122724350242
1299	0.225005246913	PODXL:0.122724350242,SELE:0.0
343	0.224501510476	HOXD4:0.0,ASB8:0.0,ETV4:0.125720142357,ZNF490:0.0,HOXB13:0.241628651232,TIGD4:0.0
1307	0.223991704491	HOOK3:0.0,MSR1:0.122171534977
1018	0.222001036938	RHBDF1:0.0,TGFA:0.121085767488
1206	0.22150337005	IL27:0.120814325616,EBI3:0.0
1349	0.220508036275	CDCA7L:0.0,ZGPAT:0.120271441872
1006	0.220010369387	PSMD6:0.0,ATAD3A:0.12
1028	0.220010369387	ARID1A:0.0,TOP2A:0.12
1078	0.220010369387	EIF2AK2:0.12,AIM2:0.0
1083	0.220010369387	USP14:0.0,PPP3CA:0.12
1098	0.220010369387	DEFB1:0.12,CCR6:0.0
1108	0.220010369387	PDE4D:0.12,AKAP12:0.0
1125	0.220010369387	PDIA3:0.12,ERP27:0.0
1209	0.220010369387	VDAC3:0.0,SERINC3:0.12
1273	0.220010369387	MTHFD2:0.0,NAGK:0.12
1278	0.220010369387	MND1:0.0,PSMC3IP:0.12
1327	0.220010369387	ATP7B:0.12,GLRX:0.0
1355	0.220010369387	PRDX4:0.0,TXNDC5:0.12
237	0.205717248396	GTF3A:0.0,CXCR2:0.0,ADCY1:0.0,GNAI2:0.0,RASD1:0.12,LHB:0.272714418721,NCF1:0.0
235	0.201192126877	CYP4A11:0.0,CYP2E1:0.12,CYP4F2:0.0,CYP3A5:0.130540082706,CYP3A4:0.0,CYP17A1:0.133535874821,CYB5A:0.0
367	0.2	NRK:0.0,LIMK1:0.272714418721,CLCN5:0.0,CFL1:0.0,PLD1:0.0
376	0.2	ZBTB25:0.0,FHL2:0.272714418721,KIAA1217:0.0,SPHK2:0.0,RFX3:0.0
378	0.2	PURA:0.272714418721,SDE2:0.0,MEPCE:0.0,DTYMK:0.0,UBE2NL:0.0
387	0.2	KCNA4:0.0,ROBO2:0.0,KCNRG:0.272714418721,KCNA3:0.0,KCNA1:0.0
388	0.2	RARA:0.272714418721,WTIP:0.0,ASXL2:0.0,RAB4A:0.0,HACE1:0.0
397	0.2	BATF2:0.0,BATF:0.0,RBM4:0.0,EPAS1:0.272714418721,DBP:0.0
401	0.2	GINS3:0.0,MCM2:0.272714418721,MMS22L:0.0,ASF1A:0.0,MCM6:0.0
403	0.2	ACTN2:0.0,LRP12:0.0,CACNA1D:0.0,ANG:0.272714418721,FBXL22:0.0
414	0.2	BIRC7:0.0,HTRA4:0.0,XIAP:0.272714418721,RNF10:0.0,TRIM25:0.0
418	0.2	SYNCRIP:0.0,NAXD:0.0,SGTA:0.272714418721,GGH:0.0,SYT11:0.0
422	0.2	TRIP10:0.0,WASL:0.0,CIB1:0.0,FABP3:0.0,ITGA2:0.272714418721
426	0.2	FUT7:0.0,ECH1:0.0,F8A3:0.0,GLDC:0.0,TLR10:0.272714418721
434	0.2	COPB1:0.0,DDHD2:0.0,COPE:0.272714418721,DRD3:0.0,COPG1:0.0
435	0.2	RND3:0.272714418721,RND1:0.0,RGS14:0.0,RND2:0.0,ARHGAP35:0.0
440	0.2	SMAD6:0.0,SMAD7:0.272714418721,SKIL:0.0,RNF165:0.0,FKBP1A:0.0
445	0.2	CACNB2:0.0,CACNB1:0.0,CACNA1C:0.0,BIN1:0.272714418721,GEM:0.0
452	0.2	WDR11:0.0,NOTCH1:0.272714418721,NCKAP1L:0.0,RBP3:0.0,NUMBL:0.0
459	0.2	SMNDC1:0.0,WWC3:0.0,MAPKAPK2:0.272714418721,IFT88:0.0,PREX1:0.0
461	0.2	DVL1:0.272714418721,ARHGEF19:0.0,FNBP1L:0.0,RHOD:0.0,DAAM1:0.0
472	0.2	FSD1:0.0,AATK:0.0,CDK5:0.272714418721,C1orf61:0.0,MYCN:0.0
479	0.2	TRRAP:0.0,SPICE1:0.0,ZNF606:0.0,ESRRA:0.272714418721,C2CD5:0.0
481	0.2	GALNTL5:0.0,ACR:0.0,TP53BP1:0.272714418721,TERF2:0.0,CRB2:0.0
818	0.183634459378	CILP:0.0,LRRC32:0.0,TGFB1:0.150239294539
139	0.181818181818	TAC1:0.0,NPPB:0.0,DPP4:0.272714418721,GHRH:0.272714418721,PYY:0.0,FAP:0.0,AVPR1A:0.0,ADCYAP1:0.0,VIP:0.0,GCG:0.0,GIP:0.0
477	0.180730202104	TERT:0.12643866006,DDX51:0.0,SLC7A11:0.0,STEAP4:0.12,ACD:0.0
199	0.180002592347	CRYGC:0.0,AVP:0.0,LALBA:0.0,LBH:0.0,NGF:0.272714418721,CRYAB:0.12,FCGR2A:0.0,ADAM2:0.0
793	0.174640038101	CXCL8:0.142880569428,IL5:0.0,PF4:0.0
130	0.171821021145	DLX2:0.0,NCOR2:0.272714418721,OPN1LW:0.0,PPFIA4:0.0,MSX1:0.0,TXNRD2:0.12,KLRC3:0.0,SLC30A9:0.0,NR5A2:0.0,NCOA2:0.122724350242,DLX5:0.0
118	0.167549061006	TG:0.0,IGFBP4:0.272714418721,CTSD:0.12,IGFBP3:0.155602118632,PI4K2A:0.0,SERPINA4:0.0,SNAP29:0.0,PAPPA:0.0,CCL20:0.0,CD7:0.0,ATP6V0A1:0.0,CTSL:0.0
297	0.166666666667	DCAF1:0.0,PCDHGC3:0.0,NR4A1:0.272714418721,PREPL:0.0,PHIP:0.0,MYT1L:0.0
300	0.166666666667	HAT1:0.0,BSG:0.272714418721,UBR4:0.0,UBE2A:0.0,ETNK2:0.0,CMTM2:0.0
302	0.166666666667	TPST2:0.0,CCL26:0.0,CCR1:0.272714418721,CCR8:0.0,GPR1:0.0,TPST1:0.0
303	0.166666666667	STC2:0.0,LOXL1:0.0,MFAP2:0.0,S100A7:0.0,TGFBI:0.272714418721,FBN1:0.0
319	0.166666666667	CXCR1:0.0,CCL7:0.0,LPP:0.0,CXCR3:0.272714418721,TJP2:0.0,LASP1:0.0
324	0.166666666667	IL3:0.0,SMPD2:0.0,PIK3CD:0.0,ERAS:0.0,PIK3CG:0.272714418721,CD37:0.0
326	0.166666666667	ADH6:0.0,IGFBP1:0.272714418721,HNF1A:0.0,RYR3:0.0,TBCA:0.0,DLEU1:0.0
334	0.166666666667	PIP4K2A:0.0,PIP4K2C:0.0,MAL:0.272714418721,TEC:0.0,PIK3AP1:0.0,BTK:0.0
335	0.166666666667	AKT3:0.0,AKT2:0.272714418721,FOXO4:0.0,ARRB2:0.0,MYO5A:0.0,PLEKHO1:0.0
336	0.166666666667	EEA1:0.0,SAMD9:0.0,KIF16B:0.0,SAMD9L:0.0,IGF2R:0.272714418721,ALS2:0.0
340	0.166666666667	MAK:0.0,TSPY1:0.272714418721,PKLR:0.0,KMT2A:0.0,HHAT:0.0,AR:0.0
351	0.166666666667	LBX1:0.0,RBL2:0.272714418721,SERPINB2:0.0,GRAMD4:0.0,MNDA:0.0,LDHC:0.0
361	0.166666666667	ARID1B:0.0,ZBTB44:0.0,ENO1:0.272714418721,GLIS3:0.0,TEAD1:0.0,LONRF3:0.0
364	0.166666666667	MOB3B:0.0,LATS1:0.0,MOB3A:0.0,NPHP4:0.0,LATS2:0.272714418721,PPP1R13B:0.0
932	0.164982060973	CNTNAP2:0.0,KCNA2:0.0,ETV1:0.134978960573
183	0.162222249876	CRBN:0.0,FAM208A:0.0,TRAM2:0.0,GTF2F2:0.0,COX6C:0.272714418721,IPO8:0.0,MAN1A2:0.0,GPRC5A:0.0,VAV3:0.125448700485
169	0.160002304308	TMEM248:0.0,ZNF121:0.0,PDZD8:0.0,LRRC41:0.0,ERCC6L:0.0,NBN:0.12,BARD1:0.0,U2SURP:0.0,PALB2:0.272714418721
855	0.156995112569	SLC39A1:0.128444492599,SHB:0.0,SLC39A2:0.0
740	0.156226591738	TNFRSF10A:0.127815732464,ARAP1:0.0,TNFRSF10B:0.0
26	0.153846153846	MKRN1:0.0,TNIP2:0.0,RDH12:0.0,POLI:0.0,BCL2L12:0.0,SPDYA:0.0,DENR:0.0,HIST1H2BK:0.0,ASH2L:0.0,RCHY1:0.272714418721,UBC:0.0,SH3RF3:0.0,MAP3K1:0.272714418721,ERN1:0.0,RGS2:0.0,AMOT:0.0,ESF1:0.0,CYLD:0.0,MUL1:0.0,USP5:0.0,GLI1:0.272714418721,DTX1:0.0,PSD:0.0,MARCH5:0.0,KLF5:0.272714418721,PDCD2:0.0,ATXN3:0.0,NDEL1:0.0,MYOM3:0.0,ADAM19:0.0,POLH:0.0,MAP3K4:0.0,LEPR:0.0,USP2:0.272714418721,TRIM39:0.0,PRKAR1B:0.0,ABCG2:0.272714418721,PPP1R9A:0.0,BRCC3:0.0
847	0.153333416294	PTPRU:0.0,CYTH3:0.0,IRS1:0.125448700485
850	0.153333416294	XRCC1:0.125448700485,POLL:0.0,CCNO:0.0
885	0.153333416294	DVL1P1:0.0,POM121C:0.0,APC:0.125448700485
755	0.152896673387	AGTR2:0.0,PIK3CB:0.0,ACE:0.125091382221
744	0.15245993048	CWC27:0.0,NUDT21:0.0,EEFSEC:0.124734063957
863	0.151557422587	SNRPB:0.0,RFX6:0.123995683211,FNBP4:0.0
716	0.150562088812	DEGS1:0.0,FOXP4:0.123181357595,MOB1A:0.0
794	0.150335275868	GJA1:0.122995792115,ACADL:0.0,NRM:0.0
801	0.150335275868	FGF22:0.0,FGFBP1:0.0,FGF7:0.122995792115
705	0.150003497942	ITPR1:0.122724350242,CRTC2:0.0,PDE5A:0.0
706	0.150003497942	CDC37L1:0.0,KIAA1468:0.0,HSP90B1:0.122724350242
780	0.150003497942	CHFR:0.0,STEAP3:0.0,TPT1:0.122724350242
783	0.150003497942	IL18:0.122724350242,MEFV:0.0,CASP5:0.0
802	0.150003497942	COL8A2:0.0,DDR1:0.122724350242,COL1A1:0.0
842	0.150003497942	GTF2H2:0.0,GADD45A:0.122724350242,ERCC5:0.0
893	0.149566755036	PPP6C:0.0,AURKA:0.122367031979,JTB:0.0
166	0.148336515583	LDB2:0.0,RRAS:0.12,BRCA1:0.12135720936,SSBP2:0.122724350242,CTBP1:0.0,SSBP3:0.0,RASIP1:0.0,NRIP1:0.0,ZNF366:0.0
675	0.146673579591	PTAFR:0.0,JAK2:0.12,IL23R:0.0
694	0.146673579591	KLF15:0.12,KAT2B:0.0,SUPT7L:0.0
695	0.146673579591	UPF2:0.12,EIF1:0.0,IL2RA:0.0
745	0.146673579591	ARHGAP4:0.0,FASLG:0.12,FGR:0.0
789	0.146673579591	P4HB:0.12,P4HA1:0.0,HM13:0.0
806	0.146673579591	TNS3:0.12,DLC1:0.0,RASA1:0.0
822	0.146673579591	ERAP1:0.0,NUCB2:0.12,ARFGEF2:0.0
920	0.146673579591	GPR50:0.0,MT2A:0.12,MT1A:0.0
921	0.146673579591	SNX2:0.0,ATP6V1C1:0.0,IVNS1ABP:0.12
922	0.146673579591	ALOXE3:0.12,TGM1:0.0,ALOX12B:0.0
923	0.146673579591	GALM:0.0,SDF2L1:0.12,UEVLD:0.0
942	0.146673579591	WNT4:0.12,ZNRF3:0.0,FZD6:0.0
946	0.146673579591	TRAPPC2:0.0,HLA-E:0.0,ZBTB38:0.12
954	0.146673579591	COX6B1:0.0,ACOX1:0.0,GRHPR:0.12
963	0.146673579591	CTC1:0.0,TPP1:0.12,POT1:0.0
242	0.142857142857	ANGPTL4:0.0,CSPG4:0.0,SLC7A8:0.0,TNS2:0.0,ITGA3:0.0,ITGB1:0.272714418721,LGALS2:0.0
249	0.142857142857	CTU2:0.0,NXF1:0.0,USP47:0.0,URM1:0.0,OGT:0.0,CD40:0.272714418721,PSMD1:0.0
250	0.142857142857	MARCH6:0.0,CHD8:0.0,HNRNPUL1:0.0,CCDC88A:0.0,CEP350:0.0,PPARG:0.272714418721,RBBP5:0.0
251	0.142857142857	VPREB1:0.0,CD22:0.0,IGHM:0.0,VPREB3:0.0,JCHAIN:0.0,MAPKAPK3:0.0,LGALS1:0.272714418721
259	0.142857142857	MTRNR2L1:0.0,PPA1:0.0,BCL2L10:0.0,FPR2:0.0,MPHOSPH8:0.0,BCL2L1:0.272714418721,MT-RNR2:0.0
273	0.142857142857	COMMD10:0.0,CCDC22:0.0,COMMD2:0.0,COMMD8:0.0,RELB:0.272714418721,COMMD4:0.0,COMMD5:0.0
278	0.142857142857	DVL3:0.0,HOXC8:0.272714418721,LRRFIP2:0.0,HOMEZ:0.0,NKD1:0.0,VANGL1:0.0,PRICKLE1:0.0
279	0.142857142857	ADAM15:0.272714418721,ZFYVE26:0.0,EIF4ENIF1:0.0,SPAG5:0.0,NIF3L1:0.0,ODF1:0.0,SSX2IP:0.0
241	0.140554849412	LMCD1:0.0,NKX3-1:0.148319338391,SP5:0.12,CKAP4:0.0,AEN:0.0,CHPF:0.0,ZBTB7A:0.0
99	0.139881028165	PIP:0.0,CST4:0.0,SOD2:0.141351607284,HTN1:0.0,CST1:0.12,FAM192A:0.0,MYH8:0.0,SMARCA2:0.272714418721,AMY1C:0.0,PRDM2:0.0,MUC5B:0.0,SCRN1:0.0,TCEAL9:0.0,TMEM131:0.0
567	0.132324686091	CDKN1A:0.144347399399,FKBPL:0.0,EBF3:0.0,MEN1:0.0
66	0.132207352195	FAM234A:0.0,FAAH:0.0,METTL7A:0.0,DNAJB12:0.0,CMA1:0.0,KEL:0.0,ADM:0.272714418721,FAM83F:0.0,NPPC:0.0,RAP2B:0.0,NPR1:0.0,POTEI:0.0,TM9SF1:0.0,EDN1:0.272714418721,MME:0.139613335441,EDN2:0.0,KBTBD3:0.0,PDIA5:0.0,ATP12A:0.0
281	0.128574426807	METTL17:0.0,KRT20:0.0,IL16:0.122724350242,PPP1R16A:0.0,KANSL1:0.0,TFIP11:0.0,CD9:0.122724350242
286	0.125720211078	PPME1:0.0,RPRD1B:0.0,FKBP10:0.0,C14orf142:0.0,TOM1L1:0.12,ALAD:0.12,ZPR1:0.0
205	0.125	L3MBTL2:0.0,ZFP42:0.0,RNF2:0.0,E2F6:0.0,YY2:0.0,RING1:0.272714418721,PCGF2:0.0,PCGF6:0.0
206	0.125	PRKCDBP:0.0,PKP4:0.0,CDH2:0.272714418721,NENF:0.0,PTPN7:0.0,SARS2:0.0,PRPH:0.0,PC:0.0
211	0.125	UBE2O:0.0,RPS20:0.0,SAP30L:0.0,CPNE1:0.0,POLA2:0.0,POP7:0.0,MCAM:0.272714418721,XAGE1E:0.0
215	0.125	TTC39C:0.0,NME1:0.0,TALDO1:0.0,ACAT2:0.272714418721,PTMS:0.0,THOP1:0.0,XYLB:0.0,WDR1:0.0
220	0.125	SHISA5:0.0,WBP1:0.0,WWOX:0.272714418721,PLSCR3:0.0,ALG2:0.0,FAM189B:0.0,LITAF:0.0,SRI:0.0
230	0.125	FATE1:0.0,YIPF2:0.0,SMIM14:0.0,NRG4:0.272714418721,SYNGR2:0.0,TMEM11:0.0,BIK:0.0,RHBDL3:0.0
637	0.120990273522	TAB3:0.0,CD82:0.131983168458,WDR34:0.0,TAB2:0.0
124	0.120001728231	GOLT1B:0.0,CLPTM1:0.272714418721,TM9SF3:0.0,CLPTM1L:0.12,NPC1:0.0,YIPF5:0.0,PIGN:0.0,TM9SF2:0.0,UNC93B1:0.0,STT3B:0.0,STT3A:0.0,PIK3C3:0.0
661	0.119994939747	ST14:0.13089740097,PDGFC:0.0,IGFBP7:0.0,PLAU:0.0
79	0.119811129946	CDK1:0.0,CLIP1:0.0,PLK1:0.272714418721,BTN1A1:0.0,PSMB2:0.0,DNHD1:0.0,PAK3:0.0,PTHLH:0.12980170196,INCENP:0.0,TMF1:0.120271441872,GTSE1:0.0,WDCP:0.0,RGPD4:0.0,EVI5:0.0,RERE:0.0,KAT7:0.0
518	0.117746334427	SHROOM3:0.0,ZKSCAN2:0.0,QPCTL:0.0,GSK3B:0.128444492599
596	0.117746334427	NIN:0.0,DACT1:0.0,DAB2IP:0.128444492599,AXIN1:0.0
528	0.117169943804	TLR9:0.0,TLR4:0.127815732464,SIGIRR:0.0,PALD1:0.0
628	0.115497729108	PTX3:0.0,CEP57:0.0,FGFRL1:0.0,FGF2:0.125991584229
35	0.114829378323	OST4:0.0,P3H4:0.0,GNGT1:0.0,EDEM3:0.0,H6PD:0.0,SGSH:0.0,LAMC1:0.122724350242,COLGALT1:0.0,ERO1B:0.0,KIAA1161:0.0,FUCA2:0.0,FBXO6:0.0,LAMB2:0.12,ATP6AP1:0.0,EMILIN2:0.0,LRIG2:0.0,B3GALNT2:0.0,PTGFRN:0.0,LMF2:0.0,ASAH1:0.272714418721,ENPP1:0.0,NAGLU:0.12,PXDN:0.0,LAMB1:0.272714418721,FOXRED2:0.0,RHO:0.0,GUSB:0.0,GAA:0.0,NAGA:0.0
