__mclCluster	name	PRWP
199.0	HNF1A	0.0
39.0	MDM4	0.0
476.0	F12	1.10164395955e+13
476.0	CD93	1.10164395955e+13
11.0	RPL23	0.0
137.0	ALB	0.0
137.0	LRP2	0.0
475.0	RAB9A	0.0
475.0	BCL3	0.0
111.0	KLHL12	0.0
92.0	EED	0.0
474.0	INPP5D	0.0
474.0	DOK3	0.0
473.0	PIGR	0.0
473.0	CD79A	0.0
12.0	SPRY1	0.0
5.0	GTF2B	0.0
28.0	RPL12	0.0
472.0	FLT3	0.0
472.0	FLT3LG	0.0
134.0	POLE3	0.0
	HNRNPK	
	UBE2D4	
405.0	PIAS1	0.0
13.0	GNGT2	0.0
427.0	GEMIN2	0.0
31.0	SNRPA1	0.0
	PPARG	
471.0	GCLM	0.0
471.0	GCLC	0.0
36.0	POLR1D	0.0
470.0	NOP56	0.0
470.0	NOP58	0.0
469.0	GLMN	0.0
469.0	FKBP4	0.0
468.0	GHSR	0.0
468.0	GHRL	0.0
467.0	PPIB	0.0
467.0	HSPA5	0.0
466.0	SNTB1	0.0
466.0	DTNA	0.0
231.0	HERPUD1	0.0
5.0	POLR2I	0.0
122.0	KMT2A	0.0
120.0	FLT4	2.32407953773e+12
397.0	ZAP70	0.0
	SERPINA3	
	CELA1	
7.0	UBXN1	0.0
465.0	RAPSN	0.0
465.0	MUSK	0.0
464.0	CKS2	2.32407953773e+12
464.0	CCNB1	2.32407953773e+12
463.0	KAT2A	0.0
26.0	CLTA	2.3293366419e+12
462.0	CNTN1	0.0
462.0	TNR	0.0
461.0	HYPK	0.0
461.0	NAA15	0.0
130.0	ECI2	0.0
460.0	ELP3	0.0
460.0	ELP2	0.0
186.0	SLC2A1	0.0
459.0	RYR1	0.0
459.0	CACNA1S	0.0
79.0	F5	3.71321278548e+12
387.0	AKT2	0.0
458.0	MTA2	0.0
458.0	MBD2	0.0
104.0	SMURF2	0.0
457.0	STX12	0.0
457.0	EPB42	0.0
136.0	CHTF18	0.0
136.0	RFC3	0.0
115.0	STX1A	0.0
135.0	PABPC1	0.0
135.0	PAN2	0.0
129.0	HLA-G	0.0
103.0	RHAG	0.0
11.0	CSNK1D	0.0
6.0	NPAT	0.0
456.0	NME1	0.0
456.0	NME2	0.0
13.0	GNG11	0.0
1.0	DCAF6	2.32407953773e+12
238.0	C3	0.0
24.0	ZNRF1	0.0
16.0	MED24	0.0
455.0	ATP6V1B1	0.0
455.0	ATP6V0A1	0.0
55.0	TFPT	0.0
65.0	MS4A2	0.0
454.0	ASF1B	0.0
454.0	IPO4	0.0
453.0	MYH9	0.0
453.0	S100A4	0.0
	GPS1	
218.0	TBL1XR1	0.0
89.0	GATAD2A	0.0
452.0	PLA2R1	0.0
452.0	PLA2G10	0.0
	RPS23	
451.0	GRIK4	0.0
451.0	GRIK2	0.0
450.0	SUMO3	0.0
450.0	UBA2	0.0
449.0	ZNF350	0.0
449.0	TRIM28	0.0
448.0	MED9	0.0
448.0	MED28	0.0
447.0	FANCC	0.0
447.0	ZBTB32	0.0
5.0	CTCF	0.0
446.0	USP1	0.0
446.0	WDR48	0.0
1.0	DCAF5	2.32407953773e+12
388.0	CSTB	0.0
15.0	RCN2	0.0
121.0	POLR3G	0.0
2.0	TUBA3C	0.0
134.0	POLE	0.0
134.0	POLE2	0.0
365.0	GJC1	0.0
152.0	MET	0.0
445.0	POMP	0.0
445.0	PSMB9	0.0
	COPZ1	
444.0	PLG	0.0
444.0	PLAU	0.0
110.0	MED29	0.0
10.0	RNF111	0.0
19.0	ING2	0.0
161.0	ETV1	2.61418200243e+12
	SPOP	
8.0	CDC25A	0.0
443.0	ACKR2	4.14999527487e+12
443.0	CCL2	4.14999527487e+12
442.0	MED15	0.0
441.0	ACPP	2.32407953773e+12
441.0	ERBB2	2.32407953773e+12
64.0	NCF2	0.0
	WDR5	
299.0	TRADD	0.0
45.0	MRE11A	6.97223861319e+12
116.0	MYL12A	0.0
440.0	GTF2A2	0.0
440.0	GTF2A1L	0.0
133.0	MALT1	2.32407953773e+12
133.0	IKBKG	2.32407953773e+12
162.0	UBA3	0.0
132.0	ITGA1	2.32407953773e+12
132.0	COL8A1	2.32407953773e+12
3.0	IKZF1	0.0
112.0	ATR	0.0
295.0	PRIM1	0.0
439.0	EDA	0.0
439.0	EDA2R	0.0
438.0	THBS1	3.87346589622e+12
438.0	DCN	3.87346589622e+12
	RNF168	
437.0	FOXK1	0.0
437.0	BAP1	0.0
436.0	STX7	0.0
436.0	VAMP7	0.0
435.0	RPAP3	0.0
435.0	PIH1D1	0.0
434.0	WAS	0.0
434.0	FNBP1	0.0
118.0	CSE1L	2.32407953773e+12
22.0	TOPORS	0.0
9.0	SOCS2	0.0
	XRCC6	
20.0	CCL11	2.32407953773e+12
83.0	ERBIN	0.0
419.0	CASP9	0.0
	POLR2B	
123.0	IL7R	0.0
10.0	CHFR	0.0
2.0	GRIN2B	0.0
91.0	RPA2	2.32407953773e+12
85.0	GABARAPL2	0.0
239.0	MSN	0.0
51.0	THRA	2.42415686404e+12
433.0	SGK1	0.0
433.0	SLC9A3R2	0.0
106.0	MPRIP	0.0
35.0	VIL1	2.33985085024e+12
180.0	TNFRSF1B	0.0
432.0	ARF6	0.0
321.0	UBE2W	0.0
3.0	PEX14	0.0
431.0	CASP6	2.32407953773e+12
431.0	LMNB1	2.32407953773e+12
131.0	AP2M1	0.0
128.0	TRAF3	0.0
82.0	LAS1L	0.0
430.0	DOC2B	0.0
430.0	UNC13B	0.0
429.0	ITGA5	2.39787134318e+12
429.0	ITGB3	2.39787134318e+12
428.0	MAPK10	0.0
428.0	ARRB1	0.0
373.0	CABP2	0.0
40.0	EIF2B1	0.0
427.0	GEMIN6	0.0
47.0	IFNGR1	0.0
131.0	AP1B1	0.0
23.0	DARS	0.0
3.0	HMG20B	0.0
1.0	DCAF11	2.32407953773e+12
27.0	KDM4A	0.0
130.0	PEX5	0.0
130.0	CRAT	0.0
426.0	GRK1	0.0
426.0	RHO	0.0
425.0	EXOC4	0.0
425.0	EXOC3	0.0
173.0	PSEN2	0.0
424.0	GCG	0.0
424.0	GLP1R	0.0
423.0	AKAP12	5.20543672214e+12
423.0	ADRB2	5.20543672214e+12
417.0	F9	0.0
422.0	GDF9	0.0
422.0	BMPR1A	0.0
69.0	PLRG1	0.0
316.0	TAL1	0.0
421.0	APOC2	0.0
421.0	LPL	0.0
2.0	NPHS1	0.0
129.0	CD8A	0.0
129.0	CD8B	0.0
420.0	C2	2.32407953773e+12
420.0	C5	2.32407953773e+12
288.0	COPS4	0.0
419.0	VIM	0.0
418.0	UCN	0.0
418.0	CRHR2	0.0
21.0	CDC26	2.32407953773e+12
53.0	ARHGAP21	0.0
242.0	CCNE1	2.56648337078e+12
201.0	RPLP2	0.0
113.0	KLRC2	0.0
417.0	F8	0.0
259.0	TERF2IP	0.0
128.0	TNFSF4	0.0
128.0	TNFRSF4	0.0
416.0	POLR1B	0.0
416.0	POLR1E	0.0
96.0	CTSD	0.0
127.0	RBBP5	0.0
127.0	NCOA6	0.0
415.0	SNRPB	0.0
415.0	SNRPE	0.0
414.0	BIRC7	0.0
414.0	DIABLO	0.0
413.0	CD209	0.0
413.0	ICAM3	0.0
412.0	CD244	0.0
412.0	CD48	0.0
99.0	TGFBRAP1	0.0
114.0	FCGR3A	0.0
	POLR1A	
	POLR2E	
59.0	MSH2	0.0
	UHRF1	
122.0	CDX2	0.0
126.0	DKC1	0.0
126.0	NHP2	0.0
411.0	CDK5R1	0.0
411.0	CDK5RAP3	0.0
7.0	NPLOC4	0.0
251.0	CBLC	0.0
109.0	GNG7	0.0
410.0	MID2	0.0
410.0	IGBP1	0.0
	MYBL2	
198.0	NFKB2	0.0
11.0	GNL3	0.0
	PSMD3	
409.0	RNF20	0.0
409.0	RNF40	0.0
408.0	TRDN	0.0
408.0	CASQ2	0.0
407.0	XK	0.0
407.0	KEL	0.0
406.0	IRF3	0.0
256.0	FBXW7	0.0
7.0	UBXN4	0.0
117.0	BMP8B	0.0
39.0	PNN	0.0
1.0	DCAF1	2.32407953773e+12
281.0	PRKD1	0.0
125.0	RAB5A	0.0
125.0	RAB7A	0.0
	CBX5	
405.0	DNMT3A	0.0
106.0	KRT18	0.0
	TAF4	
	ARPC5	
404.0	ATG3	0.0
404.0	MAP1LC3A	0.0
385.0	AP1G1	0.0
59.0	MLH1	0.0
59.0	MSH6	0.0
403.0	IL1B	0.0
403.0	A2M	0.0
402.0	PRPH2	0.0
402.0	ROM1	0.0
401.0	IGFBP3	4.69400216368e+12
401.0	KLK3	4.69400216368e+12
	DDX58	
23.0	AIMP1	0.0
	COPA	
400.0	NPR2	0.0
400.0	NPPC	0.0
399.0	PRLH	0.0
399.0	PRLHR	0.0
19.0	KLF16	0.0
124.0	ERCC1	0.0
124.0	SLX4	0.0
398.0	TRAK1	0.0
398.0	RHOT1	0.0
22.0	JUN	0.0
78.0	CDH3	0.0
6.0	CCND2	0.0
327.0	TERT	0.0
56.0	THOC5	0.0
	NEDD4	
19.0	KLF11	0.0
397.0	CBLB	0.0
2.0	VAV1	0.0
15.0	MAP3K3	0.0
396.0	ITGA4	0.0
395.0	SUMO2	0.0
44.0	PPP6R1	0.0
27.0	PRMT5	0.0
394.0	TAF12	0.0
394.0	TAF11	0.0
283.0	USP7	0.0
393.0	HLTF	0.0
393.0	RAD18	0.0
65.0	RASA1	0.0
392.0	SNTA1	0.0
392.0	ABCA1	0.0
391.0	FLNA	0.0
391.0	DRD1	0.0
390.0	LNX2	0.0
390.0	NUMB	0.0
123.0	CD40	0.0
123.0	JAK3	0.0
389.0	CST3	0.0
389.0	CTSS	0.0
2.0	GRIN2A	0.0
	CD19	
	CST7	
388.0	CTSB	0.0
309.0	SMC2	2.32407953773e+12
387.0	HSP90AB1	0.0
	CCT2	
18.0	RANBP2	0.0
386.0	IL15RA	0.0
386.0	IL2RG	0.0
	CD81	
87.0	TRIM24	0.0
53.0	CYTH1	0.0
385.0	AP1M1	0.0
384.0	CHRNA3	0.0
384.0	CHRNB4	0.0
383.0	RGS19	0.0
383.0	GNAI1	0.0
	PSMD1	
382.0	CREB1	0.0
382.0	ATF1	0.0
18.0	PTHLH	0.0
30.0	CDC42EP5	0.0
54.0	LSM3	0.0
43.0	PRDX1	0.0
381.0	TICAM1	0.0
381.0	TRAF1	0.0
120.0	NRP1	2.32407953773e+12
380.0	NUDC	0.0
380.0	PAFAH1B1	0.0
68.0	HNRNPA2B1	0.0
	NPM1	
379.0	TMED9	0.0
379.0	TMED10	0.0
6.0	CDT1	0.0
122.0	CREBBP	0.0
262.0	CDCA8	0.0
2.0	DLG4	0.0
378.0	ITGB2	0.0
378.0	TLN1	0.0
377.0	ZWINT	0.0
377.0	BECN1	0.0
292.0	CDC73	0.0
376.0	PLK1	2.33985085024e+12
376.0	BORA	2.33985085024e+12
375.0	PLXNB1	0.0
375.0	RND3	0.0
301.0	NCKAP1	0.0
	MAPK8IP1	
	CBX2	
374.0	FGA	0.0
374.0	PLAT	0.0
108.0	KIAA0101	2.32407953773e+12
	RPS15	
119.0	TIPRL	0.0
75.0	NTRK3	2.32407953773e+12
373.0	CAMK2G	0.0
372.0	CTSL	0.0
372.0	SERPINB13	0.0
371.0	VDAC1	2.32407953773e+12
371.0	CKMT1A	2.32407953773e+12
370.0	MEF2C	0.0
370.0	HDAC7	0.0
369.0	PRPF3	0.0
369.0	SART3	0.0
109.0	GNG12	0.0
368.0	NPPB	0.0
368.0	NPR3	0.0
121.0	POLR3F	0.0
121.0	POLR3C	0.0
30.0	ARHGAP32	0.0
	TRAF2	
	TNF	
	RPS11	
357.0	BRCA2	9.29631815092e+12
	EIF3K	
159.0	ARAF	0.0
	MAP3K11	
47.0	STAT5B	0.0
31.0	SF3B1	0.0
367.0	FN1	0.0
367.0	COL2A1	0.0
57.0	RPL35	0.0
366.0	VAMP2	0.0
366.0	NAPA	0.0
	MLLT3	
	PCGF2	
	CTTN	
365.0	TJP1	0.0
	TP53BP1	
364.0	ACTN4	0.0
364.0	ACTN2	0.0
363.0	PNO1	0.0
363.0	BYSL	0.0
63.0	CCT7	0.0
362.0	RIPK3	0.0
362.0	FADD	0.0
194.0	PIK3R2	0.0
93.0	UIMC1	0.0
310.0	PSMD10	0.0
6.0	CCNK	0.0
2.0	SKAP2	0.0
149.0	USP9X	0.0
361.0	MAP3K2	0.0
361.0	PKN2	0.0
68.0	PRKCZ	0.0
45.0	TOPBP1	6.97223861319e+12
77.0	SFN	0.0
182.0	SFPQ	0.0
360.0	SEL1L	0.0
360.0	OS9	0.0
359.0	MYBBP1A	0.0
359.0	AR	0.0
358.0	PLD1	0.0
358.0	RALA	0.0
357.0	KAT2B	9.29631815092e+12
356.0	DNAJA1	0.0
356.0	PARK2	0.0
355.0	VPS26A	0.0
354.0	VPS35	0.0
353.0	ABCC9	0.0
353.0	KCNJ8	0.0
300.0	ARID1A	0.0
120.0	KDR	2.32407953773e+12
352.0	CUL4A	0.0
352.0	FBXW5	0.0
14.0	MEF2D	0.0
351.0	EZH1	0.0
351.0	SUZ12	0.0
9.0	SPSB2	0.0
12.0	ITSN1	0.0
42.0	RASSF5	0.0
350.0	BMP6	2.3293366419e+12
350.0	BMPR1B	2.3293366419e+12
	PGR	
349.0	PINK1	0.0
349.0	TOMM20	0.0
119.0	PPP4C	0.0
119.0	PPP4R3A	0.0
348.0	PFDN5	0.0
	ARPC3	
347.0	KIF5A	0.0
347.0	KLC1	0.0
	SNCA	
346.0	ILF3	0.0
346.0	PRKDC	0.0
58.0	HTRA2	0.0
345.0	SLC7A11	0.0
345.0	SLC3A2	0.0
118.0	RAG1	2.32407953773e+12
118.0	KPNA2	2.32407953773e+12
55.0	INO80E	0.0
243.0	TRIM6	0.0
	BTK	
344.0	BRINP1	0.0
344.0	SIRT1	0.0
52.0	SNRPD2	0.0
101.0	AXIN2	0.0
343.0	SREK1	0.0
343.0	SRSF2	0.0
148.0	AIMP2	0.0
	GOSR1	
342.0	HNRNPD	0.0
341.0	HSPA8	0.0
340.0	MED31	0.0
340.0	MED18	0.0
339.0	SNX33	0.0
339.0	SNX9	0.0
338.0	TCEANC	0.0
338.0	ZKSCAN7	0.0
92.0	CHAF1A	0.0
142.0	USP22	0.0
	PSMC2	
	ING3	
56.0	ALYREF	0.0
337.0	STX3	0.0
337.0	VAMP3	0.0
336.0	RPS17	0.0
336.0	RPS25	0.0
	MARK3	
335.0	SMAD4	2.32407953773e+12
335.0	PIAS4	2.32407953773e+12
334.0	HMGA1	0.0
334.0	NFKB1	0.0
97.0	PRKCG	0.0
13.0	GNG3	0.0
333.0	STAG1	0.0
333.0	SMC1A	0.0
	RPS5	
117.0	NOG	0.0
117.0	BMP4	0.0
332.0	WASL	0.0
332.0	PFN1	0.0
226.0	RLN3	0.0
	ALK	
328.0	F10	2.32407953773e+12
331.0	CS	0.0
331.0	MDH2	0.0
20.0	CXCL11	2.32407953773e+12
	MYB	
116.0	IKBKB	0.0
116.0	IKBKE	0.0
330.0	TGFB1I1	0.0
330.0	CRKL	0.0
329.0	MEF2A	0.0
329.0	TEAD1	0.0
30.0	CDC42BPA	0.0
328.0	PROS1	2.32407953773e+12
327.0	XRCC5	0.0
22.0	SATB1	0.0
90.0	TAF3	0.0
	BMI1	
2.0	MAPT	0.0
2.0	FYN	0.0
	PSMB10	
19.0	BCL6	0.0
156.0	PAAF1	0.0
326.0	PICK1	0.0
326.0	EPHB2	0.0
325.0	SHANK2	0.0
325.0	SSTR2	0.0
324.0	GPAA1	0.0
324.0	PIGT	0.0
62.0	LBR	0.0
35.0	IRS2	2.33985085024e+12
58.0	LATS1	0.0
58.0	MOB1B	0.0
323.0	PER2	0.0
7.0	FAF2	0.0
	FOS	
115.0	STX2	0.0
115.0	STXBP2	0.0
322.0	ITGB1	0.0
322.0	ITGB1BP2	0.0
32.0	CXCL8	7.15136484913e+12
321.0	RNF4	0.0
	TCP1	
320.0	AURKA	0.0
320.0	INCENP	0.0
274.0	FER	0.0
71.0	PMAIP1	0.0
41.0	TAF6	0.0
319.0	PLEC	0.0
319.0	SPTAN1	0.0
318.0	CDKN1B	0.0
318.0	CKS1B	0.0
	APAF1	
305.0	EIF2B2	0.0
	STX5	
143.0	GOSR2	0.0
	MORF4L1	
	TAF9	
	TAF13	
317.0	LIMK1	0.0
317.0	ROCK1	0.0
287.0	SNRNP200	0.0
	MCM3	
	STAT1	
316.0	TCF4	0.0
13.0	GNG10	0.0
315.0	PSTPIP1	0.0
315.0	FASLG	0.0
1.0	TRPC4AP	2.32407953773e+12
314.0	PARP1	0.0
33.0	AGO4	0.0
33.0	TNRC6A	0.0
38.0	PTGIR	0.0
57.0	RPL19	0.0
57.0	RPL23A	0.0
313.0	POLI	0.0
313.0	POLH	0.0
14.0	SOX9	0.0
	LIN54	
312.0	CASK	0.0
312.0	KCNJ4	0.0
	NRIP1	
114.0	LCK	0.0
10.0	TRIM17	0.0
28.0	RPS9	0.0
311.0	CAPZB	0.0
311.0	CAPZA1	0.0
	ASAP2	
310.0	PSMD14	0.0
	PSMD4	
22.0	SUMO1	0.0
22.0	SART1	0.0
309.0	NCAPG	2.32407953773e+12
37.0	PTPRC	0.0
70.0	ASB1	0.0
3.0	SUDS3	0.0
16.0	MED17	0.0
	RBL2	
308.0	ATG16L1	0.0
308.0	ATG12	0.0
307.0	HIST3H3	0.0
	MED26	
107.0	SEH1L	0.0
245.0	MARCKS	0.0
97.0	AXIN1	0.0
306.0	GC	2.38043683429e+12
306.0	ACTC1	2.38043683429e+12
305.0	EIF2B3	0.0
36.0	POLR3B	0.0
56.0	THOC1	0.0
23.0	IARS	0.0
304.0	PALB2	4.18008406952e+12
55.0	UCHL5	0.0
98.0	AP3S1	0.0
303.0	TRAF5	0.0
303.0	TNFRSF8	0.0
248.0	EIF3M	0.0
	ERBB3	
	RPS20	
113.0	CALR	0.0
113.0	HLA-E	0.0
24.0	TRIM32	0.0
	ACTR2	
112.0	ATRIP	0.0
112.0	RPA1	0.0
	NCAPD2	
26.0	OCRL	2.3293366419e+12
94.0	BAG1	0.0
302.0	SMAD1	0.0
302.0	WWP1	0.0
21.0	CDH1	2.32407953773e+12
	TCF3	
11.0	NCL	0.0
301.0	NCK1	0.0
29.0	SSRP1	0.0
300.0	SMARCA2	0.0
111.0	CUL3	0.0
299.0	CASP8	0.0
298.0	PRPF8	0.0
5.0	ERCC6	0.0
32.0	PZP	7.15136484913e+12
32.0	MMP9	7.15136484913e+12
36.0	POLR3A	0.0
297.0	SMC3	0.0
	PML	
110.0	MED10	0.0
110.0	CCNC	0.0
	CDK7	
54.0	LSM6	0.0
296.0	CAMK4	0.0
296.0	CAMKK2	0.0
27.0	SETD7	0.0
109.0	GNB2	0.0
13.0	GNG5	0.0
295.0	POLA1	0.0
108.0	PCNA	2.32407953773e+12
178.0	GABARAP	0.0
294.0	DHH	0.0
294.0	HHIP	0.0
54.0	LSM2	0.0
54.0	LSM4	0.0
293.0	FAAP24	0.0
293.0	FANCM	0.0
	RPS14	
292.0	WDR61	0.0
