__mclCluster	name	PRWP
335.0	ZBTB32	0.0
12.0	CTCF	0.0
336.0	USP1	0.0
336.0	WDR48	0.0
3.0	DCAF5	0.0
45.0	CSTB	0.2
20.0	RCN2	0.0
154.0	POLR3G	0.0
337.0	TUBA3C	0.0
140.0	POLE	0.0
140.0	POLE2	0.0
338.0	GJC1	0.0
155.0	MET	0.666666666667
339.0	POMP	0.0
339.0	PSMB9	0.0
78.0	COPZ1	0.0
340.0	PLG	1.0
340.0	PLAU	1.0
156.0	MED29	0.0
18.0	RNF111	0.142857142857
9.0	ING2	0.111111111111
341.0	ETV1	0.5
263.0	SPOP	0.0
17.0	CDC25A	0.142857142857
342.0	ACKR2	0.5
342.0	CCL2	0.5
236.0	MED15	0.5
343.0	ACPP	1.0
343.0	ERBB2	1.0
157.0	NCF2	0.0
158.0	WDR5	0.0
344.0	TRADD	0.0
79.0	MRE11A	0.25
80.0	MYL12A	0.5
127.0	GTF2A2	0.0
127.0	GTF2A1L	0.0
106.0	MALT1	0.0
106.0	IKBKG	0.0
159.0	UBA3	0.0
116.0	ITGA1	0.333333333333
116.0	COL8A1	0.333333333333
16.0	IKZF1	0.142857142857
46.0	ATR	0.2
345.0	PRIM1	0.0
346.0	EDA	0.0
346.0	EDA2R	0.0
81.0	THBS1	0.25
81.0	DCN	0.25
46.0	RNF168	0.2
347.0	FOXK1	0.0
347.0	BAP1	0.0
348.0	STX7	0.0
348.0	VAMP7	0.0
349.0	RPAP3	0.0
349.0	PIH1D1	0.0
350.0	WAS	0.0
350.0	FNBP1	0.0
160.0	CSE1L	0.0
33.0	TOPORS	0.4
13.0	SOCS2	0.0
161.0	XRCC6	0.333333333333
27.0	CCL11	0.5
162.0	ERBIN	0.333333333333
351.0	CASP9	0.5
163.0	POLR2B	0.0
82.0	IL7R	0.25
18.0	CHFR	0.142857142857
8.0	GRIN2B	0.111111111111
164.0	RPA2	0.0
165.0	GABARAPL2	0.0
352.0	MSN	0.5
40.0	THRA	0.4
353.0	SGK1	0.0
353.0	SLC9A3R2	0.0
166.0	MPRIP	0.0
58.0	VIL1	0.25
354.0	TNFRSF1B	0.0
105.0	ARF6	0.0
355.0	UBE2W	0.0
19.0	PEX14	0.285714285714
356.0	CASP6	0.0
356.0	LMNB1	0.0
130.0	AP2M1	0.0
167.0	TRAF3	0.0
168.0	LAS1L	0.333333333333
357.0	DOC2B	0.0
357.0	UNC13B	0.0
358.0	ITGA5	1.0
358.0	ITGB3	1.0
359.0	MAPK10	0.0
359.0	ARRB1	0.0
360.0	CABP2	0.0
83.0	EIF2B1	0.0
307.0	GEMIN6	0.0
84.0	IFNGR1	0.25
130.0	AP1B1	0.0
35.0	DARS	0.0
19.0	HMG20B	0.285714285714
3.0	DCAF11	0.0
85.0	KDM4A	0.0
146.0	PEX5	0.0
146.0	CRAT	0.0
361.0	GRK1	0.0
361.0	RHO	0.0
362.0	EXOC4	0.0
362.0	EXOC3	0.0
363.0	PSEN2	0.0
364.0	GCG	0.0
364.0	GLP1R	0.0
112.0	AKAP12	0.0
112.0	ADRB2	0.0
365.0	F9	0.0
366.0	GDF9	0.0
366.0	BMPR1A	0.0
169.0	PLRG1	0.0
47.0	TAL1	0.0
367.0	APOC2	0.0
367.0	LPL	0.0
8.0	NPHS1	0.111111111111
151.0	CD8A	0.0
151.0	CD8B	0.0
368.0	C2	0.0
368.0	C5	0.0
86.0	COPS4	0.0
351.0	VIM	0.5
369.0	UCN	0.0
369.0	CRHR2	0.0
21.0	CDC26	0.166666666667
87.0	ARHGAP21	0.0
370.0	CCNE1	0.5
170.0	RPLP2	0.0
171.0	KLRC2	0.0
365.0	F8	0.0
371.0	TERF2IP	0.0
167.0	TNFSF4	0.0
167.0	TNFRSF4	0.0
372.0	POLR1B	0.0
372.0	POLR1E	0.0
172.0	CTSD	0.0
138.0	RBBP5	0.0
138.0	NCOA6	0.0
373.0	SNRPB	0.0
373.0	SNRPE	0.0
374.0	BIRC7	0.0
374.0	DIABLO	0.0
375.0	CD209	0.0
375.0	ICAM3	0.0
376.0	CD244	0.0
376.0	CD48	0.0
173.0	TGFBRAP1	0.0
129.0	FCGR3A	0.0
163.0	POLR1A	0.0
163.0	POLR2E	0.0
69.0	MSH2	0.25
142.0	UHRF1	0.666666666667
143.0	CDX2	0.333333333333
107.0	DKC1	0.0
107.0	NHP2	0.0
377.0	CDK5R1	0.5
377.0	CDK5RAP3	0.5
7.0	NPLOC4	0.0
378.0	CBLC	0.5
28.0	GNG7	0.0
141.0	MID2	0.0
141.0	IGBP1	0.0
5.0	MYBL2	0.3
379.0	NFKB2	0.0
15.0	GNL3	0.0
70.0	PSMD3	0.0
380.0	RNF20	0.0
380.0	RNF40	0.0
381.0	TRDN	0.0
381.0	CASQ2	0.0
382.0	XK	0.0
382.0	KEL	0.0
55.0	IRF3	0.0
174.0	FBXW7	0.0
7.0	UBXN4	0.0
175.0	BMP8B	0.333333333333
76.0	PNN	0.0
3.0	DCAF1	0.0
383.0	PRKD1	0.5
128.0	RAB5A	0.0
128.0	RAB7A	0.0
54.0	CBX5	0.25
142.0	DNMT3A	0.666666666667
166.0	KRT18	0.0
88.0	TAF4	0.0
176.0	ARPC5	0.0
384.0	ATG3	0.0
384.0	MAP1LC3A	0.0
385.0	AP1G1	0.0
69.0	MLH1	0.25
69.0	MSH6	0.25
77.0	IL1B	0.25
77.0	A2M	0.25
386.0	PRPH2	0.0
386.0	ROM1	0.0
387.0	IGFBP3	1.0
387.0	KLK3	1.0
55.0	DDX58	0.0
35.0	AIMP1	0.0
78.0	COPA	0.0
388.0	NPR2	0.0
388.0	NPPC	0.0
389.0	PRLH	0.0
389.0	PRLHR	0.0
9.0	KLF16	0.111111111111
126.0	ERCC1	0.333333333333
126.0	SLX4	0.333333333333
390.0	TRAK1	0.0
390.0	RHOT1	0.0
40.0	JUN	0.4
177.0	CDH3	0.333333333333
41.0	CCND2	0.6
391.0	TERT	0.5
26.0	THOC5	0.0
-1	NEDD4	-1
9.0	KLF11	0.111111111111
145.0	CBLB	0.0
145.0	VAV1	0.0
20.0	MAP3K3	0.0
267.0	ITGA4	0.0
247.0	SUMO2	0.0
66.0	PPP6R1	0.0
85.0	PRMT5	0.0
392.0	TAF12	0.0
392.0	TAF11	0.0
393.0	USP7	0.0
394.0	HLTF	0.0
394.0	RAD18	0.0
153.0	RASA1	0.0
395.0	SNTA1	0.0
395.0	ABCA1	0.0
396.0	FLNA	0.0
396.0	DRD1	0.0
397.0	LNX2	0.0
397.0	NUMB	0.0
82.0	CD40	0.25
82.0	JAK3	0.25
398.0	CST3	0.5
398.0	CTSS	0.5
8.0	GRIN2A	0.111111111111
89.0	CD19	0.25
45.0	CST7	0.2
45.0	CTSB	0.2
90.0	SMC2	0.0
321.0	HSP90AB1	0.5
29.0	CCT2	0.0
22.0	RANBP2	0.166666666667
399.0	IL15RA	0.0
399.0	IL2RG	0.0
89.0	CD81	0.25
56.0	TRIM24	0.25
87.0	CYTH1	0.0
385.0	AP1M1	0.0
400.0	CHRNA3	0.0
400.0	CHRNB4	0.0
401.0	RGS19	0.0
401.0	GNAI1	0.0
70.0	PSMD1	0.0
402.0	CREB1	0.5
402.0	ATF1	0.5
22.0	PTHLH	0.166666666667
48.0	CDC42EP5	0.0
91.0	LSM3	0.0
63.0	PRDX1	0.5
403.0	TICAM1	0.0
403.0	TRAF1	0.0
144.0	NRP1	0.333333333333
404.0	NUDC	0.0
404.0	PAFAH1B1	0.0
178.0	HNRNPA2B1	0.333333333333
92.0	NPM1	0.25
405.0	TMED9	0.0
405.0	TMED10	0.0
5.0	CDT1	0.3
143.0	CREBBP	0.333333333333
92.0	CDCA8	0.25
8.0	DLG4	0.111111111111
406.0	ITGB2	0.0
406.0	TLN1	0.0
407.0	ZWINT	0.0
407.0	BECN1	0.0
408.0	CDC73	0.0
409.0	PLK1	0.5
409.0	BORA	0.5
410.0	PLXNB1	0.5
410.0	RND3	0.5
411.0	NCKAP1	0.0
93.0	MAPK8IP1	0.25
179.0	CBX2	0.333333333333
42.0	FGA	0.0
42.0	PLAT	0.0
117.0	KIAA0101	0.0
2.0	RPS15	0.0
180.0	TIPRL	0.0
74.0	NTRK3	0.5
360.0	CAMK2G	0.0
45.0	CTSL	0.2
45.0	SERPINB13	0.2
412.0	VDAC1	0.0
412.0	CKMT1A	0.0
413.0	MEF2C	0.0
413.0	HDAC7	0.0
414.0	PRPF3	0.0
414.0	SART3	0.0
28.0	GNG12	0.0
415.0	NPPB	0.0
415.0	NPR3	0.0
154.0	POLR3F	0.0
154.0	POLR3C	0.0
48.0	ARHGAP32	0.0
416.0	TRAF2	0.5
416.0	TNF	0.5
2.0	RPS11	0.0
417.0	BRCA2	0.5
10.0	EIF3K	0.111111111111
418.0	ARAF	0.0
93.0	MAP3K11	0.25
84.0	STAT5B	0.25
38.0	SF3B1	0.0
419.0	FN1	0.0
419.0	COL2A1	0.0
65.0	RPL35	0.25
181.0	VAMP2	0.0
181.0	NAPA	0.0
420.0	MLLT3	0.0
-1	PCGF2	-1
-1	CTTN	-1
338.0	TJP1	0.0
46.0	TP53BP1	0.2
421.0	ACTN4	0.5
421.0	ACTN2	0.5
422.0	PNO1	0.0
422.0	BYSL	0.0
29.0	CCT7	0.0
423.0	RIPK3	0.0
423.0	FADD	0.0
424.0	PIK3R2	0.0
182.0	UIMC1	0.0
4.0	PSMD10	0.0
5.0	CCNK	0.3
8.0	SKAP2	0.111111111111
94.0	USP9X	0.5
425.0	MAP3K2	0.0
425.0	PKN2	0.0
178.0	PRKCZ	0.333333333333
79.0	TOPBP1	0.25
183.0	SFN	0.666666666667
184.0	SFPQ	0.0
426.0	SEL1L	0.0
426.0	OS9	0.0
185.0	MYBBP1A	0.333333333333
185.0	AR	0.333333333333
427.0	PLD1	0.0
427.0	RALA	0.0
417.0	KAT2B	0.5
428.0	DNAJA1	0.0
428.0	PARK2	0.0
271.0	VPS26A	0.0
293.0	VPS35	0.0
429.0	ABCC9	0.0
429.0	KCNJ8	0.0
430.0	ARID1A	0.5
144.0	KDR	0.333333333333
431.0	CUL4A	0.0
431.0	FBXW5	0.0
23.0	MEF2D	0.333333333333
432.0	EZH1	0.0
432.0	SUZ12	0.0
13.0	SPSB2	0.0
14.0	ITSN1	0.142857142857
25.0	RASSF5	0.0
433.0	BMP6	1.0
433.0	BMPR1B	1.0
9.0	PGR	0.111111111111
434.0	PINK1	0.0
434.0	TOMM20	0.0
180.0	PPP4C	0.0
180.0	PPP4R3A	0.0
276.0	PFDN5	0.0
435.0	ARPC3	0.0
93.0	KIF5A	0.25
93.0	KLC1	0.25
94.0	SNCA	0.5
436.0	ILF3	0.0
436.0	PRKDC	0.0
72.0	HTRA2	0.0
437.0	SLC7A11	0.0
437.0	SLC3A2	0.0
160.0	RAG1	0.0
160.0	KPNA2	0.0
75.0	INO80E	0.0
438.0	TRIM6	0.0
-1	BTK	-1
439.0	BRINP1	0.5
439.0	SIRT1	0.5
60.0	SNRPD2	0.0
186.0	AXIN2	0.333333333333
440.0	SREK1	0.0
440.0	SRSF2	0.0
441.0	AIMP2	0.0
181.0	GOSR1	0.0
208.0	HNRNPD	0.0
214.0	HSPA8	0.5
442.0	MED31	0.0
442.0	MED18	0.0
443.0	SNX33	0.0
443.0	SNX9	0.0
444.0	TCEANC	0.0
444.0	ZKSCAN7	0.0
139.0	CHAF1A	0.333333333333
445.0	USP22	0.0
4.0	PSMC2	0.0
187.0	ING3	0.0
26.0	ALYREF	0.0
188.0	STX3	0.0
188.0	VAMP3	0.0
446.0	RPS17	0.0
446.0	RPS25	0.0
189.0	MARK3	0.0
447.0	SMAD4	0.5
447.0	PIAS4	0.5
448.0	HMGA1	0.5
448.0	NFKB1	0.5
190.0	PRKCG	0.0
28.0	GNG3	0.0
449.0	STAG1	0.0
449.0	SMC1A	0.0
2.0	RPS5	0.0
175.0	NOG	0.333333333333
175.0	BMP4	0.333333333333
450.0	WASL	0.0
450.0	PFN1	0.0
451.0	RLN3	0.0
82.0	ALK	0.25
452.0	F10	0.5
453.0	CS	0.0
453.0	MDH2	0.0
27.0	CXCL11	0.5
185.0	MYB	0.333333333333
80.0	IKBKB	0.5
80.0	IKBKE	0.5
454.0	TGFB1I1	0.5
454.0	CRKL	0.5
133.0	MEF2A	0.0
133.0	TEAD1	0.0
48.0	CDC42BPA	0.0
452.0	PROS1	0.5
391.0	XRCC5	0.5
33.0	SATB1	0.4
88.0	TAF3	0.0
179.0	BMI1	0.333333333333
8.0	MAPT	0.111111111111
8.0	FYN	0.111111111111
30.0	PSMB10	0.0
9.0	BCL6	0.111111111111
455.0	PAAF1	0.0
456.0	PICK1	0.0
456.0	EPHB2	0.0
457.0	SHANK2	0.5
457.0	SSTR2	0.5
458.0	GPAA1	0.0
458.0	PIGT	0.0
191.0	LBR	0.0
58.0	IRS2	0.25
72.0	LATS1	0.0
72.0	MOB1B	0.0
286.0	PER2	0.0
7.0	FAF2	0.0
74.0	FOS	0.5
150.0	STX2	0.0
150.0	STXBP2	0.0
89.0	ITGB1	0.25
89.0	ITGB1BP2	0.25
37.0	CXCL8	0.4
355.0	RNF4	0.0
29.0	TCP1	0.0
459.0	AURKA	0.0
459.0	INCENP	0.0
460.0	FER	0.5
95.0	PMAIP1	0.25
68.0	TAF6	0.0
461.0	PLEC	0.0
461.0	SPTAN1	0.0
462.0	CDKN1B	0.5
462.0	CKS1B	0.5
95.0	APAF1	0.25
463.0	EIF2B2	0.0
192.0	STX5	0.0
192.0	GOSR2	0.0
114.0	MORF4L1	0.333333333333
96.0	TAF9	0.0
96.0	TAF13	0.0
464.0	LIMK1	0.5
464.0	ROCK1	0.5
465.0	SNRNP200	0.0
115.0	MCM3	0.333333333333
-1	STAT1	-1
47.0	TCF4	0.0
28.0	GNG10	0.0
466.0	PSTPIP1	0.0
466.0	FASLG	0.0
3.0	TRPC4AP	0.0
288.0	PARP1	0.0
32.0	AGO4	0.0
32.0	TNRC6A	0.0
97.0	PTGIR	0.0
65.0	RPL19	0.25
65.0	RPL23A	0.25
467.0	POLI	0.0
467.0	POLH	0.0
23.0	SOX9	0.333333333333
5.0	LIN54	0.3
468.0	CASK	0.0
468.0	KCNJ4	0.0
67.0	NRIP1	0.75
129.0	LCK	0.0
18.0	TRIM17	0.142857142857
2.0	RPS9	0.0
469.0	CAPZB	0.0
469.0	CAPZA1	0.0
105.0	ASAP2	0.0
4.0	PSMD14	0.0
470.0	PSMD4	0.0
33.0	SUMO1	0.4
33.0	SART1	0.4
90.0	NCAPG	0.0
71.0	PTPRC	0.0
98.0	ASB1	0.0
19.0	SUDS3	0.285714285714
6.0	MED17	0.0
5.0	RBL2	0.3
471.0	ATG16L1	0.0
471.0	ATG12	0.0
54.0	HIST3H3	0.25
472.0	MED26	0.0
193.0	SEH1L	0.0
473.0	MARCKS	0.0
190.0	AXIN1	0.0
474.0	GC	0.5
474.0	ACTC1	0.5
463.0	EIF2B3	0.0
43.0	POLR3B	0.0
26.0	THOC1	0.0
35.0	IARS	0.0
114.0	PALB2	0.333333333333
75.0	UCHL5	0.0
194.0	AP3S1	0.0
475.0	TRAF5	0.0
475.0	TNFRSF8	0.0
10.0	EIF3M	0.111111111111
195.0	ERBB3	1.0
2.0	RPS20	0.0
171.0	CALR	0.0
171.0	HLA-E	0.0
44.0	TRIM32	0.0
-1	ACTR2	-1
46.0	ATRIP	0.2
46.0	RPA1	0.2
90.0	NCAPD2	0.0
36.0	OCRL	0.0
110.0	BAG1	0.333333333333
476.0	SMAD1	0.0
476.0	WWP1	0.0
21.0	CDH1	0.166666666667
47.0	TCF3	0.0
15.0	NCL	0.0
411.0	NCK1	0.0
34.0	SSRP1	0.0
430.0	SMARCA2	0.5
104.0	CUL3	0.0
344.0	CASP8	0.0
294.0	PRPF8	0.5
12.0	ERCC6	0.0
37.0	PZP	0.4
37.0	MMP9	0.4
43.0	POLR3A	0.0
269.0	SMC3	0.0
147.0	PML	0.333333333333
156.0	MED10	0.0
156.0	CCNC	0.0
196.0	CDK7	0.0
91.0	LSM6	0.0
477.0	CAMK4	0.0
477.0	CAMKK2	0.0
54.0	SETD7	0.25
28.0	GNB2	0.0
28.0	GNG5	0.0
345.0	POLA1	0.0
117.0	PCNA	0.0
478.0	GABARAP	0.0
