clusters	score	genes
1	0.288279812246	ERBB4:0.0,MYH9:0.0,JAK2:0.12,MPL:0.0,PTPRC:0.0,ALK:0.0,TPM3:0.0,SRSF2:0.0,SOCS1:0.0,ERBB3:0.133621751212,PTK6:0.0,STK11:0.0,PTPRK:0.12,PTPRB:0.0,NTRK3:0.0,ITK:0.0,TPM4:0.0,FGFR1:0.0,PRDM1:0.0,NRAS:0.0,NTRK1:0.0,BMPR1A:0.0,HSP90AB1:0.12,FLT4:0.272714418721,MDM4:0.123724241339,PPARG:0.272714418721,PIK3CA:0.121900093105,ETV4:0.125720142357
37	0.270192202999	IKBKB:0.272714418721,PTPN11:0.0,FLT3:0.0
4	0.263770476716	PAX5:0.0,MUC1:0.272714418721,BCL3:0.0,OLIG2:0.0,XPA:0.0,REL:0.0,RECQL4:0.0,TCL1A:0.0,EP300:0.272714418721,MN1:0.0,TBL1XR1:0.0,CASP8:0.0
29	0.25585683406	CARD11:0.0,CCND1:0.216531666935,NFKB2:0.0
3	0.25084514777	MAP3K1:0.272714418721,MSN:0.0,BRAF:0.272714418721,PAFAH1B2:0.0,USP8:0.0,YWHAE:0.0,NCOR1:0.0,TCF12:0.0,MLF1:0.0,ATIC:0.0,EZR:0.125448700485,TRIP11:0.0,ATP2B3:0.0
36	0.245410482093	EPS15:0.0,MDM2:0.128001297944,WHSC1:0.0
62	0.242518803003	XPO1:0.0,DICER1:0.0
12	0.232115001443	PLCG1:0.0,FANCA:0.0,ABI1:0.0,FCGR2B:0.0,SH2B3:0.0,FAS:0.272714418721,ABL2:0.0
11	0.229703431889	SS18:0.0,MAFB:0.0,MECOM:0.0,GOPC:0.0,HOXA9:0.0,MAP2K4:0.0,JUN:0.272714418721
15	0.223106583283	ASXL1:0.0,AR:0.28,KMT2A:0.0,GATA3:0.0,KMT2D:0.0
9	0.219686789167	BRCA2:0.121900093105,TOP1:0.272714418721,PAX3:0.0,DDB2:0.0,DNM2:0.0,ABL1:0.0,NKX2-1:0.0,NCKIPSD:0.0
19	0.21941212261	CDK12:0.0,NCOA2:0.122724350242,NCOA1:0.120271441872,TRIM24:0.0
10	0.217461128672	TPR:0.0,ERC1:0.0,KIF5B:0.0,EIF4A2:0.0,ERCC3:0.0,ATP1A1:0.0,RHOA:0.272714418721,SMAD2:0.0
61	0.21736770236	NONO:0.0,MLH1:0.125448700485
18	0.200445040442	DNMT3A:0.272714418721,FIP1L1:0.0,NUP98:0.0,BCL9:0.0,CDC73:0.0
6	0.16636370175	LPP:0.0,ATF1:0.0,GNA11:0.0,CD74:0.0,LASP1:0.0,KDR:0.0,CXCR4:0.272714418721,SDC4:0.0,KTN1:0.0
33	0.16390681001	VHL:0.0,DCTN1:0.0,MALT1:0.0
58	0.162581745172	CHD4:0.0,NAB2:0.0
14	0.160120356309	EGFR:0.143684963523,PRCC:0.0,ROS1:0.0,MTOR:0.0,TERT:0.0,RAP1GDS1:0.0
40	0.155048732203	GATA2:0.0,CREBBP:0.120271441872,POU2AF1:0.0
54	0.15075912707	CIITA:0.0,IRF4:0.0
2	0.125438493784	NUP214:0.0,ZMYM2:0.0,SETD2:0.0,UBR5:0.0,ETV6:0.0,RANBP2:0.0,IL7R:0.0,SOX2:0.0,CALR:0.120271441872,ZCCHC8:0.0,RBM15:0.0,CNOT3:0.0,LONP1:0.0
49	0.125329876955	FUBP1:0.0,PCBP1:0.0
32	0.122891616019	HNF1A:0.0,BCL6:0.0,HMGA1:0.0
13	0.122674700655	DDX5:0.0,MYOD1:0.0,THRAP3:0.0,ERG:0.161931158082,DEK:0.0,BTG1:0.0
57	0.113006887103	KDM5A:0.0,SUZ12:0.0
67	0.106421329868	TRIM27:0.0,TAL1:0.0
23	0.105406909187	TFG:0.0,EIF3E:0.0,TNFRSF14:0.0,RAD21:0.0
52	0.102573541712	ARID2:0.0,SMARCD1:0.0
26	0.0866505888121	MAP2K2:0.0,CCNE1:0.0,CDK4:0.0
28	0.0762987587793	STAG2:0.0,SFPQ:0.0,TSC1:0.0
27	0.0649752475477	KMT2C:0.0,KLF4:0.0,KDM6A:0.0
17	0.0581539668834	PCM1:0.0,MYB:0.0,CLTC:0.0,BCR:0.0,NFKBIE:0.0
38	0.0576688688911	FANCG:0.0,XPC:0.0,ERCC4:0.0
35	0.052718644709	MLLT1:0.0,ELL:0.0,MLLT3:0.0
60	0.0427307281221	CBFB:0.0,GAS7:0.0
21	0.037518349411	NSD1:0.0,DDX6:0.0,AFF4:0.0,AFF1:0.0
50	0.0353757547586	RPL15:0.0,RPL22:0.0
25	0.0327703673467	SEPT5:0.0,MAX:0.0,FUS:0.0,HNRNPA2B1:0.0
47	0.0173974375632	CBLC:0.0,RET:0.0
20	0.0170325606793	RPN1:0.0,LZTR1:0.0,SSX4B:0.0,SND1:0.0
0	0.0	EBF1:0.0,CTCF:0.0,SMARCE1:0.0
43	0.0	DDIT3:0.0,CREB3L1:0.0
44	0.0	PDGFB:0.0,COL2A1:0.0
48	0.0	SBDS:0.0,IDH1:0.0
56	0.0	NIN:0.0,AXIN1:0.0
64	0.0	MAML2:0.0,NOTCH2:0.0
68	0.0	HLF:0.0,ARNT:0.0
